id,given_name,family_name,birth_date,gender,area,area_id,group,group_id,term,source
FR,Freddy,de Ruiter,1969-04-04,male,Aust-Agder,AA,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
GAG,Gunnar,Gundersen,1956-05-21,male,Hedmark,He,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
GJH,Gjermund,Hagesæter,1960-12-12,male,Hordaland,Ho,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
GJK,Gerd Janne,Kristoffersen,1952-11-18,female,Nord-Trøndelag,NT,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
GKG,Gunn Karin,Gjul,1967-07-26,female,Sør-Trøndelag,ST,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
GKV,Gunnar,Kvassheim,1953-06-14,male,Rogaland,Ro,Venstre,V,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
GUE,Gunvor,Eldegard,1963-04-14,female,Akershus,Ak,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
GUNL,Gunvald,Ludvigsen,1949-02-15,male,Sogn og Fjordane,SF,Venstre,V,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
GUO,Gunn,Olsen,1952-09-18,female,Telemark,Te,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
HAFA,Hans Frode Kielland,Asmyhr,1970-02-26,male,Akershus,Ak,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
HEH,Heikki Eidsvoll,Holmås,1972-06-28,male,Oslo,Os,Sosialistisk Venstreparti,SV,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
HHL,Hallgeir H.,Langeland,1955-11-14,male,Rogaland,Ro,Sosialistisk Venstreparti,SV,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
HML,Hilde,Magnusson,1970-06-11,female,Hordaland,Ho,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
HMS,Hill-Marta,Solberg,1951-11-12,female,Nordland,No,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
HOSY,Hans Olav,Syversen,1966-11-25,male,Oslo,Os,Kristelig Folkeparti,KrF,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
HSK,Henning,Skumsvoll,1947-03-15,male,Vest-Agder,VA,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
HTN,Harald T.,Nesvik,1966-05-04,male,Møre og Romsdal,MR,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
IBTH,Ib,Thomsen,1961-10-06,male,Akershus,Ak,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
IHE,Ingrid,Heggø,1961-08-12,female,Sogn og Fjordane,SF,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
IHL,Inger,Løite,1958-09-27,female,Aust-Agder,AA,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
IJ,Irene,Johansen,1961-01-07,female,Østfold,Øs,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
IME,Ine M. Eriksen,Søreide,1976-05-02,female,Oslo,Os,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
IMT,Inga Marte,Thorkildsen,1976-07-02,female,Vestfold,Ve,Sosialistisk Venstreparti,SV,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
INGR,Inge,Ryan,1956-08-15,male,Nord-Trøndelag,NT,Sosialistisk Venstreparti,SV,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
INGS,Ingebrigt S.,Sørfonn,1950-05-27,male,Hordaland,Ho,Kristelig Folkeparti,KrF,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
INL,Inge,Lønning,1938-02-20,male,Oslo,Os,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
ISE,Inger S.,Enger,1948-07-06,female,Oppland,Op,Senterpartiet,Sp,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
IVK,Ivar,Kristiansen,1956-02-18,male,Nordland,No,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
JAE,Jan Arild,Ellingsen,1958-10-09,male,Nordland,No,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
JASP,Jorodd,Asphjell,1960-07-17,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
JBO,Jan,Bøhler,1952-03-01,male,Oslo,Os,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
JES,Jens,Stoltenberg,1959-03-16,male,Oslo,Os,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
JF,Jan-Henrik,Fredriksen,1956-10-02,male,Finnmark,Fi,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
JHR,Jørund,Rytman,1977-05-04,male,Buskerud,Bu,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
JL,Jon,Lilletun,1945-10-23,male,Vest-Agder,VA,Kristelig Folkeparti,KrF,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
JONG,Jon Jæger,Gåsvatn,1954-06-19,male,Østfold,Øs,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
JP,Jan,Petersen,1946-06-11,male,Akershus,Ak,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
JSA,Jan,Sahl,1950-04-20,male,Nordland,No,Kristelig Folkeparti,KrF,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
JTS,Jan Tore,Sanner,1965-05-06,male,Akershus,Ak,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
KBO,Karita,Bekkemellem,1965-01-15,female,Møre og Romsdal,MR,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
KES,Kenneth,Svendsen,1954-08-02,male,Nordland,No,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
KETS,Ketil,Solvik-Olsen,1972-02-14,male,Rogaland,Ro,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
KFOS,Kåre,Fostervold,1969-10-10,male,Telemark,Te,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
KHA,Kristin,Halvorsen,1960-09-02,female,Oslo,Os,Sosialistisk Venstreparti,SV,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
KKK,Kari Kjønaas,Kjos,1962-01-25,female,Akershus,Ak,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
KLH,Kari Lise,Holmberg,1951-09-07,female,Telemark,Te,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
KNUS,Knut,Storberget,1964-10-06,male,Hedmark,He,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
KSP,Karl Eirik,Schjøtt-Pedersen,1959-10-03,male,Finnmark,Fi,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
KSW,Karin S.,Woldseth,1954-08-09,female,Hordaland,Ho,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
KAAN,Karin,Andersen,1952-12-16,female,Hedmark,He,Sosialistisk Venstreparti,SV,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
LAPB,Lars Peder,Brekk,1955-10-08,male,Nord-Trøndelag,NT,Senterpartiet,Sp,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
LD,Laila,Dåvøy,1948-08-11,female,Hordaland,Ho,Kristelig Folkeparti,KrF,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
LEJ,Lena,Jensen,1973-01-29,female,Troms,Tr,Sosialistisk Venstreparti,SV,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
LEK,Leif Helge,Kongshaug,1949-07-31,male,Møre og Romsdal,MR,Venstre,V,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
LHH,Line Henriette,Hjemdal,1971-10-18,female,Østfold,Øs,Kristelig Folkeparti,KrF,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
LIC,Lise,Christoffersen,1955-08-05,female,Buskerud,Bu,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
LOSO,Lodve,Solholm,1949-03-14,male,Møre og Romsdal,MR,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
LS,Lars,Sponheim,1957-05-23,male,Hordaland,Ho,Venstre,V,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
LSN,Liv Signe,Navarsete,1958-10-23,female,Sogn og Fjordane,SF,Senterpartiet,Sp,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
MAM,Marianne,Marthinsen,1980-08-25,female,Oslo,Os,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
MARE,Martin,Engeset,1964-07-20,male,Østfold,Øs,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
MEH,May,Hansen,1953-05-08,female,Østfold,Øs,Sosialistisk Venstreparti,SV,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
MHG,May-Helen Molvær,Grimstad,1968-01-31,female,Møre og Romsdal,MR,Kristelig Folkeparti,KrF,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
MLB,Magnar Lund,Bergo,1949-02-27,male,Buskerud,Bu,Sosialistisk Venstreparti,SV,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
MMK,Magnhild Meltveit,Kleppa,1948-11-12,female,Rogaland,Ro,Senterpartiet,Sp,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
MN,Marit,Nybakk,1947-02-14,female,Oslo,Os,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
MORH,Morten,Høglund,1965-07-16,male,Akershus,Ak,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
MAAA,Marianne,Aasen,1967-02-21,female,Akershus,Ak,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
OA,Olav,Akselsen,1965-08-28,male,Hordaland,Ho,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
OBM,Ola Borten,Moe,1976-06-06,male,Sør-Trøndelag,ST,Senterpartiet,Sp,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
ODDØ,Odd Einar,Dørum,1943-10-12,male,Oslo,Os,Venstre,V,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
OKD,Øystein,Djupedal,1960-05-05,male,Sør-Trøndelag,ST,Sosialistisk Venstreparti,SV,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
OLET,Olemic,Thommessen,1956-04-18,male,Oppland,Op,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
OLGB,Olav Gunnar,Ballo,1956-10-22,male,Finnmark,Fi,Sosialistisk Venstreparti,SV,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
OTL,Ola T.,Lånke,1948-03-18,male,Sør-Trøndelag,ST,Kristelig Folkeparti,KrF,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
OVA,Øyvind,Vaksdal,1955-10-19,male,Rogaland,Ro,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
OYK,Øyvind,Korsberg,1960-01-31,male,Troms,Tr,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
PB,Per Roar,Bredvold,1957-03-05,male,Hedmark,He,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
PEG,Peter Skovholt,Gitmark,1977-04-15,male,Vest-Agder,VA,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
PEOW,Per Ove,Width,1939-03-27,male,Vestfold,Ve,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
PES,Per,Sandberg,1960-02-06,male,Sør-Trøndelag,ST,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
PETL,Petter,Løvik,1949-07-11,male,Møre og Romsdal,MR,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
PKF,Per-Kristian,Foss,1950-07-19,male,Oslo,Os,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
POL,Per Olaf,Lundteigen,1953-04-18,male,Buskerud,Bu,Senterpartiet,Sp,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
PRH,Per Rune,Henriksen,1960-03-14,male,Hordaland,Ho,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
PTA,Per-Willy,Amundsen,1971-01-21,male,Troms,Tr,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
RE,Robert,Eriksson,1974-04-23,male,Nord-Trøndelag,NT,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
RHRE,Rolf,Reikvam,1948-03-12,male,Akershus,Ak,Sosialistisk Venstreparti,SV,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
RS,Reidar,Sandal,1949-03-24,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
RSK,Rune J.,Skjælaaen,1954-01-23,male,Hordaland,Ho,Senterpartiet,Sp,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
RTK,Rolf Terje,Klungland,1963-07-06,male,Vest-Agder,VA,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
SAF,Svein,Flåtten,1944-10-14,male,Vestfold,Ve,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
SEN,Sigrun,Eng,1951-06-05,female,Buskerud,Bu,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
SHK,Solveig,Horne,1969-01-12,female,Rogaland,Ro,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
SIO,Signe,Øye,1945-06-02,female,Østfold,Øs,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
SIVJ,Siv,Jensen,1969-06-01,female,Oslo,Os,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
SKB,Sylvia,Brustad,1966-12-19,female,Hedmark,He,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
SMY,Sverre,Myrli,1971-08-26,male,Akershus,Ak,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
SOH,Sigvald Oppebøen,Hansen,1950-09-21,male,Telemark,Te,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
SOM,Sonja,Mandt,1960-03-29,female,Vestfold,Ve,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
SONS,Sonja Irene,Sjøli,1949-06-06,female,Akershus,Ak,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
SRH,Svein Roald,Hansen,1949-08-20,male,Østfold,Øs,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
STEG,Steinar,Gullvåg,1946-10-27,male,Vestfold,Ve,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
STK,Saera,Khan,1979-04-23,female,Oslo,Os,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TALI,Tord,Lien,1975-09-10,male,Sør-Trøndelag,ST,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TAN,Thore A.,Nistad,1949-05-23,male,Oppland,Op,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TAS,Tor-Arne,Strøm,1952-05-06,male,Nordland,No,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TELA,Terje,Aasland,1965-02-15,male,Telemark,Te,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TG,Trond,Giske,1966-11-07,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
THA,Torbjørn,Hansen,1972-08-13,male,Hordaland,Ho,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TJ,Thorbjørn,Jagland,1950-11-05,male,Buskerud,Bu,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TKK,Tove Karoline,Knutsen,1951-01-14,female,Troms,Tr,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TMI,Torgeir,Micaelsen,1979-05-20,male,Buskerud,Bu,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TMV,Trygve Slagsvold,Vedum,1978-12-01,male,Hedmark,He,Senterpartiet,Sp,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TO,Torfinn,Opheim,1961-04-12,male,Rogaland,Ro,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TOA,Torbjørn,Andersen,1957-01-05,male,Aust-Agder,AA,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TOHA,Tore,Hagebakken,1961-01-08,male,Oppland,Op,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TON,Tore,Nordtun,1949-09-30,male,Rogaland,Ro,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TP,Torny,Pedersen,1946-02-18,female,Nordland,No,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TR,Torstein,Rudihagen,1951-08-14,male,Oppland,Op,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TROH,Trond,Helleland,1962-07-10,male,Buskerud,Bu,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
TSG,Trine Skei,Grande,1969-10-02,female,Oslo,Os,Venstre,V,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
UEK,Ulf Erik,Knudsen,1964-12-20,male,Buskerud,Bu,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
UIL,Ulf,Leirstein,1973-06-30,male,Østfold,Øs,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
VB,Vidar,Bjørnstad,1955-09-01,male,Akershus,Ak,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
VKG,Vigdis,Giltun,1952-03-11,female,Østfold,Øs,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
VL,Vera,Lysklætt,1954-01-29,female,Finnmark,Fi,Venstre,V,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
ØYVH,Øyvind,Halleraker,1951-10-27,male,Hordaland,Ho,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
AAMH,Åslaug,Haga,1959-10-21,female,Akershus,Ak,Senterpartiet,Sp,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009
ABA,Anne Berit,Andersen,1951-12-02,female,Vest-Agder,VA,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
ADV,Åse Gunhild Woie,Duesund,1944-04-18,female,Aust-Agder,AA,Kristelig Folkeparti,KrF,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
AESO,Arne,Sortevik,1947-03-12,male,Hordaland,Ho,Fremskrittspartiet,FrP,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
AG,Ansgar,Gabrielsen,1955-05-21,male,Vest-Agder,VA,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
AGV,Ågot,Valle,1945-05-26,female,Hordaland,Ho,Sosialistisk Venstreparti,SV,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
AK,André,Kvakkestad,1971-10-28,male,Akershus,Ak,Fremskrittspartiet,FrP,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
AL,Arne,Lyngstad,1962-05-10,male,Nord-Trøndelag,NT,Kristelig Folkeparti,KrF,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
ALYS,Audun,Lysbakken,1977-09-30,male,Hordaland,Ho,Sosialistisk Venstreparti,SV,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
AR,Afshan,Rafiq,1975-02-25,female,Oslo,Os,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
ASAE,Åsa,Elvik,1979-01-12,female,Nordland,No,Sosialistisk Venstreparti,SV,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
ASK,Asmund,Kristoffersen,1944-11-05,male,Møre og Romsdal,MR,Arbeiderpartiet,A,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
AUG,Aud,Gaundal,1949-11-10,female,Nord-Trøndelag,NT,Arbeiderpartiet,A,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
AWN,Åse,Wisløff Nilssen,1945-07-20,female,Hedmark,He,Kristelig Folkeparti,KrF,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
BB,Berit,Brørby,1950-12-05,female,Oppland,Op,Arbeiderpartiet,A,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
BEHA,Bendiks H.,Arnesen,1951-06-09,male,Troms,Tr,Arbeiderpartiet,A,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
BEHH,Beate Heieren,Hundhammer,1968-09-24,female,Buskerud,Bu,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
BENH,Bent,Høie,1971-05-04,male,Rogaland,Ro,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
BHH,Bjarne Håkon,Hanssen,1962-11-01,male,Nord-Trøndelag,NT,Arbeiderpartiet,A,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
BHI,Britt,Hildeng,1943-04-14,female,Oslo,Os,Arbeiderpartiet,A,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
BJ,Bjørn,Jacobsen,1960-06-11,male,Møre og Romsdal,MR,Sosialistisk Venstreparti,SV,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
BJFR,Bjørgulv,Froyn,1945-09-23,male,Oslo,Os,Arbeiderpartiet,A,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
BJH,Bjørn,Hernæs,1936-11-23,male,Hedmark,He,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
BJT,Bjørg,Tørresdal,1958-09-24,female,Rogaland,Ro,Kristelig Folkeparti,KrF,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
BJØB,Børge,Brende,1965-09-25,male,Sør-Trøndelag,ST,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
BYR,Bror Yngve,Rahm,1955-01-04,male,Telemark,Te,Kristelig Folkeparti,KrF,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
CIH,Carl I.,Hagen,1944-05-06,male,Oslo,Os,Fremskrittspartiet,FrP,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
CS,Christopher,Stensaker,1945-01-22,male,Sør-Trøndelag,ST,Fremskrittspartiet,FrP,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
DE,Dagrun,Eriksen,1971-06-28,female,Vest-Agder,VA,Kristelig Folkeparti,KrF,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005
