id,sort_name,email,image,term,source,name,party,faction,area,status,start_date,end_date
67,León Romero Luciana Milagros,LLEON@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/67-g7Um0Dh5Ey9Jq7X.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=67,Luciana Milagros León Romero,Partido Aprista Peruano,CONCERTACIÓN PARLAMENTARIA,Lima,en Ejercicio,2011-07-27,2016-07-26
68,Lescano Ancieta Yonhy,YLESCANO@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/68-c9Ey8Iv4Ms2Pw3K.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=68,Yonhy Lescano Ancieta,Perú Posible,ACCIÓN POPULAR - FRENTE AMPLIO,Lima,en Ejercicio,2011-07-27,2016-07-26
69,Lewis Del Alcázar Norman David,NLEWIS@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/69-x8Cm3Nj8Vm9Ur9P.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=69,Norman David Lewis Del Alcázar,Perú Posible,UNIÓN REGIONAL,Loreto,en Ejercicio,2011-07-27,2016-07-26
70,Llatas Altamirano Cristóbal Luis,CLLATAS@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/70-k0Pn5Ut1Vp2Op1U.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=70,Cristóbal Luis Llatas Altamirano,Gana Perú,NACIONALISTA GANA PERÚ,Cajamarca,en Ejercicio,2011-07-27,2016-07-26
71,López Córdova María Magdalena,MMLOPEZ@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/71-g2Iv2Zl1Bl3Hq9I.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=71,María Magdalena López Córdova,Fuerza Popular,FUERZA POPULAR,Ancash,en Ejercicio,2011-07-27,2016-07-26
72,Luna Gálvez José León,JLUNA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/72-x5Dg8Ea3Yy7Lx5G.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=72,José León Luna Gálvez,Alianza Solidaridad Nacional,SOLIDARIDAD NACIONAL,Lima,en Ejercicio,2011-07-27,2016-07-26
73,Mavila León Rosa Delsa,RMAVILA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/73-f9Mg2Vs9Rp9Tb9S.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=73,Rosa Delsa Mavila León,Gana Perú,ACCIÓN POPULAR - FRENTE AMPLIO,Lima,en Ejercicio,2011-07-27,2016-07-26
74,Medina Ortiz Antonio,AMEDINA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/74-a4Lh3Dm7Hx5Mn3D.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=74,Antonio Medina Ortiz,Fuerza Popular,FUERZA POPULAR,Apurimac,en Ejercicio,2011-07-27,2016-07-26
75,Melgar Valdez Elard Galo,EMELGAR@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/75-d7Eo7Ei7Eg8Xp0U.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=75,Elard Galo Melgar Valdez,Fuerza Popular,FUERZA POPULAR,Lima,en Ejercicio,2011-07-27,2016-07-26
76,Mendoza Frisch Verónika Fanny,VMENDOZA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/76-b7Nu0Dq0Ys0Yo4O.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=76,Verónika Fanny Mendoza Frisch,Gana Perú,ACCIÓN POPULAR - FRENTE AMPLIO,Cusco,en Ejercicio,2011-07-27,2016-07-26
77,Merino De Lama Manuel Arturo,AMERINO@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/77-y9Md5Gb8Bp7Er8Y.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=77,Manuel Arturo Merino De Lama,Perú Posible,ACCIÓN POPULAR - FRENTE AMPLIO,Tumbes,en Ejercicio,2011-07-27,2016-07-26
78,Molina Martínez Agustín F.,AMOLINA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/78-n4Rk2Ka4Yc7Ki7J.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=78,Agustín F. Molina Martínez,Gana Perú,NACIONALISTA GANA PERÚ,Cusco,en Ejercicio,2011-07-27,2016-07-26
79,Monterola Abregú Wuilian Alfonso,WMONTEROLA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/79-n0Hb5Rh9Bj2Xo3E.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=79,Wuilian Alfonso Monterola Abregú,Perú Posible,UNIÓN REGIONAL,Huancavelica,en Ejercicio,2011-07-27,2016-07-26
80,Mora Zevallos Daniel Emiliano,DMORA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/80-h5Rt9Rw8Yr9Wz5B.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=80,Daniel Emiliano Mora Zevallos,Perú Posible,PERÚ POSIBLE,Callao,en Ejercicio,2011-07-27,2016-07-26
81,Mulder Bedoya Mauricio,MMULDER@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/81-z4Zf2Ay1Lb5Qa1B.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=81,Mauricio Mulder Bedoya,Partido Aprista Peruano,CONCERTACIÓN PARLAMENTARIA,Lima,en Ejercicio,2011-07-27,2016-07-26
82,Nayap Kinin Eduardo,ENAYAP@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/82-e8Fb4Gj6Yn1Ry0S.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=82,Eduardo Nayap Kinin,Gana Perú,NACIONALISTA GANA PERÚ,Amazonas,en Ejercicio,2011-07-27,2016-07-26
83,Neyra Huamaní Rofilio T.,RNEYRA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/83-h7Og6Bq1Ue7Le7V.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=83,Rofilio T. Neyra Huamaní,Fuerza Popular,FUERZA POPULAR,Ayacucho,en Ejercicio,2011-07-27,2016-07-26
84,Neyra Olaychea Angel,ANEYRA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/84-h7Mp2Dy3Nx9Ah4W.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=84,Angel Neyra Olaychea,Fuerza Popular,FUERZA POPULAR,Lima,en Ejercicio,2011-07-27,2016-07-26
85,Núñez De Acuña Carmen Rosa,CNUNEZ@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/85-o6Os9Mb9Im7Vl3F.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=85,Carmen Rosa Núñez De Acuña,Alianza Solidaridad Nacional,CONCERTACIÓN PARLAMENTARIA,La libertad,en Ejercicio,2015-09-06,2016-07-26
86,Omonte Durand María Del Carmen,COMONTE@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/86-l9Qi6Dy2Mo6Jx1L.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=86,María Del Carmen Omonte Durand,Perú Posible,PERÚ POSIBLE,Huanuco,en Ejercicio,2011-07-27,2016-07-26
87,Oseda Soto Doris Gladys,DOSEDA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/87-x1Tc4Cu1Xy2Pj8I.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=87,Doris Gladys Oseda Soto,Gana Perú,NACIONALISTA GANA PERÚ,Junin,en Ejercicio,2011-07-27,2016-07-26
88,Otárola Peñaranda Fredy Rolando,FOTAROLA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/88-h8Mh9Tf6Ie9Vb9T.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=88,Fredy Rolando Otárola Peñaranda,Gana Perú,NACIONALISTA GANA PERÚ,Ancash,en Ejercicio,2011-07-27,2016-07-26
89,Pari Choquecota Juan Donato,JPARI@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/89-j8Pz7Pe8Uu9Jr1T.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=89,Juan Donato Pari Choquecota,"",DIGNIDAD Y DEMOCRACIA ,Tacna,en Ejercicio,2011-07-27,2016-07-26
90,Pariona Galindo Federico,FPARIONA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/90-m6Ec8Ps2So5Ow0U.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=90,Federico Pariona Galindo,Fuerza Popular,FUERZA POPULAR,Junin,en Ejercicio,2011-07-27,2016-07-26
91,Pérez Del Solar Cuculiza Gabriela Lourdes,GPEREZDELSOLAR@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/91-j4Ei3Qi8Sz6Oj3I.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=91,Gabriela Lourdes Pérez Del Solar Cuculiza,Alianza por el Gran Cambio,CONCERTACIÓN PARLAMENTARIA,Lima,en Ejercicio,2011-07-27,2016-07-26
92,Pérez Tello De Rodríguez María Soledad,MSPEREZ@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/92-l1Te0Os0Ai0Zj9W.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=92,María Soledad Pérez Tello De Rodríguez,Alianza por el Gran Cambio,PPC - APP,Lima,en Ejercicio,2011-07-27,2016-07-26
93,Portugal Catacora Mariano Eutropio,MPORTUGAL@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/93-r4Mi1Ee1Nn6Hf5L.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=93,Mariano Eutropio Portugal Catacora,Perú Posible,UNIÓN REGIONAL,Puno,en Ejercicio,2011-07-27,2016-07-26
94,Ramírez Gamarra Reber Joaquín,RJRAMIREZ@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/94-w2Yk1Te6Kz7Bh0C.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=94,Reber Joaquín Ramírez Gamarra,Fuerza Popular,FUERZA POPULAR,Cajamarca,en Ejercicio,2011-07-27,2016-07-26
95,Reátegui Flores Rolando,RREATEGUI@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/95-n2Zh2En6Gr2Uk3G.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=95,Rolando Reátegui Flores,Fuerza Popular,FUERZA POPULAR,San martin,en Ejercicio,2011-07-27,2016-07-26
96,Reggiardo Barreto Renzo Andrés,RREGGIARDO@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/96-w8Om7Ui6Ai9Au3Z.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=96,Renzo Andrés Reggiardo Barreto,Alianza Solidaridad Nacional,CONCERTACIÓN PARLAMENTARIA,Lima,en Ejercicio,2011-07-27,2016-07-26
97,Reynaga Soto Jhon Arquimides,JREYNAGA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/97-m8Fg6Ch1Yy8Tx9B.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=97,Jhon Arquimides Reynaga Soto,Gana Perú,NACIONALISTA GANA PERÚ,Apurimac,en Ejercicio,2011-07-27,2016-07-26
98,Rimarachín Cabrera Jorge Antonio,JRIMARACHIN@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/98-q3Yc3Tm6Cs9Cx0Y.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=98,Jorge Antonio Rimarachín Cabrera,Gana Perú,DIGNIDAD Y DEMOCRACIA ,Cajamarca,en Ejercicio,2011-07-27,2016-07-26
99,Rivas Texeira Martín,MARIVAS@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/99-n9Tu2Br6Et9Oz1Z.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=99,Martín Rivas Texeira,Gana Perú,NACIONALISTA GANA PERÚ,Lambayeque,en Ejercicio,2011-07-27,2016-07-26
100,Rodríguez Zavaleta Elías Nicolás,ERODRIGUEZ@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/100-g1Qb8Pq4Qf8Fl5H.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=100,Elías Nicolás Rodríguez Zavaleta,Partido Aprista Peruano,CONCERTACIÓN PARLAMENTARIA,La libertad,en Ejercicio,2011-07-27,2016-07-26
101,Romero Rodríguez Eulogio Amado,EAROMERO@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/101-j2Xa4Km8Tp9Ky4X.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=101,Eulogio Amado Romero Rodríguez,Gana Perú,DIGNIDAD Y DEMOCRACIA ,Madre de dios,en Ejercicio,2011-07-27,2016-07-26
102,Rondón Fudinaga Gustavo Bernardo,GRONDON@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/102-d4Ux2Cl0Hn1Si6M.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=102,Gustavo Bernardo Rondón Fudinaga,Alianza Solidaridad Nacional,SOLIDARIDAD NACIONAL,Arequipa,en Ejercicio,2011-07-27,2016-07-26
103,Rosas Huaranga Julio Pablo,JROSAS@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/103-q1Zw2Fm3Iu4Fk1S.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=103,Julio Pablo Rosas Huaranga,Fuerza Popular,FUERZA POPULAR,Lima,en Ejercicio,2011-07-27,2016-07-26
104,Ruiz Loayza Wilder,WRUIZ@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/104-g8Qq2Sh4Fz1Yv2A.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=104,Wilder Ruiz Loayza,Gana Perú,DIGNIDAD Y DEMOCRACIA ,Lima,en Ejercicio,2011-07-27,2016-07-26
105,Saavedra Vela Esther,ESAAVEDRA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/105-b1Rm9Ot4Oq0Xi9V.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=105,Esther Saavedra Vela,Gana Perú,DIGNIDAD Y DEMOCRACIA ,San martin,en Ejercicio,2011-07-27,2016-07-26
106,Salazar Miranda Octavio Edilberto,OSALAZAR@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/106-y4Jw0Do8Js4Ri5G.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=106,Octavio Edilberto Salazar Miranda,Fuerza Popular,FUERZA POPULAR,La libertad,en Ejercicio,2011-07-27,2016-07-26
107,Salgado Rubianes Luz Filomena,LSALGADO@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/107-y8Cj3Ya3Rw2Mr4A.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=107,Luz Filomena Salgado Rubianes,Fuerza Popular,FUERZA POPULAR,Lima,en Ejercicio,2011-07-27,2016-07-26
108,Sarmiento Betancourt Freddy Fernando,FSARMIENTO@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/108-h5Gw9Jr9Bu8Wl1Q.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=108,Freddy Fernando Sarmiento Betancourt,Fuerza Popular,FUERZA POPULAR,Piura,en Ejercicio,2011-07-27,2016-07-26
109,Schaefer Cuculiza Karla Melissa,KSCHAEFER@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/109-o5Hj2Ic3Vr8Hv3Q.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=109,Karla Melissa Schaefer Cuculiza,Fuerza Popular,FUERZA POPULAR,Piura,en Ejercicio,2011-07-27,2016-07-26
110,Simon Munaro Yehude,YSIMON@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/110-n1Sg1Jr3Zq0Bc3F.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=110,Yehude Simon Munaro,Alianza por el Gran Cambio,PERÚ POSIBLE,Lambayeque,en Ejercicio,2011-07-27,2016-07-26
111,Solórzano Flores Ana Maria,ASOLORZANO@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/111-l5Kh3Lj2Fn1Dh4E.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=111,Ana Maria Solórzano Flores,Gana Perú,NACIONALISTA GANA PERÚ,Arequipa,en Ejercicio,2011-07-27,2016-07-26
112,Spadaro Philipps Pedro Carmelo,PSPADARO@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/112-t1Jr1Bl4Ip7Ih1A.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=112,Pedro Carmelo Spadaro Philipps,Fuerza Popular,FUERZA POPULAR,Callao,en Ejercicio,2011-07-27,2016-07-26
113,Tait Villacorta Cecilia Roxana,CTAIT@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/113-n0Gi5Vf9Rv6Lq3P.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=113,Cecilia Roxana Tait Villacorta,Perú Posible,NO AGRUPADO,Lima,en Ejercicio,2011-07-27,2016-07-26
114,Tan De Inafuko Aurelia,ATAN@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/114-x4Sw6Kb5Lu7Wr4N.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=114,Aurelia Tan De Inafuko,Fuerza Popular,FUERZA POPULAR,Lima,en Ejercicio,2011-07-27,2016-07-26
115,Tapia Bernal Segundo Leocadio,STAPIA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/115-v1Eu6Zs9Dl9Hz7K.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=115,Segundo Leocadio Tapia Bernal,Fuerza Popular,FUERZA POPULAR,Cajamarca,en Ejercicio,2011-07-27,2016-07-26
116,Tejada Galindo Sergio Fernando,STEJADA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/116-x8Au6Hv5Sv3Ph3I.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=116,Sergio Fernando Tejada Galindo,Gana Perú,DIGNIDAD Y DEMOCRACIA ,Lima,en Ejercicio,2011-07-27,2016-07-26
117,Teves Quispe Julia,JTEVES@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/117-s7Md0Su2Rb5Rp5H.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=117,Julia Teves Quispe,Gana Perú,NACIONALISTA GANA PERÚ,Cusco,en Ejercicio,2011-07-27,2016-07-26
118,Tubino Arias Schreiber Carlos Mario Del Carmen,CTUBINO@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/118-p8Pj4Ys3Pp1Ul5T.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=118,Carlos Mario Del Carmen Tubino Arias Schreiber,Fuerza Popular,FUERZA POPULAR,Ucayali,en Ejercicio,2011-07-27,2016-07-26
119,Uribe Medina Cenaida Cebastiana,CURIBE@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/119-c6To2Nb8Id8Qq2R.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=119,Cenaida Cebastiana Uribe Medina,Gana Perú,NACIONALISTA GANA PERÚ,Lima,en Ejercicio,2011-07-27,2016-07-26
120,Urquizo Maggia José Antonio,JURQUIZO@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/120-z8Nx5Nt7No8Of9E.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=120,José Antonio Urquizo Maggia,Gana Perú,NACIONALISTA GANA PERÚ,Ayacucho,en Ejercicio,2011-07-27,2016-07-26
122,Vacchelli Corbetto Gian Carlo,GVACCHELLI@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/122-q7Wc3Qx1Dy7Bn0F.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=122,Gian Carlo Vacchelli Corbetto,Fuerza Popular,FUERZA POPULAR,Lima,en Ejercicio,2011-07-27,2016-07-26
123,Valencia Quiroz Jaime Rubén,JRVALENCIA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/123-r7Rc8Sl9Er6Zf5K.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=123,Jaime Rubén Valencia Quiroz,Gana Perú,NACIONALISTA GANA PERÚ,Moquegua,en Ejercicio,2011-07-27,2016-07-26
124,Valle Ramírez Willyam Tito,WVALLE@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/124-a7Tx3Fy3Yu1Iv6O.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=124,Willyam Tito Valle Ramírez,Somos Perú,PERÚ POSIBLE,Pasco,en Ejercicio,2011-07-27,2016-07-26
125,Valqui Matos Néstor Antonio,NVALQUI@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/125-a0Xy3Li9Bm1Xx4X.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=125,Néstor Antonio Valqui Matos,Fuerza Popular,FUERZA POPULAR,Pasco,en Ejercicio,2011-07-27,2016-07-26
126,Velásquez Quesquén Angel Javier,JVELASQUEZQ@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/126-h2Lp4Qm6An8Wr4E.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=126,Angel Javier Velásquez Quesquén,Partido Aprista Peruano,CONCERTACIÓN PARLAMENTARIA,Lambayeque,en Ejercicio,2011-07-27,2016-07-26
127,Wong Pujada Enrique,EWONG@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/127-p8Ys0Ob6Ko1Br1K.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=127,Enrique Wong Pujada,Alianza por el Gran Cambio,SOLIDARIDAD NACIONAL,Callao,en Ejercicio,2011-07-27,2016-07-26
129,Yrupailla Montes César Elmer,CYRUPAILLA@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/129-t6Dn6Dd2Em5Ee4L.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=129,César Elmer Yrupailla Montes,Gana Perú,NACIONALISTA GANA PERÚ,San martin,en Ejercicio,2011-07-27,2016-07-26
130,Zamudio Briceño Tomás Martín,TZAMUDIO@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/130-m8Ua1Hv6Bs2Pz9J.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=130,Tomás Martín Zamudio Briceño,Gana Perú,NACIONALISTA GANA PERÚ,Arequipa,en Ejercicio,2011-07-27,2016-07-26
131,Zeballos Salinas Vicente Antonio,VZEBALLOS@CONGRESO.GOB.PE,http://www.congreso.gob.pe/Storage/tbl_congresistas/fld_47_Fotografia_file/131-z7Po7Ci4Mc8Im4Z.jpg,2011,http://www.congreso.gob.pe/plenaryassembly?K=290&TPL=if0&a=iv&id=131,Vicente Antonio Zeballos Salinas,Alianza Solidaridad Nacional,SOLIDARIDAD NACIONAL,Moquegua,en Ejercicio,2011-07-27,2016-07-26
