id,name__nl,name,wikipedia__nl,name__fr,wikipedia__fr,name__en,wikipedia__en,image,gender,birth_date,given_name,identifier__freebase,website,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__IMDB,identifier__NTA,identifier__Munzinger,family_name,identifier__BNF,death_date,identifier__EuroparlMEP,identifier__parlement,identifier__ISNI,twitter,facebook,identifier__DBNL
Q2415346,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,Peter Vanvelthoven,https://upload.wikimedia.org/wikipedia/commons/7/7e/Peterwiki.jpg,male,1962-10-22,Peter,/m/026jb_k,,,,,,,,,,,,,,,,,
Q679155,Philippe Blanchart,Philippe Blanchart,Philippe Blanchart,Philippe Blanchart,Philippe Blanchart,Philippe Blanchart,"",,male,1983-02-13,Philippe,,,,,,,,,,,,,,,,,,
Q3379933,Philippe Goffin,Philippe Goffin,Philippe Goffin,Philippe Goffin,Philippe Goffin (homme politique),,"",,male,1967-04-01,Philippe,,,,,,,,,,,,,,,,,,
Q3380542,Philippe Pivin,Philippe Pivin,Philippe Pivin,Philippe Pivin,Philippe Pivin,,"",,male,1954-08-04,Philippe,,,,,,,,,,,,,,,,,,
Q1534851,Pieter De Crem,Pieter De Crem,Pieter De Crem,Pieter De Crem,Pieter De Crem,Pieter De Crem,Pieter De Crem,https://upload.wikimedia.org/wikipedia/commons/5/5a/Pieter_De_Crem_EDA_conference_2014.jpg,male,1962-07-22,Pieter,/m/02rzq_k,,,,,,,,,,,,,,,,,
Q2962167,Raf Terwingen,Raf Terwingen,Raf Terwingen,Raf Terwingen,Raf Terwingen,Raf Terwingen,"",,male,1972-07-12,Raf,,,,,,,,,,,,,,,,,,
Q16672153,Raoul Hedebouw,Raoul Hedebouw,Raoul Hedebouw,Raoul Hedebouw,Raoul Hedebouw,Raoul Hedebouw,"",,male,1977-07-12,Raoul,,,303911066,,,,,,,,,,,,,,,
Q18285934,Renate Hufkens,Renate Hufkens,Renate Hufkens,Renate Hufkens,"",,"",,female,1984-05-26,Renate,,,,,,,,,,,,,,,,,,
Q3431045,Richard Miller,Richard Miller,Richard Miller (politicus),Richard Miller,Richard Miller,Richard Miller,"",,male,1954-11-16,Richard,,,60250096,,,028465776,,,,Miller,120296282,,,,,,,
Q17428035,Rita Bellens,Rita Bellens,Rita Bellens,Rita Bellens,"",,"",,female,1962-09-29,Rita,,,,,,,,,,,,,,,,,,
Q17428224,Rita Gantois,Rita Gantois,Rita Gantois,Rita Gantois,"",Rita Gantois,"",,female,1958-06-14,Rita,,,,,,,,,,,,,,,,,,
Q2784190,Rob Van de Velde,Rob Van de Velde,Rob Van de Velde,Robert Van de Velde,Robert Van de Velde,Rob Van de Velde,"",,male,1967-02-14,Rob,,,,,,,,,,,,,,,,,,
Q3438541,Roel Deseyn,Roel Deseyn,Roel Deseyn,Roel Deseyn,Roel Deseyn,,"","https://upload.wikimedia.org/wikipedia/commons/1/11/Roel_Deseyn,_gedreven_en_geëngageerd.jpg",male,1976-10-14,Roel,,,,,,,,,,,,,,,,,,
Q2081580,Sabien Lahaye-Battheu,Sabien Lahaye-Battheu,Sabien Lahaye-Battheu,Sabien Lahaye-Battheu,Sabien Lahaye-Battheu,Sabien Lahaye-Battheu,"",,female,1967-08-05,,,,,,,,,,,,,,,,,,,
Q16069165,Sarah Claerhout,Sarah Claerhout,Sarah Claerhout,Sarah Claerhout,Sarah Claerhout,,"",https://upload.wikimedia.org/wikipedia/commons/a/a0/Sarah_Claerhout.jpg,female,1977-07-14,Sarah,,,310599466,,,,,,,,,,,,,,,
Q1866883,Sarah Smeyers,Sarah Smeyers,Sarah Smeyers,Sarah Smeyers,Sarah Smeyers,Sarah Smeyers,Sarah Smeyers,,female,1980-10-08,Sarah,,,,,,,,,,,,,,,,,,
Q2032311,Servais Verherstraeten,Servais Verherstraeten,Servais Verherstraeten,Servais Verherstraeten,Servais Verherstraeten,Servais Verherstraeten,"",https://upload.wikimedia.org/wikipedia/commons/3/3f/Servais-verherstraeten-1381144012.jpg,male,1960-01-29,,,,,,,,,,,,,,,,,,,
Q2064794,Siegfried Bracke,Siegfried Bracke,Siegfried Bracke,Siegfried Bracke,Siegfried Bracke,Siegfried Bracke,Siegfried Bracke,https://upload.wikimedia.org/wikipedia/commons/8/8b/Siegfried_bracke_2014.jpg,male,1953-02-21,Siegfried,,,283666270,,,,,170108961,,,,,,,0000 0003 9009 3433,,,
Q607864,Sonja Becq,Sonja Becq,Sonja Becq,Sonja Becq,Sonja Becq,Sonja Becq,Sonja Becq,https://upload.wikimedia.org/wikipedia/commons/6/61/Sonja_becq.jpg,female,1957-12-08,Sonja,/m/0s8xp41,,,,,,,,,,,,,,,,,
Q3490906,Sophie De Wit,Sophie De Wit,Sophie De Wit,Sophie De Wit,Sophie De Wit,Sophie De Wit,Sophie De Wit,,female,1973-08-28,Sophie,,,,,,,,,,De Wit,,,,,,,,
Q18434995,Sophie Wilmes,Sophie Wilmes,Sophie Wilmes,Sophie Wilmes,Sophie Wilmes,Sophie Wilmes,"",,female,1975-01-15,Sophie,,,,,,,,,,,,,,,,,,
Q2025218,Stefaan Van Hecke,Stefaan Van Hecke,Stefaan Van Hecke,Stefaan Van Hecke,Stefaan Van Hecke,Stefaan Van Hecke,Stefaan Van Hecke,https://upload.wikimedia.org/wikipedia/commons/6/61/Stefaan_Van_Hecke.jpg,male,1973-01-04,,,,,,,,,,,,,,,,,,,
Q2586065,Stefaan Vercamer,Stefaan Vercamer,Stefaan Vercamer,Stefaan Vercamer,Stefaan Vercamer,,"",,male,1961-06-09,,,,,,,,,,,,,,,,,,,
Q2294276,Steven Vandeput,Steven Vandeput,Steven Vandeput,Steven Vandeput,Steven Vandeput,Steven Vandeput,Steven Vandeput,,male,1967-03-30,Steven,,,,,,,,,,,,,,,,,,
Q17639552,Stéphane Crusnière,Stéphane Crusnière,Stéphane Crusnière,Stéphane Crusnière,Stéphane Crusnière,Stéphane Crusnière,"",,male,1967-07-10,Stéphane,,,,,,,,,,,,,,,,,,
Q17429438,Stéphanie Thoron,Stéphanie Thoron,Stéphanie Thoron,Stéphanie Thoron,Stéphanie Thoron,Stéphanie Thoron,"",,female,1977-02-07,Stéphanie,,,,,,,,,,,,,,,,,,
Q3506764,Sybille de Coster-Bauchau,Sybille de Coster-Bauchau,Sybille de Coster-Bauchau,Sybille de Coster-Bauchau,Sybille de Coster-Bauchau,,"",,female,1953-02-23,Sybille,,,,,,,,,,,,,,,,,,
Q3509917,Sébastian Pirlot,Sébastian Pirlot,Sébastian Pirlot,Sébastian Pirlot,Sébastian Pirlot,Sébastian Pirlot,"",,male,1971-08-29,,,,,,,,,,,,,,,,,,,
Q2072384,Theo Francken,Theo Francken,Theo Francken,Theo Francken,Theo Francken,Theo Francken,Theo Francken,,male,1978-02-07,Theo,,,,,,,,,,,,,,,,,,
Q14856202,Tim Vandenput,Tim Vandenput,Tim Vandenput,Tim Vandenput,Tim Vandenput,Tim Vandenput,"",https://upload.wikimedia.org/wikipedia/commons/f/f9/Tim-Vandenput.jpg,male,1971-11-06,Tim,,,,,,,,,,,,,,,,,,
Q17149643,Valerie Van Peel,Valerie Van Peel,Valerie Van Peel,Valerie Van Peel,"",Valerie Van Peel,"",,female,1979-10-11,Valerie,,,,,,,,,,,,,,,,,,
Q3554546,Vanessa Matz,Vanessa Matz,Vanessa Matz,Vanessa Matz,Vanessa Matz,Vanessa Matz,Vanessa Matz,,female,1973-01-01,Vanessa,,,,,,,,,,,,,,,,,,
Q1809481,Veerle Heeren,Veerle Heeren,Veerle Heeren,Veerle Heeren,Veerle Heeren,Veerle Heeren,"",https://upload.wikimedia.org/wikipedia/commons/f/f6/Veerle_Heeren_2.jpg,female,1965-03-27,Veerle,,,,,,,,,,,,,,,,,,
Q2135858,Veerle Wouters,Veerle Wouters,Veerle Wouters,Veerle Wouters,Veerle Wouters,Veerle Wouters,Veerle Wouters,,female,1974-06-02,Veerle,/m/0cmd2b8,,,,,,,,,,,,,,,,,
Q2085408,Veli Yüksel,Veli Yüksel,Veli Yüksel,Veli Yüksel,Veli Yüksel,Veli Yüksel,"",,male,1971-03-30,,,,4339564,,,,,,,,,,,,,,,
Q15883457,Vincent Scourneau,Vincent Scourneau,Vincent Scourneau,Vincent Scourneau,Vincent Scourneau,,"",,male,1967-06-22,Vincent,,,,,,,,,,,,,,,,,,
Q549887,Vincent Van Quickenborne,Vincent Van Quickenborne,Vincent Van Quickenborne,Vincent Van Quickenborne,Vincent Van Quickenborne,Vincent Van Quickenborne,Vincent Van Quickenborne,https://upload.wikimedia.org/wikipedia/commons/0/05/Vincent_Van_Quickenborne_-_Annual_Meeting_of_the_New_Champions_Dalian_2009.jpg,male,1973-08-01,Vincent,/m/08nyvx,http://www.Quickonomie.be/,,,,,,,,,,,,,,,,
Q3564292,Véronique Caprasse,Véronique Caprasse,Véronique Caprasse,Véronique Caprasse,Véronique Caprasse,Véronique Caprasse,"",,female,1950-11-20,Véronique,,,,,,,,,,,,,,,,,,
Q17428394,Werner Janssen,Werner Janssen,Werner Janssen (politicus),Werner Janssen,"",,"",,male,1969-06-05,Werner,,,,,,,,,,Janssen,,,,,,,,
Q2355048,Willy Demeyer,Willy Demeyer,Willy Demeyer,Willy Demeyer,Willy Demeyer,Willy Demeyer,"",https://upload.wikimedia.org/wikipedia/commons/e/ea/Tchemiguel_Liège_Willy_Demeyer.jpg,male,1959-03-17,Willy,,,,,,,,,,,,,,,,,,
Q961911,Wouter Beke,Wouter Beke,Wouter Beke,Wouter Beke,Wouter Beke,Wouter Beke,Wouter Beke,"https://upload.wikimedia.org/wikipedia/commons/8/89/Wouter_Beke,_voorzitter_CD&V.jpg",male,1974-08-09,Wouter,/m/064lsbf,,311574905,,,,,,,,,,,,,,,
Q2562437,Wouter De Vriendt,Wouter De Vriendt,Wouter De Vriendt,Wouter De Vriendt,Wouter De Vriendt,Wouter De Vriendt,Wouter De Vriendt,https://upload.wikimedia.org/wikipedia/commons/c/c6/Wouter_7_klein.jpg,male,1977-06-22,Wouter,,,,,,,,,,,,,,,,,,
Q18286545,Wouter Raskin,Wouter Raskin,Wouter Raskin,Wouter Raskin,"",,"",,male,1972-01-04,Wouter,,,,,,,,,,,,,,,,,,
Q17191473,Yoleen Van Camp,Yoleen Van Camp,Yoleen Van Camp,,"",,"",https://upload.wikimedia.org/wikipedia/commons/2/27/YoleenVC_by_MVC_14-03-2014.JPG,female,1987-08-25,,,,,,,,,,,,,,,,,,,
Q3574660,Zakia Khattabi,Zakia Khattabi,Zakia Khattabi,Zakia Khattabi,Zakia Khattabi,Zakia Khattabi,"",,female,,,,,,,,,,,,,,,,,,,,
Q2238704,Zuhal Demir,Zuhal Demir,Zuhal Demir,Zuhal Demir,Zuhal Demir,Zuhal Demir,Zuhal Demir,https://upload.wikimedia.org/wikipedia/commons/f/f0/ZUHAL_DEMIR_675.jpg,female,1980-03-02,,/m/0cm87t4,,,,,,,,,,,,,,,,,
Q3593705,Özlem Özen,Özlem Özen,Özlem Özen,Özlem Özen,Özlem Özen,Özlem Özen,"",,female,1978-10-04,Özlem,,,,,,,,,,,,,,,,,,
