id,name,sort_name,given_name,family_name,area,council,party,faction,image,term,source,birth_date,gender,council_id,start_date,end_date
4079,Fathi Derder,"Derder, Fathi",Fathi,Derder,VD,NR,RL,RL,,49,,1970-12-04,male,1,,
4110,Hans Egloff,"Egloff, Hans",Hans,Egloff,ZH,NR,V,V,,49,,1959-11-27,male,1,,
3875,Corina Eichenberger-Walther,"Eichenberger-Walther, Corina",Corina,Eichenberger-Walther,AG,NR,RL,RL,,49,,1954-10-14,female,1,,
3876,Yvette Estermann,"Estermann, Yvette",Yvette,Estermann,LU,NR,V,V,,49,,1967-02-26,female,1,,
4056,Daniel Fässler,"Fässler, Daniel",Daniel,Fässler,AI,NR,CE,CE,,49,,1960-08-22,male,1,,
395,Hildegard Fässler-Osterwalder,"Fässler-Osterwalder, Hildegard",Hildegard,Fässler-Osterwalder,SG,NR,S,S,,49,,1951-06-22,female,1,,2013-03-03
3922,Laurent Favre,"Favre, Laurent",Laurent,Favre,NE,NR,RL,RL,,49,,1972-10-14,male,1,,2014-12-07
319,Hans Fehr,"Fehr, Hans",Hans,Fehr,ZH,NR,V,V,,49,,1947-01-14,male,1,,
464,Hans-Jürg Fehr,"Fehr, Hans-Jürg",Hans-Jürg,Fehr,SH,NR,S,S,,49,,1948-08-07,male,1,,2013-09-08
405,Jacqueline Fehr,"Fehr, Jacqueline",Jacqueline,Fehr,ZH,NR,S,S,,49,,1963-06-01,female,1,,
4077,Olivier Feller,"Feller, Olivier",Olivier,Feller,VD,NR,RL,RL,,49,,1974-08-30,male,1,,
4069,Yvonne Feri,"Feri, Yvonne",Yvonne,Feri,AG,NR,S,S,,49,,1966-03-21,female,1,,
3877,Doris Fiala,"Fiala, Doris",Doris,Fiala,ZH,NR,RL,RL,,49,,1957-01-29,female,1,,
4089,Roland Fischer,"Fischer, Roland",Roland,Fischer,LU,NR,GL,GL,,49,,1965-04-05,male,1,,
4059,Beat Flach,"Flach, Beat",Beat,Flach,AG,NR,GL,GL,,49,,1965-01-21,male,1,,
3878,Sylvia Flückiger-Bäni,"Flückiger-Bäni, Sylvia",Sylvia,Flückiger-Bäni,AG,NR,V,V,,49,,1952-06-01,female,1,,
1122,Kurt Fluri,"Fluri, Kurt",Kurt,Fluri,SO,NR,RL,RL,,49,,1955-08-19,male,1,,
3879,Olivier Français,"Français, Olivier",Olivier,Français,VD,NR,RL,RL,,49,,1955-10-01,male,1,,
4042,Sebastian Frehner,"Frehner, Sebastian",Sebastian,Frehner,BS,NR,V,V,,49,,1973-09-02,male,1,,
1127,Oskar Freysinger,"Freysinger, Oskar",Oskar,Freysinger,VS,NR,V,V,,49,,1960-06-12,male,1,,
4074,Pierre-Alain Fridez,"Fridez, Pierre-Alain",Pierre-Alain,Fridez,JU,NR,S,S,,49,,1957-11-20,male,1,,
4131,Claudia Friedl,"Friedl, Claudia",Claudia,Friedl,SG,NR,S,S,,49,,1960-07-19,female,1,2013-03-04,
1125,Chantal Galladé,"Galladé, Chantal",Chantal,Galladé,ZH,NR,S,S,,49,,1972-12-17,female,1,,
4071,Urs Gasche,"Gasche, Urs",Urs,Gasche,BE,NR,BD,BD,,49,,1955-03-15,male,1,,
4104,Josias F. Gasser,"Gasser, Josias F.",Josias F.,Gasser,GR,NR,GL,GL,,49,,1952-11-17,male,1,,
3880,Andrea Martina Geissbühler,"Geissbühler, Andrea Martina",Andrea Martina,Geissbühler,BE,NR,V,V,,49,,1976-08-03,female,1,,
1117,Jean-René Germanier,"Germanier, Jean-René",Jean-René,Germanier,VS,NR,RL,RL,,49,,1958-12-18,male,1,,
91,Ulrich Giezendanner,"Giezendanner, Ulrich",Ulrich,Giezendanner,AG,NR,V,V,,49,,1953-10-31,male,1,,
3881,Yvonne Gilli,"Gilli, Yvonne",Yvonne,Gilli,SG,NR,G,G,,49,,1957-03-07,female,1,,
3882,Bastien Girod,"Girod, Bastien",Bastien,Girod,ZH,NR,G,G,,49,,1980-12-21,male,1,,
1337,Ida Glanzmann-Hunkeler,"Glanzmann-Hunkeler, Ida",Ida,Glanzmann-Hunkeler,LU,NR,CE,CE,,49,,1958-09-29,female,1,,
4093,Balthasar Glättli,"Glättli, Balthasar",Balthasar,Glättli,ZH,NR,G,G,,49,,1972-02-12,male,1,2013-11-27,
4096,Alois Gmür,"Gmür, Alois",Alois,Gmür,SZ,NR,CE,CE,,49,,1955-04-03,male,1,,
4137,Roger Golay,"Golay, Roger",Roger,Golay,GE,NR,V,V,,49,,1959-09-23,male,1,2013-12-04,
4116,Petra Gössi,"Gössi, Petra",Petra,Gössi,SZ,NR,RL,RL,,49,,1976-01-12,female,1,,
3884,Jean-Pierre Graber,"Graber, Jean-Pierre",Jean-Pierre,Graber,BE,NR,V,V,,49,,1946-07-08,male,1,2015-03-02,
806,Maya Graf,"Graf, Maya",Maya,Graf,BL,NR,G,G,,49,,1962-02-28,female,1,,
1295,Edith Graf-Litscher,"Graf-Litscher, Edith",Edith,Graf-Litscher,TG,NR,S,S,,49,,1964-03-25,female,1,,
3885,Jean-Pierre Grin,"Grin, Jean-Pierre",Jean-Pierre,Grin,VD,NR,V,V,,49,,1947-03-16,male,1,,
97,Andreas Gross,"Gross, Andreas",Andreas,Gross,ZH,NR,S,S,,49,,1952-08-21,male,1,,
4083,Jürg Grossen,"Grossen, Jürg",Jürg,Grossen,BE,NR,GL,GL,,49,,1969-08-24,male,1,,
3886,Hans Grunder,"Grunder, Hans",Hans,Grunder,BE,NR,BD,BD,,49,,1956-06-13,male,1,,
4087,Jean-Paul Gschwind,"Gschwind, Jean-Paul",Jean-Paul,Gschwind,JU,NR,CE,CE,,49,,1952-10-31,male,1,,
4082,Bernhard Guhl,"Guhl, Bernhard",Bernhard,Guhl,AG,NR,BD,BD,,49,,1972-06-10,male,1,2015-05-04,
4121,Barbara Gysi,"Gysi, Barbara",Barbara,Gysi,SG,NR,S,S,,49,,1964-05-14,female,1,2011-12-12,
4076,Philipp Hadorn,"Hadorn, Philipp",Philipp,Hadorn,SO,NR,S,S,,49,,1967-02-06,male,1,,
472,Ursula Haller Vannini,"Haller Vannini, Ursula",Ursula,Haller Vannini,BE,NR,BD,BD,,49,,1948-11-04,female,1,,2014-11-23
4061,Thomas Hardegger,"Hardegger, Thomas",Thomas,Hardegger,ZH,NR,S,S,,49,,1956-04-02,male,1,,
4149,Christine Häsler,"Häsler, Christine",Christine,Häsler,BE,NR,G,G,,49,,1963-01-11,female,1,2015-06-08,
473,Hansjörg Hassler,"Hassler, Hansjörg",Hansjörg,Hassler,GR,NR,BD,BD,,49,,1953-09-23,male,1,2015-05-04,
4103,Markus Hausammann,"Hausammann, Markus",Markus,Hausammann,TG,NR,V,V,,49,,1964-09-20,male,1,,
3887,Alfred Heer,"Heer, Alfred",Alfred,Heer,ZH,NR,V,V,,49,,1961-10-12,male,1,,
1156,Bea Heim,"Heim, Bea",Bea,Heim,SO,NR,S,S,,49,,1946-04-07,female,1,,
4129,Verena Herzog,"Herzog, Verena",Verena,Herzog,TG,NR,V,V,,49,,1956-02-07,female,1,2013-03-04,
4094,Lorenz Hess,"Hess, Lorenz",Lorenz,Hess,BE,NR,BD,BD,,49,,1961-06-28,male,1,,
3888,Hugues Hiltpold,"Hiltpold, Hugues",Hugues,Hiltpold,GE,NR,RL,RL,,49,,1969-05-05,male,1,,
3889,Antonio Hodgers,"Hodgers, Antonio",Antonio,Hodgers,GE,NR,G,G,,49,,1976-02-07,male,1,,2013-11-26
1103,Gabi Huber,"Huber, Gabi",Gabi,Huber,UR,NR,RL,RL,,49,,1956-02-29,female,1,,
1071,Ruth Humbel,"Humbel, Ruth",Ruth,Humbel,AG,NR,CE,CE,,49,,1957-07-23,female,1,,
3890,Thomas Hurter,"Hurter, Thomas",Thomas,Hurter,SH,NR,V,V,,49,,1963-11-01,male,1,,
1126,Markus Hutter,"Hutter, Markus",Markus,Hutter,ZH,NR,RL,RL,,49,,1957-02-20,male,1,,2014-05-08
1118,Otto Ineichen,"Ineichen, Otto",Otto,Ineichen,LU,NR,RL,RL,,49,,1941-06-08,male,1,,2012-06-06
4031,Maja Ingold,"Ingold, Maja",Maja,Ingold,ZH,NR,CE,CE,,49,,1948-05-23,female,1,,
4032,Beat Jans,"Jans, Beat",Beat,Jans,BS,NR,S,S,,49,,1964-07-12,male,1,,
478,Rudolf Joder,"Joder, Rudolf",Rudolf,Joder,BE,NR,V,V,,49,,1950-06-10,male,1,,
1293,Francine John-Calame,"John-Calame, Francine",Francine,John-Calame,NE,NR,G,G,,49,,1954-04-30,female,1,,
3891,Daniel Jositsch,"Jositsch, Daniel",Daniel,Jositsch,ZH,NR,S,S,,49,,1965-03-25,male,1,,
479,Hans Kaufmann,"Kaufmann, Hans",Hans,Kaufmann,ZH,NR,V,V,,49,,1948-06-13,male,1,,2014-05-04
4098,Peter Keller,"Keller, Peter",Peter,Keller,NW,NR,V,V,,49,,1971-04-22,male,1,,
4081,Margrit Kessler,"Kessler, Margrit",Margrit,Kessler,SG,NR,GL,GL,,49,,1948-12-25,female,1,,
1147,Margret Kiener Nellen,"Kiener Nellen, Margret",Margret,Kiener Nellen,BE,NR,S,S,,49,,1953-04-17,female,1,,
3892,Hans Killer,"Killer, Hans",Hans,Killer,AG,NR,V,V,,49,,1948-03-09,male,1,,
4114,Hansjörg Knecht,"Knecht, Hansjörg",Hansjörg,Knecht,AG,NR,V,V,,49,,1960-03-24,male,1,,
4008,Martin Landolt,"Landolt, Martin",Martin,Landolt,GL,NR,BD,BD,,49,,1968-06-30,male,1,,
4099,Markus Lehmann,"Lehmann, Markus",Markus,Lehmann,BS,NR,CE,CE,,49,,1955-05-27,male,1,,
1065,Ueli Leuenberger,"Leuenberger, Ueli",Ueli,Leuenberger,GE,NR,G,G,,49,,1952-03-26,male,1,,
1113,Filippo Leutenegger,"Leutenegger, Filippo",Filippo,Leutenegger,ZH,NR,RL,RL,,49,,1952-11-25,male,1,,2014-05-06
487,Susanne Leutenegger Oberholzer,"Leutenegger Oberholzer, Susanne",Susanne,Leutenegger Oberholzer,BL,NR,S,S,,49,,1948-03-06,female,1,,
1150,Christian Levrat,"Levrat, Christian",Christian,Levrat,FR,NR,S,S,,49,,1970-07-07,male,1,,2012-05-28
4118,Christian Lohr,"Lohr, Christian",Christian,Lohr,TG,NR,CE,CE,,49,,1962-04-05,male,1,,
3895,Christian Lüscher,"Lüscher, Christian",Christian,Lüscher,GE,NR,RL,RL,,49,,1963-12-06,male,1,,
490,Ruedi Lustenberger,"Lustenberger, Ruedi",Ruedi,Lustenberger,LU,NR,CE,CE,,49,,1950-04-02,male,1,,
4136,Anne Mahrer,"Mahrer, Anne",Anne,Mahrer,GE,NR,G,G,,49,,1948-06-05,female,1,2013-11-28,
4117,Thomas Maier,"Maier, Thomas",Thomas,Maier,ZH,NR,GL,GL,,49,,1975-08-01,male,1,,
4018,Jacques-André Maire,"Maire, Jacques-André",Jacques-André,Maire,NE,NR,S,S,,49,,1957-05-27,male,1,,
3896,Peter Malama,"Malama, Peter",Peter,Malama,BS,NR,RL,RL,,49,,1960-10-18,male,1,,2012-09-22
1139,Christa Markwalder,"Markwalder, Christa",Christa,Markwalder,BE,NR,RL,RL,,49,,1975-07-27,female,1,,
3923,Ada Marra,"Marra, Ada",Ada,Marra,VD,NR,S,S,,49,,1973-03-10,female,1,,
4130,Nadine Masshardt,"Masshardt, Nadine",Nadine,Masshardt,BE,NR,S,S,,49,,1984-10-04,female,1,2013-03-04,
4144,Thomas Matter,"Matter, Thomas",Thomas,Matter,ZH,NR,V,V,,49,,1966-03-23,male,1,2014-06-02,
494,Lucrezia Meier-Schatz,"Meier-Schatz, Lucrezia",Lucrezia,Meier-Schatz,SG,NR,CE,CE,,49,,1952-01-04,female,1,,
4140,Giovanni Merlini,"Merlini, Giovanni",Giovanni,Merlini,TI,NR,RL,RL,,49,,1962-05-27,male,1,2014-03-10,
151,Christian Miesch,"Miesch, Christian",Christian,Miesch,BL,NR,V,V,,49,,1948-02-27,male,1,2014-09-08,
4147,Pierre-André Monnard,"Monnard, Pierre-André",Pierre-André,Monnard,NE,NR,RL,RL,,49,,1957-03-11,male,1,2014-12-08,
1346,Isabelle Moret,"Moret, Isabelle",Isabelle,Moret,VD,NR,RL,RL,,49,,1970-12-30,female,1,,
542,Christoph Mörgeli,"Mörgeli, Christoph",Christoph,Mörgeli,ZH,NR,V,V,,49,,1960-07-16,male,1,,
3897,Tiana Angelina Moser,"Moser, Tiana Angelina",Tiana Angelina,Moser,ZH,NR,GL,GL,,49,,1979-04-06,female,1,,
1112,Geri Müller,"Müller, Geri",Geri,Müller,AG,NR,G,G,,49,,1960-10-27,male,1,,
4097,Leo Müller,"Müller, Leo",Leo,Müller,LU,NR,CE,CE,,49,,1958-07-04,male,1,,
1141,Philipp Müller,"Müller, Philipp",Philipp,Müller,AG,NR,RL,RL,,49,,1952-09-05,male,1,,
1345,Thomas Müller,"Müller, Thomas",Thomas,Müller,SG,NR,V,V,,49,,1952-12-01,male,1,,
1137,Walter Müller,"Müller, Walter",Walter,Müller,SG,NR,RL,RL,,49,,1948-04-25,male,1,,
4063,Stefan Müller-Altermatt,"Müller-Altermatt, Stefan",Stefan,Müller-Altermatt,SO,NR,CE,CE,,49,,1976-06-17,male,1,,
4134,Martina Munz,"Munz, Martina",Martina,Munz,SH,NR,S,S,,49,,1955-12-26,female,1,2013-09-09,
1111,Felix Müri,"Müri, Felix",Felix,Müri,LU,NR,V,V,,49,,1958-01-22,male,1,,
4106,Martin Naef,"Naef, Martin",Martin,Naef,ZH,NR,S,S,,49,,1970-11-10,male,1,,
498,Jacques Neirynck,"Neirynck, Jacques",Jacques,Neirynck,VD,NR,CE,CE,,49,,1931-08-17,male,1,,
3898,Yves Nidegger,"Nidegger, Yves",Yves,Nidegger,GE,NR,V,V,,49,,1957-05-17,male,1,,
1279,Roger Nordmann,"Nordmann, Roger",Roger,Nordmann,VD,NR,S,S,,49,,1973-03-23,male,1,2012-02-20,
1153,Ruedi Noser,"Noser, Ruedi",Ruedi,Noser,ZH,NR,RL,RL,,49,,1961-04-14,male,1,,
3899,Eric Nussbaumer,"Nussbaumer, Eric",Eric,Nussbaumer,BL,NR,S,S,,49,,1960-07-11,male,1,,
4073,Roberta Pantani,"Pantani, Roberta",Roberta,Pantani,TI,NR,V,V,,49,,1965-09-19,female,1,,
4045,Corrado Pardini,"Pardini, Corrado",Corrado,Pardini,BE,NR,S,S,,49,,1965-06-19,male,1,,
1108,Guy Parmelin,"Parmelin, Guy",Guy,Parmelin,VD,NR,V,V,,49,,1959-11-09,male,1,2012-01-22,
345,Fulvio Pelli,"Pelli, Fulvio",Fulvio,Pelli,TI,NR,RL,RL,,49,,1951-01-26,male,1,,2014-03-06
1145,Yvan Perrin,"Perrin, Yvan",Yvan,Perrin,NE,NR,V,V,,49,,1966-12-09,male,1,,2013-08-31
3900,Sylvie Perrinjaquet,"Perrinjaquet, Sylvie",Sylvie,Perrinjaquet,NE,NR,RL,RL,,49,,1955-08-24,female,1,2013-09-09,
4084,Bruno Pezzatti,"Pezzatti, Bruno",Bruno,Pezzatti,ZG,NR,RL,RL,,49,,1951-03-04,male,1,,
1109,Gerhard Pfister,"Pfister, Gerhard",Gerhard,Pfister,ZG,NR,CE,CE,,49,,1962-10-01,male,1,,
4065,Nadja Pieren,"Pieren, Nadja",Nadja,Pieren,BE,NR,V,V,,49,,1980-02-14,female,1,,
4109,Valérie Piller Carrard,"Piller Carrard, Valérie",Valérie,Piller Carrard,FR,NR,S,S,,49,,1978-09-09,female,1,,
4092,Mauro Poggia,"Poggia, Mauro",Mauro,Poggia,GE,NR,-,-,,49,,1959-04-25,male,1,,2013-11-29
4141,Hans-Peter Portmann,"Portmann, Hans-Peter",Hans-Peter,Portmann,ZH,NR,RL,RL,,49,,1963-02-22,male,1,2014-05-07,
4066,Rosmarie Quadranti,"Quadranti, Rosmarie",Rosmarie,Quadranti,ZH,NR,BD,BD,,49,,1957-07-18,female,1,2015-05-04,
4046,Lorenzo Quadri,"Quadri, Lorenzo",Lorenzo,Quadri,TI,NR,V,V,,49,,1974-11-05,male,1,,
172,Paul Rechsteiner,"Rechsteiner, Paul",Paul,Rechsteiner,SG,NR,S,S,,49,,1952-08-26,male,1,,2011-12-11
4072,Fabio Regazzi,"Regazzi, Fabio",Fabio,Regazzi,TI,NR,CE,CE,,49,,1962-06-22,male,1,,
3901,Lukas Reimann,"Reimann, Lukas",Lukas,Reimann,SG,NR,V,V,,49,,1982-09-18,male,1,,
173,Maximilian Reimann,"Reimann, Maximilian",Maximilian,Reimann,AG,NR,V,V,,49,,1942-05-07,male,1,,
4091,Mathias Reynard,"Reynard, Mathias",Mathias,Reynard,VS,NR,S,S,,49,,1987-09-07,male,1,,
4111,Alain Ribaux,"Ribaux, Alain",Alain,Ribaux,NE,NR,RL,RL,,49,,1962-02-24,male,1,,2013-08-31
3902,Natalie Simone Rickli,"Rickli, Natalie Simone",Natalie Simone,Rickli,ZH,NR,V,V,,49,,1976-11-19,female,1,2012-01-22,
502,Kathy Riklin,"Riklin, Kathy",Kathy,Riklin,ZH,NR,CE,CE,,49,,1952-10-21,female,1,,
1119,Jean-François Rime,"Rime, Jean-François",Jean-François,Rime,FR,NR,V,V,,49,,1950-06-28,male,1,,
4052,Markus Ritter,"Ritter, Markus",Markus,Ritter,SG,NR,CE,CE,,49,,1967-04-19,male,1,,
4120,Marco Romano,"Romano, Marco",Marco,Romano,TI,NR,CE,CE,,49,,1982-11-06,male,1,,
504,Stéphane Rossini,"Rossini, Stéphane",Stéphane,Rossini,VS,NR,S,S,,49,,1963-08-09,male,1,,
4100,Albert Rösti,"Rösti, Albert",Albert,Rösti,BE,NR,V,V,,49,,1967-08-07,male,1,,
4143,Rebecca Ana Ruiz,"Ruiz, Rebecca Ana",Rebecca Ana,Ruiz,VD,NR,S,S,,49,,1982-02-04,female,1,2014-06-02,
4048,Pierre Rusconi,"Rusconi, Pierre",Pierre,Rusconi,TI,NR,V,V,,49,,1949-12-03,male,1,,
4125,Gregor A. Rutz,"Rutz, Gregor A.",Gregor A.,Rutz,ZH,NR,V,V,,49,,1972-10-12,male,1,2012-11-26,
4095,Regula Rytz,"Rytz, Regula",Regula,Rytz,BE,NR,G,G,,49,,1962-03-02,female,1,,
1318,Louis Schelbert,"Schelbert, Louis",Louis,Schelbert,LU,NR,G,G,,49,,1952-10-31,male,1,,
1129,Silvia Schenker,"Schenker, Silvia",Silvia,Schenker,BS,NR,S,S,,49,,1954-01-17,female,1,,
820,Ernst Schibli,"Schibli, Ernst",Ernst,Schibli,ZH,NR,V,V,,49,,1952-08-16,male,1,2014-05-05,
4124,Peter Schilliger,"Schilliger, Peter",Peter,Schilliger,LU,NR,RL,RL,,49,,1959-06-01,male,1,2012-09-10,
4122,Urs Schläfli,"Schläfli, Urs",Urs,Schläfli,SO,NR,CE,CE,,49,,1963-07-20,male,1,2011-12-12,
3904,Barbara Schmid-Federer,"Schmid-Federer, Barbara",Barbara,Schmid-Federer,ZH,NR,CE,CE,,49,,1965-11-10,female,1,,
4060,Daniela Schneeberger,"Schneeberger, Daniela",Daniela,Schneeberger,BL,NR,RL,RL,,49,,1967-09-19,female,1,,
4123,Ursula Schneider Schüttel,"Schneider Schüttel, Ursula",Ursula,Schneider Schüttel,FR,NR,S,S,,49,,1961-11-26,female,1,2012-05-29,
4040,Elisabeth Schneider-Schneiter,"Schneider-Schneiter, Elisabeth",Elisabeth,Schneider-Schneiter,BL,NR,CE,CE,,49,,1964-02-19,female,1,,
4115,Jean Christophe Schwaab,"Schwaab, Jean Christophe",Jean Christophe,Schwaab,VD,NR,S,S,,49,,1979-08-23,male,1,,
1159,Pirmin Schwander,"Schwander, Pirmin",Pirmin,Schwander,SZ,NR,V,V,,49,,1961-12-28,male,1,,
354,Silva Semadeni,"Semadeni, Silva",Silva,Semadeni,GR,NR,S,S,,49,,1952-02-08,female,1,,
4146,Heinz Siegenthaler,"Siegenthaler, Heinz",Heinz,Siegenthaler,BE,NR,BD,BD,,49,,1955-10-11,male,1,2014-11-24,
1120,Carlo Sommaruga,"Sommaruga, Carlo",Carlo,Sommaruga,GE,NR,S,S,,49,,1959-07-08,male,1,,
513,Peter Spuhler,"Spuhler, Peter",Peter,Spuhler,TG,NR,V,V,,49,,1959-01-09,male,1,2012-01-22,2012-12-31
514,Jürg Stahl,"Stahl, Jürg",Jürg,Stahl,ZH,NR,V,V,,49,,1968-01-16,male,1,,
214,Luzi Stamm,"Stamm, Luzi",Luzi,Stamm,AG,NR,V,V,,49,,1952-09-09,male,1,,
3865,Jean-François Steiert,"Steiert, Jean-François",Jean-François,Steiert,FR,NR,S,S,,49,,1961-02-07,male,1,,
4126,Daniel Stolz,"Stolz, Daniel",Daniel,Stolz,BS,NR,RL,RL,,49,,1968-09-16,male,1,2012-11-26,
4036,Marianne Streiff-Feller,"Streiff-Feller, Marianne",Marianne,Streiff-Feller,BE,NR,CE,CE,,49,,1957-08-17,female,1,,
359,Franziska Teuscher,"Teuscher, Franziska",Franziska,Teuscher,BE,NR,G,G,,49,,1958-03-07,female,1,,2013-03-03
3907,Adèle Thorens Goumaz,"Thorens Goumaz, Adèle",Adèle,Thorens Goumaz,VD,NR,G,G,,49,,1971-12-15,female,1,,
4113,Manuel Tornare,"Tornare, Manuel",Manuel,Tornare,GE,NR,S,S,,49,,1951-04-20,male,1,,
4128,Aline Trede,"Trede, Aline",Aline,Trede,BE,NR,G,G,,49,,1983-08-26,female,1,2013-03-04,
224,Alexander Tschäppät,"Tschäppät, Alexander",Alexander,Tschäppät,BE,NR,S,S,,49,,1952-04-16,male,1,,
3829,Andy Tschümperlin,"Tschümperlin, Andy",Andy,Tschümperlin,SZ,NR,S,S,,49,,1962-03-11,male,1,2012-02-20,
3924,Christian van Singer,"van Singer, Christian",Christian,van Singer,VD,NR,G,G,,49,,1950-01-20,male,1,,
1123,Pierre-François Veillon,"Veillon, Pierre-François",Pierre-François,Veillon,VD,NR,V,V,,49,,1950-04-30,male,1,,
1110,Daniel Vischer,"Vischer, Daniel",Daniel,Vischer,ZH,NR,G,G,,49,,1950-01-16,male,1,,
4054,Albert Vitali,"Vitali, Albert",Albert,Vitali,LU,NR,RL,RL,,49,,1955-06-26,male,1,,
4085,Karl Vogler,"Vogler, Karl",Karl,Vogler,OW,NR,CE,CE,,49,,1956-03-24,male,1,,
3908,Alec von Graffenried,"von Graffenried, Alec",Alec,von Graffenried,BE,NR,G,G,,49,,1962-08-16,male,1,,2015-06-05
3910,Erich von Siebenthal,"von Siebenthal, Erich",Erich,von Siebenthal,BE,NR,V,V,,49,,1958-12-30,male,1,,
3911,Eric Voruz,"Voruz, Eric",Eric,Voruz,VD,NR,S,S,,49,,1945-07-05,male,1,,
519,Hansjörg Walter,"Walter, Hansjörg",Hansjörg,Walter,TG,NR,V,V,,49,,1951-02-05,male,1,,
4142,Beat Walti,"Walti, Beat",Beat,Walti,ZH,NR,RL,RL,,49,,1968-11-22,male,1,2014-06-02,
520,Hansruedi Wandfluh,"Wandfluh, Hansruedi",Hansruedi,Wandfluh,BE,NR,V,V,,49,,1952-01-16,male,1,,2014-12-31
3912,Christian Wasserfallen,"Wasserfallen, Christian",Christian,Wasserfallen,BE,NR,RL,RL,,49,,1981-06-30,male,1,,
3931,Thomas Weibel,"Weibel, Thomas",Thomas,Weibel,ZH,NR,GL,GL,,49,,1954-07-14,male,1,,
4057,Cédric Wermuth,"Wermuth, Cédric",Cédric,Wermuth,AG,NR,S,S,,49,,1986-02-19,male,1,,
4148,Rudolf Winkler,"Winkler, Rudolf",Rudolf,Winkler,ZH,NR,BD,BD,,49,,1955-11-26,male,1,2015-03-02,
1142,Walter Wobmann,"Wobmann, Walter",Walter,Wobmann,SO,NR,V,V,,49,,1957-11-21,male,1,,
522,Ursula Wyss,"Wyss, Ursula",Ursula,Wyss,BE,NR,S,S,,49,,1973-02-08,female,1,2012-02-20,2013-03-03
4105,Lothar Ziörjen,"Ziörjen, Lothar",Lothar,Ziörjen,ZH,NR,BD,BD,,49,,1955-02-24,male,1,,2015-01-17
526,Bruno Zuppiger,"Zuppiger, Bruno",Bruno,Zuppiger,ZH,NR,V,V,,49,,1952-02-24,male,1,2012-01-22,2012-09-10
801,Fabio Abate,"Abate, Fabio",Fabio,Abate,TI,NR,RL,RL,,48,,1966-01-04,male,1,2008-11-22,
3867,Andreas Aebi,"Aebi, Andreas",Andreas,Aebi,BE,NR,V,V,,48,,1958-11-26,male,1,,
449,Ruedi Aeschbacher,"Aeschbacher, Ruedi",Ruedi,Aeschbacher,ZH,NR,CEg,CEg,,48,,1941-09-15,male,1,,2010-05-30
1131,Evi Allemann,"Allemann, Evi",Evi,Allemann,BE,NR,S,S,,48,,1978-07-16,female,1,,
3868,Kathrin Amacker-Amann,"Amacker-Amann, Kathrin",Kathrin,Amacker-Amann,BL,NR,CEg,CEg,,48,,1962-03-30,female,1,,2010-11-28
1288,Viola Amherd,"Amherd, Viola",Viola,Amherd,VS,NR,CEg,CEg,,48,,1962-06-07,female,1,,
1135,Adrian Amstutz,"Amstutz, Adrian",Adrian,Amstutz,BE,NR,V,V,,48,,1953-12-02,male,1,,2011-05-29
3833,Josiane Aubert,"Aubert, Josiane",Josiane,Aubert,VD,NR,S,S,,48,,1949-04-07,female,1,,
404,Caspar Baader,"Baader, Caspar",Caspar,Baader,BL,NR,V,V,,48,,1953-10-01,male,1,,
450,Elvira Bader,"Bader, Elvira",Elvira,Bader,SO,NR,CEg,CEg,,48,,1955-03-04,female,1,,
3870,Dominique Baettig,"Baettig, Dominique",Dominique,Baettig,JU,NR,V,V,,48,,1953-09-22,male,1,,
3869,Marlies Bänziger,"Bänziger, Marlies",Marlies,Bänziger,ZH,NR,G,G,,48,,1960-03-14,female,1,,
1289,Luc Barthassat,"Barthassat, Luc",Luc,Barthassat,GE,NR,CEg,CEg,,48,,1960-09-03,male,1,,
304,J. Alexander Baumann,"Baumann, J. Alexander",J. Alexander,Baumann,TG,NR,V,V,,48,,1942-12-10,male,1,,
1138,Martin Bäumle,"Bäumle, Martin",Martin,Bäumle,ZH,NR,CEg,CEg,,48,,1964-06-03,male,1,,
305,Didier Berberat,"Berberat, Didier",Didier,Berberat,NE,NR,S,S,,48,,1956-12-01,male,1,,2009-09-20
350,Maria Bernasconi,"Bernasconi, Maria",Maria,Bernasconi,GE,NR,S,S,,48,,1955-09-14,female,1,,
452,Elmar Bigger,"Bigger, Elmar",Elmar,Bigger,SG,NR,V,V,,48,,1949-10-05,male,1,,
1105,Attilio Bignasca,"Bignasca, Attilio",Attilio,Bignasca,TI,NR,V,V,,48,,1943-11-01,male,1,,2009-12-31
15,Max Binder,"Binder, Max",Max,Binder,ZH,NR,V,V,,48,,1947-11-26,male,1,,
4030,Prisca Birrer-Heimo,"Birrer-Heimo, Prisca",Prisca,Birrer-Heimo,LU,NR,S,S,,48,,1959-02-04,female,1,2010-05-31,
3871,Pirmin Bischof,"Bischof, Pirmin",Pirmin,Bischof,SO,NR,CEg,CEg,,48,,1959-02-24,male,1,,
26,Roland F. Borer,"Borer, Roland F.",Roland F.,Borer,SO,NR,V,V,,48,,1951-01-27,male,1,,
28,Toni Bortoluzzi,"Bortoluzzi, Toni",Toni,Bortoluzzi,ZH,NR,V,V,,48,,1947-02-16,male,1,,
3872,Jacques Bourgeois,"Bourgeois, Jacques",Jacques,Bourgeois,FR,NR,RL,RL,,48,,1958-03-14,male,1,2008-11-22,
724,Daniel Brélaz,"Brélaz, Daniel",Daniel,Brélaz,VD,NR,G,G,,48,,1950-01-04,male,1,,
4014,Andreas Brönnimann,"Brönnimann, Andreas",Andreas,Brönnimann,BE,NR,V,V,,48,,1955-03-27,male,1,2009-09-07,
