id,name,area_id,area,wikiname,term,source,name__ko,wikipedia__ko,name__en,wikipedia__en,gender,identifier__freebase,birth_date,family_name,identifier__isni,identifier__viaf,death_date,identifier__nta,identifier__musicbrainz,image,identifier__gnd,identifier__lcauth,identifier__ndl,identifier__iiaf,name__es,name__nl,name__fr,name__de,wikipedia__fr,name__zh,name__pl,name__ja,wikipedia__de,wikipedia__ja,wikipedia__pl,wikipedia__zh,name__zh_hans,name__zh_hant,name__zh_hk,name__it,name__vi,name__sv,wikipedia__sv,wikipedia__vi,name__zh_cn,name__pt,name__zh_sg,name__zh_tw,name__ru,name__tr,name__yo,name__fi,name__gl,name__id,name__cs,name__el,name__fa,name__da,name__nb,name__he,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__id,wikipedia__it,wikipedia__nl,wikipedia__no,wikipedia__pt,wikipedia__ru,wikipedia__tr,wikipedia__yo,name__hu,wikipedia__hu,name__ar,name__mg,wikipedia__ar,wikipedia__mg,name__az,name__bcl,name__be,name__bg,name__br,name__ca,name__cy,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__hr,name__hy,name__ka,name__lt,name__lv,name__mk,name__ml,name__ms,name__my,name__nds,name__nds_nl,name__nn,name__pt_br,name__ro,name__scn,name__sk,name__sq,name__sr,name__ta,name__th,name__tk,name__uk,name__yue,name__zh_my,name__zh_mo,name__hak,name__szl,name__ast,name__mn,name__an,name__af,name__eu,name__tg,name__sco,name__tl,name__oc,name__gsw,name__sgs,name__nan,name__be_tarask,name__bn,name__os,name__war,name__hi,name__cdo,name__wuu,name__ckb,name__ne,name__sh,name__ur,name__la,wikipedia__af,wikipedia__als,wikipedia__an,wikipedia__ast,wikipedia__az,wikipedia__bat_smg,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__ca,wikipedia__cdo,wikipedia__ckb,wikipedia__cy,wikipedia__eo,wikipedia__et,wikipedia__eu,wikipedia__hak,wikipedia__hi,wikipedia__hr,wikipedia__huwikiquote,wikipedia__hy,wikipedia__ka,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mk,wikipedia__ml,wikipedia__mn,wikipedia__ms,wikipedia__my,wikipedia__nds_nl,wikipedia__nds,wikipedia__ne,wikipedia__nn,wikipedia__os,wikipedia__plwikiquote,wikipedia__ro,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__svwikiquote,wikipedia__szl,wikipedia__ta,wikipedia__tg,wikipedia__th,wikipedia__tk,wikipedia__tl,wikipedia__uk,wikipedia__ur,wikipedia__war,wikipedia__wuu,wikipedia__zh_min_nan,wikipedia__zh_yue,name__ku_arab,name__ku_latn,name__ku,wikipedia__commons,wikipedia__ku
14-135,Kim Sok-hong,135,Ryongaksan,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-136,An Ji-yong,136,Songchonkang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-137,Pak Su-il,137,Phyongchonkang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-138,Chin Yong-chol,138,Sujongkang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-139,Kim Song-il,139,Chailkang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-140,Pak Jong-chon,140,Samchonkang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-141,Song Sok-won,141,Somjinkang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-142,Kim Chun-sam,142,Yongchonkang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-143,Choe Ryong-hae,143,Okchonkang,Choe Ryong-hae,13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",최룡해,최룡해,Choe Ryong-hae,Choe Ryong-hae,male,/m/0j9px63,1950-01-15,,,,,,,,,,,,Choe Ryong-hae,Choe Ryong-hae,Choe Ryong-hae,Choe Ryong-hae,,崔龙海,Ch'oe Ryong Hae,崔竜海,Choe Ryong-hae,崔竜海,Ch'oe Ryong Hae,崔龙海,崔龙海,崔龍海,崔龍海,Choe Ryong-hae,Choe Ryong-hae,Choe Ryong-hae,Choe Ryong-hae,Choe Ryong-hae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-144,Pak Sung-won,144,Ryesankang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-145,Kim Su-kil,145,Oekumkang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-146,Chon Jae-kwon,146,Kalmakang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-147,Kim Chol,147,Haekumkang,Kim Chol,13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,Kim Chol,Kim Chol,male,,,,,,2012-10-01,,,,,,,,,,,Kim Chol,,金哲,,,,,,金哲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-148,Kim Kwang-hyon,148,Piphakang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-149,Ri Yong-kil,149,Kumchonkang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-150,Chang Jong-nam,150,Taedongkang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-151,Ri Chol,151,Chachonkang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-152,Pang Chang-dok,152,Aprokkang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-153,Pak Tong-hak,153,Tumankang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-154,An Ki-chol,154,Kunmasan,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-155,Ri Kwan-su,155,Naekumkang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-156,Yun Jong-rin,156,Kumsu,Yun Jong-rin,13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",윤정린,윤정린,Yun Chong-nin,Yun Jong-rin,male,,,,,,,,,,,,,,,,,Yun Jong-rin,,尹正麟,Yun Jŏng Rin,尹正麟,,尹正麟,Yun Jŏng Rin,尹正麟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-157,Kim Song-dok,157,Haebal,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-158,Ri Kuk-jun,158,Moranbong,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-159,Kim Won-hong,159,Haebang,Kim Won-hong,13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",김원홍,김원홍,Kim Won-hong,Kim Won-hong,male,/m/0vzrn2d,1945-04-17,,,,,,,,,,,,Kim Won-hong,Kim Won-hong,Kim Won-hong,Kim Won-hong,,金元弘,Kim Wŏn Hong,金元弘,Kim Won-hong,金元弘,Kim Wŏn Hong,金元弘,金元弘,金元弘,金元弘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-160,Choe Pu-il,160,Pyoldong,Choe Pu-il,13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",최부일,최부일,Choe Pu-il,Choe Pu-il,male,,1944-01-01,,,,,,,,,,,,Choe Pu-il,Choi Bu-il,Choi Bu-il,Choe Pu-il,,崔富日,Ch'oe Pu Il,崔富日,Choe Pu-il,崔富日,Ch'oe Pu Il,崔富日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-161,Kang Phil-hun,161,Hyoksin,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-162,Kim Myong-ju,162,Hwaebul,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-163,Hwang Min-chol,163,Chonjin,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-164,Ri Yong-hwan,164,Chasongkang,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-165,Sin Sung-hun,165,Ponghwasan,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-166,Ro Kyong-jun,166,Kumkangsan,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-167,Kim Song-ui,167,Saedok,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-168,Choe Yong-il,168,Soksu,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-169,Choe Yong-kon,169,Ryonpho,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-170,Pak Pong-ju,170,Cheyak,Pak Pong-ju,13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",박봉주,박봉주 (1939년),Pak Pong-ju,Pak Pong-ju,male,/m/023570,1939-10-24,,,,,,,,,,,,Pak Pong-ju,Pak Pong-ju,Pak Pong-ju,Pak Pong-ju,Pak Pong-ju,朴奉珠,Pak Pong Ju,朴奉珠,Pak Pong-ju,朴奉珠,Pak Pong Ju,朴奉珠,朴凤柱,朴鳳柱,朴鳳柱,,Pak Pong-ju,Pak Pong-ju,Pak Pong-ju,Pak Pong-ju,,Pak Pong-ju,,,Пак Пон Джу,Pak Pong-ju,,,Pak Pong-ju,,,,,,,פאק פונג-ג'ו,,,,Pak Pong-ju,,,Pak Pong-ju,פאק פונג-ג'ו,,,Pak Pong-ju,,Pak Pong-ju,Пак Пон Джу,Pak Pong-ju,,,,,,,,,,,,,Pak Pong-ju,,,,,,Pak Pong-ju,,,,,,,,,,,,,,,,,,,,,,,朴奉珠,,,,,,,,,,,,,,,,,,,,,,Páuk Hông-ciŏ,,,,,,,,,,,,,,,,,,,Pak Pong-ju,Páuk Hông-ciŏ,,,,Pak Pong-ju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朴奉珠,پاک پۆنگ-ژو,Pak Pong-ju,Pak Pong-ju,,Pak Pong-ju
14-171,Choe Hwi,171,Subok,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-172,Song Chang-ho,172,Chikdong,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-173,Choe Ji-son,173,Ryongak,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-174,Kim Chol-ung,174,Tokchon,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-175,Ro Hung-se,175,Kongwon,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-176,Ri Yong-chol,176,Chenam,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-177,Hong In-bom,177,Chongsong,"",13,"https://en.wikipedia.org/wiki/North_Korean_parliamentary_election,_2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
