id,name__fr,name__ru,name__en,name__sv,name__es,name__nl,name__nb,name__da,name__nn,name__de,name__fi,name__fit,name,wikipedia__en,wikipedia__fr,wikipedia__ru,wikipedia__sv,image,gender,birth_date,identifier__freebase,given_name,website,original_wikiname,identifier__VIAF,name__uk,name__he,wikipedia__uk,name__zh,wikipedia__zh,identifier__BNF,identifier__ISNI,twitter,name__ta,name__en_ca,name__it,name__en_gb,name__af,name__ar,name__az,name__be,name__bg,name__br,name__ca,name__cs,name__cy,name__el,name__eo,name__et,name__eu,name__fa,name__ga,name__gd,name__hi,name__hr,name__hu,name__id,name__ie,name__io,name__is,name__iu,name__ja,name__ka,name__ko,name__kw,name__la,name__lb,name__lv,name__mn,name__mr,name__ms,name__my,name__oc,name__pdc,name__pl,name__pnb,name__pt,name__pt_br,name__qu,name__ro,name__sh,name__sk,name__sr,name__tl,name__tr,name__ur,name__uz,name__vi,name__yi,name__yo,name__zh_hans,name__pam,name__war,name__zh_hant,name__sq,name__sco,name__an,name__bs,name__gl,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__vec,name__wa,name__fo,name__kl,name__gsw,name__be_tarask,name__ne,name__pa,name__th,name__mg,name__hy,wikipedia__af,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__cy,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__ga,wikipedia__gd,wikipedia__gl,wikipedia__he,wikipedia__hewikiquote,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__iu,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__kw,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mg,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__my,wikipedia__ne,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pa,wikipedia__pdc,wikipedia__pl,wikipedia__pnb,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__ur,wikipedia__uz,wikipedia__vi,wikipedia__war,wikipedia__yi,wikipedia__yo,wikipedia__zhwikiquote,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__IMDB,identifier__NLA,family_name,identifier__Munzinger,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,identifier__NNDB,name__ceb,identifier__MusicBrainz,identifier__discogs,identifier__NTA,name__yue,wikipedia__zh_yue,death_date,name__vmf
Q3241331,Linda Duncan,,Linda Duncan,Linda Duncan,Linda Duncan,Linda Duncan,Linda Duncan,Linda Duncan,Linda Duncan,Linda Duncan,,,Linda Duncan,Linda Duncan,Linda Duncan,,,https://upload.wikimedia.org/wikipedia/commons/7/74/Edmonton-Strathcona_MP_Linda_Duncan.jpg,female,1949-06-25,,Linda,,Linda Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q771878,Mark Strahl,,Mark Strahl,Mark Strahl,,,Mark Strahl,Mark Strahl,Mark Strahl,Mark Strahl,,,Mark Strahl,Mark Strahl,Mark Strahl,,,,male,1978-03-26,,Mark,,Mark Strahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q513969,Mark Warawa,,Mark Warawa,Mark Warawa,Mark Warawa,,Mark Warawa,Mark Warawa,Mark Warawa,Mark Warawa,,,Mark Warawa,Mark Warawa,Mark Warawa,,,,male,1950-05-07,,Mark,,Mark Warawa,243233795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3311457,Michelle Rempel,"Ремпель, Мишель",Michelle Rempel,Michelle Rempel,Michelle Rempel,,Michelle Rempel,Michelle Rempel,Michelle Rempel,Michelle Rempel,,,Michelle Rempel,Michelle Rempel,Michelle Rempel,"Ремпель, Мишель",,https://upload.wikimedia.org/wikipedia/commons/c/ca/Michelle_Rempel.jpg,female,1980-01-01,,Michelle,,Michelle Rempel,,,,,,,,,MichelleRempel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3313399,Mike Lake,,Mike Lake,Mike Lake,Mike Lake,,Mike Lake,Mike Lake,Mike Lake,Mike Lake,,,Mike Lake,Mike Lake (politician),Mike Lake,,,https://upload.wikimedia.org/wikipedia/commons/1/12/Mike_Lake_2015.jpg,male,1969-06-04,,Mike,,Mike Lake (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3341928,Nina Grewal,,Nina Grewal,Nina Grewal,Nina Grewal,Nina Grewal,Nina Grewal,Nina Grewal,Nina Grewal,Nina Grewal,,,Nina Grewal,Nina Grewal,Nina Grewal,,,https://upload.wikimedia.org/wikipedia/commons/0/03/Nina_Grewal2.jpg,female,1958-10-20,,Nina,,Nina Grewal,,,,,,,,,,னின கரெநல்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3376616,Peter Goldring,,Peter Goldring,Peter Goldring,Peter Goldring,Peter Goldring,Peter Goldring,Peter Goldring,Peter Goldring,Peter Goldring,,,Peter Goldring,Peter Goldring,Peter Goldring,,,,male,1944-12-12,,Peter,,Peter Goldring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3376681,Peter Julian,,Peter Julian,Peter Julian,Peter Julian,Peter Julian,Peter Julian,Peter Julian,Peter Julian,Peter Julian,,,Peter Julian,Peter Julian,Peter Julian,,,https://upload.wikimedia.org/wikipedia/commons/b/b2/Peterjulian.PNG,male,1962-04-16,,Peter,,Peter Julian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3418804,Randall Garrison,,Randall Garrison,Randall Garrison,,Randall Garrison,Randall Garrison,Randall Garrison,Randall Garrison,Randall Garrison,,,Randall Garrison,Randall Garrison,Randall Garrison,,,https://upload.wikimedia.org/wikipedia/commons/d/db/Randall_Garrison.jpg,male,1951-08-27,,Randall,,Randall Garrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3434145,Rob Anders,"Андерс, Роб",Rob Anders,Rob Anders,Rob Anders,Rob Anders,Rob Anders,Rob Anders,Rob Anders,Rob Anders,,,Rob Anders,Rob Anders,Rob Anders,"Андерс, Роб",,https://upload.wikimedia.org/wikipedia/commons/4/45/Rob_Anders.jpg,male,1972-04-01,,Rob,,Rob Anders,106703754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3434213,Rob Merrifield,"Меррифилд, Роб",Rob Merrifield,Rob Merrifield,Rob Merrifield,Rob Merrifield,Rob Merrifield,Rob Merrifield,Rob Merrifield,Rob Merrifield,,,Rob Merrifield,Rob Merrifield,Rob Merrifield,"Меррифилд, Роб",,,male,1953-12-19,/m/06ckxc,Rob,,Rob Merrifield,1995119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3441372,Ron Cannan,,Ron Cannan,Ron Cannan,Ron Cannan,Ron Cannan,Ron Cannan,Ron Cannan,Ron Cannan,Ron Cannan,,,Ron Cannan,Ron Cannan,Ron Cannan,,,,male,1961-05-08,,Ron,,Ron Cannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3441480,Rona Ambrose,,Rona Ambrose,,Rona Ambrose,Rona Ambrose,,,,Rona Ambrose,,,Rona Ambrose,Rona Ambrose,Rona Ambrose,,,https://upload.wikimedia.org/wikipedia/commons/f/f1/RonaAmbrose_EdmontonLRTOpening_25April2009.jpg,female,1969-03-15,,,,Rona Ambrose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q206,Stephen Harper,Стивен Харпер,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,,Stephen Harper,Stephen Harper,Stephen Harper,"Харпер, Стивен",Stephen Harper,https://upload.wikimedia.org/wikipedia/commons/1/12/Stephen_Harper_by_Remy_Steinegger.jpg,male,1959-04-30,/m/01k165,Stephen,,Stephen Harper,54470012,Стівен Гарпер,סטיבן הרפר,Стівен Гарпер,史蒂芬·哈珀,史蒂芬·哈珀,15601991r,0000 0000 7849 6895,,இசுட்டீவன் கார்ப்பர்,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,ستيفن هاربر,Stiven Harper,Стывен Джозеф Харпер,Стивън Харпър,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Στήβεν Χάρπερ,Stephen Harper,Stephen Harper,Stephen Harper,استیفن هارپر,Stephen Harper,Stephen Harper,स्टीफन हार्पर,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,ᔅᑏᕕᓐ ᐦᐊᕐᐱᕐ,スティーヴン・ハーパー,სტივენ ჰარპერი,스티븐 하퍼,Stephen Harper,Stephanus Harper,Stephen Harper,Stīvens Hārpers,Стивен Харпер,स्टीफन हार्पर,Stephen Harper,စတီဖင် ဟာပါး,Stephen Harper,Stephen Harper,Stephen Harper,سٹیفن ہارپر,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Стивен Харпер,Stephen Harper,Stephen Harper,اسٹیفن ہارپر,Stephen Harper,Stephen Harper,סטיוון הארפער,Stephen Harper,史蒂芬·哈珀,Stephen Harper,Stephen Harper,史蒂芬·哈珀,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Стывэн Харпэр,स्टेफेन हार्पर,ਸਟੀਵਨ ਹਾਰਪਰ,สตีเฟน ฮาร์เปอร์,Stephen Harper,Ստիվեն Հարբեր,Stephen Harper,ستيفن هاربر,Stiven Harper,Стывэн Гарпэр,Стывен Джозеф Харпер,Стивън Харпър,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Στήβεν Χάρπερ,Stephen Harper,Author:Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,استیون هارپر,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,סטיבן הרפר,סטיבן הרפר,स्टीफन हार्पर,Stephen Harper,Stephen Harper,Ստիվեն Հարբեր,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,ᔅᑏᕕᓐ ᐦᐊᕐᐱᕐ,スティーヴン・ハーパー,სტივენ ჰარპერი,스티븐 하퍼,Stephen Harper,Stephanus Harper,Stephen Harper,Stīvens Hārpers,Stephen Harper,Стивен Харпер,स्टीफन हार्पर,Stephen Harper,စတီဖင် ဟာပါး,स्टेफेन हार्पर,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,ਸਟੀਵਨ ਹਾਰਪਰ,Stephen Harper,Stephen Harper,سٹیفن ہارپر,Stephen Harper,Stephen Harper,Stephen Harper,Категория:Стивен Харпер,Стивен Харпер,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Stephen Harper,Стивен Харпер,இசுட்டீவன் கார்ப்பர்,สตีเฟน ฮาร์เปอร์,Stephen Harper,Stephen Harper,اسٹیفن ہارپر,Stephen Harper,Stephen Harper,Stephen Harper,סטיוון הארפער,Stephen Harper,史蒂芬·哈珀,131683950,no2005090951,129899798,nm1537235,49116612,Harper,00000025557,,,,,,,,,,,,,
Q3517039,Ted Menzies,,Ted Menzies,Ted Menzies,Ted Menzies,,Ted Menzies,Ted Menzies,Ted Menzies,Ted Menzies,,,Ted Menzies,Ted Menzies,Ted Menzies,,,,male,1952-02-18,,Ted,,Ted Menzies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3528703,Tim Uppal,,Tim Uppal,Tim Uppal,,,Tim Uppal,Tim Uppal,Tim Uppal,Tim Uppal,,,Tim Uppal,Tim Uppal,Tim Uppal,,,https://upload.wikimedia.org/wikipedia/commons/f/fb/Tim_Uppal.jpg,male,1974-11-14,,Tim,,Tim Uppal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3430844,Richard Harris,,Dick Harris,Dick Harris,Dick Harris,Dick Harris,Dick Harris,Dick Harris,Dick Harris,Dick Harris,,,Dick Harris,Dick Harris,Richard Harris (homme politique),,,,male,1944-09-06,,Dick,,Richard Harris (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4726162,Alice Wong,,Alice Wong,Alice Wong,,,Alice Wong,Alice Wong,Alice Wong,Alice Wong,,,Alice Wong,Alice Wong,,,,,female,1948-06-30,,Alice,,Alice Wong,,,,,黃陳小萍,黃陳小萍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chen,,,,,,,,,,,,,,
Q4758509,Andrew Saxton,,Andrew Saxton,Andrew Saxton,,,Andrew Saxton,Andrew Saxton,Andrew Saxton,Andrew Saxton,,,Andrew Saxton,Andrew Saxton,,,,https://upload.wikimedia.org/wikipedia/commons/a/a7/Andrew_Saxton-_North_Van._Conservative_MP.jpg,male,1964-03-11,,Andrew,,Andrew Saxton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2898698,Bernard Valcourt,,Bernard Valcourt,Bernard Valcourt,Bernard Valcourt,Bernard Valcourt,Bernard Valcourt,Bernard Valcourt,Bernard Valcourt,Bernard Valcourt,,,Bernard Valcourt,Bernard Valcourt,Bernard Valcourt,,,,male,1952-02-18,,Bernard,,Bernard Valcourt,105471703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4934493,Bob Zimmer,,Bob Zimmer,Bob Zimmer,Bob Zimmer,,Bob Zimmer,Bob Zimmer,Bob Zimmer,Bob Zimmer,,,Bob Zimmer,Bob Zimmer,,,,,male,1968-10-20,,Bob,,Bob Zimmer,,,,,,,,,,,,Bob Zimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2936261,Candice Hoeppner,Кэндис Берген,Candice Bergen,Candice Bergen,,Candice Bergen,Candice Bergen,Candice Bergen,Candice Bergen,Candice Bergen,,,Candice Bergen,Candice Bergen (politician),Candice Bergen (femme politique),,,https://upload.wikimedia.org/wikipedia/commons/7/73/Candice_Bergen_2014.jpg,female,1964-09-28,,Candice,,Candice Bergen (politician),164160526,,,,,,,,,,,Candice Bergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2982636,Colin Mayes,,Colin Mayes,Colin Mayes,Colin Mayes,Colin Mayes,Colin Mayes,Colin Mayes,Colin Mayes,Colin Mayes,,,Colin Mayes,Colin Mayes,Colin Mayes,,Colin Mayes,,male,1948-04-11,,Colin,,Colin Mayes,69254678,,,,,,15614567q,0000 0000 7370 9281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3013003,Dan Albas,,Dan Albas,Dan Albas,,Dan Albas,Dan Albas,Dan Albas,Dan Albas,Dan Albas,,,Dan Albas,Dan Albas,Dan Albas,,,,male,1976-12-01,,Dan,,Dan Albas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3023097,Denise Savoie,,Denise Savoie,Denise Savoie,Denise Savoie,Denise Savoie,Denise Savoie,Denise Savoie,Denise Savoie,Denise Savoie,,,Denise Savoie,Denise Savoie,Denise Savoie,,,https://upload.wikimedia.org/wikipedia/commons/7/79/Denise_Savoie.jpg,female,1943-11-21,,Denise,,Denise Savoie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denise Savoie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3034854,Dominic LeBlanc,,Dominic LeBlanc,Dominic LeBlanc,Dominic LeBlanc,Dominic LeBlanc,Dominic LeBlanc,Dominic LeBlanc,Dominic LeBlanc,Dominic LeBlanc,,,Dominic LeBlanc,Dominic LeBlanc,Dominic LeBlanc,,,https://upload.wikimedia.org/wikipedia/commons/8/8a/Dominic_LeBlanc.jpg,male,1967-12-14,,Dominic,,Dominic LeBlanc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3035763,Don Davies,,Don Davies,Don Davies,Don Davies,Don Davies,Don Davies,Don Davies,Don Davies,Don Davies,,,Don Davies,Don Davies,Don Davies,,,https://upload.wikimedia.org/wikipedia/commons/1/1c/Don_Davies_NDP.JPG,male,1963-01-16,,Don,,Don Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davies,,,,,,,,,,,,,,
Q445620,Elizabeth May,"Мэй, Элизабет",Elizabeth May,Elizabeth May,Elizabeth May,Elizabeth May,Elizabeth May,Elizabeth May,Elizabeth May,Elizabeth May,Elizabeth May,,Elizabeth May,Elizabeth May,Elizabeth May,"Мэй, Элизабет",,https://upload.wikimedia.org/wikipedia/commons/e/ec/Elizabeth_May_2.jpg,female,1954-06-09,/m/098pc8,Elizabeth,,Elizabeth May,67867430,,,,伊麗莎白·梅伊,伊麗莎白·梅伊,,0000 0001 1573 4339,ElizabethMay,எலிசபெத் மே,,,,Elizabeth May,,,,,,,,,,,,,الیزابت می,,,,,,,,,,,,,엘리자베스 메이,,,,,,,,,,,,,,,,,,,,,,,,,,,伊丽莎白·梅伊,,,伊麗莎白·梅伊,,,,,Elizabeth May,,,,,,,,,,,,,,,,,,Elizabeth May,,,,,,,,Elizabeth May,,,,Elizabeth May (politiker),Elizabeth May,,Elizabeth May,,,Elizabeth May,,,الیزابت می,Elizabeth May,,,Elizabeth May,,,,,,,,,,,,,,,엘리자베스 메이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,எலிசபெத் மே,,,,,,,,,,,,n84105808,,nm3156456,,,,伊麗莎白·梅伊,伊丽莎白·梅伊,伊丽莎白·梅伊,伊麗莎白·梅伊,,,,,,,,,
Q3129348,Hedy Fry,,Hedy Fry,Hedy Fry,Hedy Fry,Hedy Fry,Hedy Fry,Hedy Fry,Hedy Fry,Hedy Fry,,,Hedy Fry,Hedy Fry,Hedy Fry,,,https://upload.wikimedia.org/wikipedia/commons/8/8f/Hedy_Fry.jpg,female,1941-08-06,,Hedy,,Hedy Fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3160939,James Bezan,"Безан, Джеймс",James Bezan,James Bezan,James Bezan,James Bezan,James Bezan,James Bezan,James Bezan,James Bezan,,,James Bezan,James Bezan,James Bezan,"Безан, Джеймс",,https://upload.wikimedia.org/wikipedia/commons/6/67/James_Bezan_2014.jpg,male,1965-05-19,,James,,James Bezan,9377335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Bezan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nb2008005431,,,,,,,,,,,,,,,,,,
