id,name,party,district,website,email,twitter,party_id,image,identifier__represent,term
71458,Jonathan Genest-Jourdain,NDP,Manicouagan,,Jonathan.Genest-Jourdain@parl.gc.ca,https://twitter.com/GenestJourdain,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/GenestJourdainJonathan_NDP.jpg,71458,41
1099,Jeff Watson,Conservative,Essex,http://www.jeffwatsonmp.ca,jeff.watson@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/WatsonJeff_CPC.jpg,1099,41
71522,Pierre Dionne Labelle,NDP,Rivière-du-Nord,,Pierre.DionneLabelle@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DionneLabellePierre_NDP.jpg,71522,41
25461,David Tilson,Conservative,Dufferin—Caledon,http://www.davidtilson.ca,david.tilson@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/TilsonDavidAllan_CPC.jpg,25461,41
23897,Russ Hiebert,Conservative,South Surrey—White Rock—Cloverdale,http://www.russhiebert.ca,russ.hiebert@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/HiebertRuss_CPC.jpg,23897,41
71780,Rathika Sitsabaiesan,NDP,Scarborough—Rouge River,http://rathikasitsabaiesan.ndp.ca,Rathika.Sitsabaiesan@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/SitsabaiesanRathika_NDP.jpg,71780,41
71772,Bryan Hayes,Conservative,Sault Ste. Marie,http://www.bryanhayes.ca,Bryan.Hayes@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/HayesBryan_CPC.jpg,71772,41
35699,Peter Kent,Conservative,Thornhill,http://www.peterkent.ca,peter.kent@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/KentPeter_CPC.jpg,35699,41
3242,Peggy Nash,NDP,Parkdale—High Park,http://peggynash.ndp.ca,Peggy.Nash@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/NashPeggy_NDP.jpg,3242,41
59217,LaVar Payne,Conservative,Medicine Hat,http://www.lavarpayne.ca,lavar.payne@parl.gc.ca,https://twitter.com/LaVarMP,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/PayneLaVar_CPC.jpg,59217,41
59148,Randy Hoback,Conservative,Prince Albert,http://www.mprandyhoback.ca,randy.hoback@parl.gc.ca,https://twitter.com/MPRandyHoback,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/HobackRandy_CPC.jpg,59148,41
71717,Jay Aspin,Conservative,Nipissing—Timiskaming,http://www.jayaspin.ca,Jay.Aspin@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AspinJay_CPC.jpg,71717,41
7251,Larry Maguire,Conservative,Brandon—Souris,http://www.larrymaguire.ca,Larry.Maguire@parl.gc.ca,https://twitter.com/LarryMaguireMP,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MaguireLarry_CPC.jpg,7251,41
71537,Tarik Brahmi,NDP,Saint-Jean,,Tarik.Brahmi@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BrahmiTarik_NDP.jpg,71537,41
71611,Andrew Cash,NDP,Davenport,http://andrewcash.ca,Andrew.Cash@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/CashAndrew_NDP.jpg,71611,41
71585,Matthew Kellway,NDP,Beaches—East York,http://matthewkellway.ndp.ca,Matthew.Kellway@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/KellwayMatthew_NDP.jpg,71585,41
25478,Françoise Boivin,NDP,Gatineau,,Francoise.Boivin@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BoivinFrancoise_NDP.jpg,25478,41
25501,Diane Finley,Conservative,Haldimand—Norfolk,http://www.dianefinley.ca,diane.finley@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/FinleyDiane_CPC.jpg,25501,41
35897,Blaine Calkins,Conservative,Wetaskiwin,http://www.blainecalkinsmp.ca,blaine.calkins@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/CalkinsBlaine_CPC.jpg,35897,41
1174,Pat Martin,NDP,Winnipeg Centre,http://www.patmartin.ca,pat.martin@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MartinPat_NDP.jpg,1174,41
31289,Carol Hughes,NDP,Algoma—Manitoulin—Kapuskasing,http://carolhughes.ndp.ca,carol.hughes@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/HughesCarol_NDP.jpg,31289,41
71839,Lawrence Toet,Conservative,Elmwood—Transcona,http://lawrencetoet.ca,Lawrence.Toet@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ToetLawrence_CPC.jpg,71839,41
86788,Pat Perkins,Conservative,Whitby—Oshawa,http://www.patperkins.ca,Pat.Perkins@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/PerkinsPatricia_CPC.jpg,86788,41
63592,Fin Donnelly,NDP,New Westminster—Coquitlam,,fin.donnelly@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DonnellyFin_NDP.jpg,63592,41
31664,Bev Shipley,Conservative,Lambton—Kent—Middlesex,http://www.bevshipley.ca,bev.shipley@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ShipleyBev_CPC.jpg,31664,41
71398,Paulina Ayala,NDP,Honoré-Mercier,,Paulina.Ayala@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AyalaPaulina_NDP.jpg,71398,41
58697,Lise St-Denis,Liberal,Saint-Maurice—Champlain,,Lise.St-Denis@parl.gc.ca,,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/St-DenisLise_NDP.jpg,58697,41
16399,Peter Julian,NDP,Burnaby—New Westminster,http://www.peterjulian.ca,peter.julian@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/JulianPeter_NDP.jpg,16399,41
35896,Brian Storseth,Conservative,Westlock—St. Paul,http://www.brianstorseth.ca,brian.storseth@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/StorsethBrian_CPC.jpg,35896,41
1832,Kevin Sorenson,Conservative,Crowfoot,http://www.kevinsorenson.ca,kevin.sorenson@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/SorensonKevin_CPC.jpg,1832,41
25533,Joy Smith,Conservative,Kildonan—St. Paul,http://www.joysmith.ca,joy.smith@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/SmithJoy_CPC.jpg,25533,41
25483,Gordon Brown,Conservative,Leeds—Grenville,http://www.gordbrownmp.ca,gord.brown@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BrownGordon_CPC.jpg,25483,41
25488,Michael Chong,Conservative,Wellington—Halton Hills,http://www.michaelchong.ca,michael.chong@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ChongMichaelD_CPC.jpg,25488,41
58550,Megan Leslie,NDP,Halifax,http://www.meganleslie.ca,megan.leslie@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LeslieMegan_NDP.jpg,58550,41
25447,Rona Ambrose,Conservative,Edmonton—Spruce Grove,http://www.ronaambrose.com,rona.ambrose@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AmbroseRona_CPC.jpg,25447,41
30903,Alex Atamanenko,NDP,British Columbia Southern Interior,http://alexatamanenko.ndp.ca,alex.atamanenko@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AtamanenkoAlex_NDP.jpg,30903,41
59331,Wai Young,Conservative,Vancouver South,http://waiyoung.ca,Wai.Young@parl.gc.ca,https://twitter.com/WaiYoung,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/YoungWai_CPC.jpg,59331,41
71557,Charmaine Borg,NDP,Terrebonne—Blainville,,Charmaine.Borg@parl.gc.ca,https://twitter.com/cborgNPD,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BorgCharmaine_NDP.jpg,71557,41
35697,Rick Dykstra,Conservative,St. Catharines,http://www.rickdykstra.ca,rick.dykstra@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DykstraRichard_CPC.jpg,35697,41
71377,Sylvain Chicoine,NDP,Châteauguay—Saint-Constant,,Sylvain.Chicoine@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ChicoineSylvain_NDP.jpg,71377,41
1785,Irwin Cotler,Liberal,Mount Royal,,irwin.cotler@parl.gc.ca,,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/CotlerIrwin_Lib.jpg,1785,41
25456,Scott Simms,Liberal,Bonavista—Gander—Grand Falls—Windsor,http://www.scottsimms.com,scott.simms@parl.gc.ca,https://twitter.com/Scott_Simms,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/SimmsScott_Lib.jpg,25456,41
48292,Jim Eglinski,Conservative,Yellowhead,http://jimeglinski.ca,Jim.Eglinski@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/EglinskiJim_CPC.jpg,48292,41
1806,Mark Eyking,Liberal,Sydney—Victoria,http://markeyking.liberal.ca,mark.eyking@parl.gc.ca,https://twitter.com/MarkEyking_MP,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/EykingMark_Lib.jpg,1806,41
59226,Earl Dreeshen,Conservative,Red Deer,http://www.earldreeshen.ca,earl.dreeshen@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DreeshenEarl_CPC.jpg,59226,41
25467,Mark Warawa,Conservative,Langley,http://www.markwarawa.com,mark.warawa@parl.gc.ca,https://twitter.com/MPmarkwarawa,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/WarawaMark_CPC.jpg,25467,41
58573,Keith Ashfield,Conservative,Fredericton,,keith.ashfield@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AshfieldKeith_CPC.jpg,58573,41
695,Daryl Kramp,Conservative,Prince Edward—Hastings,http://www.darylkramp.ca,daryl.kramp@parl.gc.ca,https://twitter.com/darylkramp,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/KrampDaryl_CPC.jpg,695,41
25462,Brad Trost,Conservative,Saskatoon—Humboldt,http://www.bradtrost.ca,brad.trost@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/TrostBradley_CPC.jpg,25462,41
74,Scott Brison,Liberal,Kings—Hants,http://www.scottbrison.ca,scott.brison@parl.gc.ca,https://twitter.com/scottbrison,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BrisonScott_Lib.jpg,74,41
58528,Ryan Cleary,NDP,St. John's South—Mount Pearl,http://ryancleary.ndp.ca,Ryan.Cleary@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ClearyRyan_NDP.jpg,58528,41
71503,Jean-François Larose,Forces et Démocratie,Repentigny,,Jean-Francois.Larose@parl.gc.ca,,forces_et_démocratie,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LaroseJeanFrançois_NDP.jpg,71503,41
35580,Pierre Lemieux,Conservative,Glengarry—Prescott—Russell,http://www.pierrelemieux.ca,pierre.lemieux@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LemieuxPierre_CPC.jpg,35580,41
1313,Rob Anders,Conservative,Calgary West,,rob.anders@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AndersRob_CPC.jpg,1313,41
35600,Ben Lobb,Conservative,Huron—Bruce,http://www.benlobb.com,ben.lobb@parl.gc.ca,https://twitter.com/voteBenLobb,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LobbBen_CPC.jpg,35600,41
318,Mathieu Ravignat,NDP,Pontiac,,Mathieu.Ravignat@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/RavignatMathieu_NDP.jpg,318,41
30812,Alice Wong,Conservative,Richmond,http://www.alicewong.ca,alice.wong@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/WongAlice_CPC.jpg,30812,41
764,Irene Mathyssen,NDP,London—Fanshawe,http://www.irenemathyssen.ca,irene.mathyssen@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MathyssenIrene_NDP.jpg,764,41
25522,Larry Miller,Conservative,Bruce—Grey—Owen Sound,http://www.larrymiller.ca,larry.miller@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MillerLarry_CPC.jpg,25522,41
35933,Ron Cannan,Conservative,Kelowna—Lake Country,http://www.cannan.ca,ron.cannan@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/CannanRonald_CPC.jpg,35933,41
35399,Denis Blanchette,NDP,Louis-Hébert,,Denis.Blanchette@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/BlanchetteDenis_NDP.jpg,35399,41
71553,Pierre-Luc Dusseault,NDP,Sherbrooke,,Pierre-Luc.Dusseault@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DusseaultPierreLuc_NDP.jpg,71553,41
71496,Élaine Michaud,NDP,Portneuf—Jacques-Cartier,,Elaine.Michaud@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MichaudÉlaine_NDP.jpg,71496,41
58519,Judy Foote,Liberal,Random—Burin—St. George's,http://www.judyfoote.ca,judy.foote@parl.gc.ca,,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/FooteJudy_Lib.jpg,58519,41
71424,Hélène LeBlanc,NDP,LaSalle—Émard,,Helene.LeBlanc@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LeBlancHélène_NDP.jpg,71424,41
1325,Peter Goldring,Conservative,Edmonton East,http://www.petergoldring.ca,peter.goldring@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/GoldringPeter_CPC.jpg,1325,41
30892,Mike Allen,Conservative,Tobique—Mactaquac,http://www.mikeallen.ca,mike.allen@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AllenMike_CPC.jpg,30892,41
35886,Chris Warkentin,Conservative,Peace River,http://www.chriswarkentin.com,chris.warkentin@parl.gc.ca,https://twitter.com/chriswarkentin,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/WarkentinChris_CPC.jpg,35886,41
71530,Djaouida Sellah,NDP,Saint-Bruno—Saint-Hubert,,Djaouida.Sellah@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/SellahDjaouida_NDP.jpg,71530,41
25489,David Christopherson,NDP,Hamilton Centre,http://www.davidchristopherson.ca,david.christopherson@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ChristophersonDavid_NDP.jpg,25489,41
13218,Yvonne Jones,Liberal,Labrador,http://yvonnejones.liberal.ca,Yvonne.Jones@parl.gc.ca,https://twitter.com/YvonneJJones,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/JonesYvonne_Lib.jpg,13218,41
58537,Gail Shea,Conservative,Egmont,http://gailshea.ca,gail.shea@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/SheaGailA_CPC.jpg,58537,41
71762,Costas Menegakis,Conservative,Richmond Hill,http://www.costasmenegakis.ca,Costas.Menegakis@parl.gc.ca,https://twitter.com/CostasMenegakis,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MenegakisCostas_CPC.jpg,71762,41
31715,David Sweet,Conservative,Ancaster—Dundas—Flamborough—Westdale,http://www.davidsweet.ca,david.sweet@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/SweetDavid_CPC.jpg,31715,41
1795,David Anderson,Conservative,Cypress Hills—Grasslands,http://www.davidanderson.ca,david.anderson@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AndersonDavid_CPC.jpg,1795,41
58637,Jean Rousseau,NDP,Compton—Stanstead,,Jean.Rousseau@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/RousseauJean_NDP.jpg,58637,41
1760,Geoff Regan,Liberal,Halifax West,http://www.geoffregan.ca,geoff.regan@parl.gc.ca,https://twitter.com/geoffregan,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ReganGeoff_Lib.jpg,1760,41
40463,Bernard Valcourt,Conservative,Madawaska—Restigouche,http://www.bernardvalcourtmp.ca,Bernard.Valcourt@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ValcourtBernard_CPC.jpg,40463,41
71569,Sana Hassainia,Independent,Verchères—Les Patriotes,,Sana.Hassainia@parl.gc.ca,,independent,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/HassainiaSana_NDP.jpg,71569,41
413,Louis Plamondon,Bloc Québécois,Bas-Richelieu—Nicolet—Bécancour,,louis.plamondon@parl.gc.ca,,bloc_québécois,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/PlamondonLouis_BQ.jpg,413,41
25465,Peter Van Loan,Conservative,York—Simcoe,http://www.petervanloan.com,peter.vanloan@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/VanLoanPeter_CPC.jpg,25465,41
31267,Laurie Hawn,Conservative,Edmonton Centre,http://www.lauriehawn.ca,laurie.hawn@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/HawnLaurie_CPC.jpg,31267,41
71477,Isabelle Morin,NDP,Notre-Dame-de-Grâce—Lachine,,Isabelle.Morin@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MorinIsabelle_NDP.jpg,71477,41
1817,John McCallum,Liberal,Markham—Unionville,http://www.johnmccallum.ca,john.mccallum@parl.gc.ca,https://twitter.com/JohnMcCallumLPC,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/McCallumJohn_Lib.jpg,1817,41
54434,Adam Vaughan,Liberal,Trinity—Spadina,http://www.adamvaughanmp.ca,Adam.Vaughan@parl.gc.ca,,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/VaughanAdam_Lib.jpg,54434,41
71436,José Nunez-Melo,Independent,Laval,,Jose.Nunez-Melo@parl.gc.ca,,independent,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/NunezMeloJosé_NDP.jpg,71436,41
58890,Frank Valeriote,Liberal,Guelph,http://www.frankvaleriotemp.ca,Frank.valeriote@parl.gc.ca,,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ValerioteFrancis_Lib.jpg,58890,41
1809,Cheryl Gallant,Conservative,Renfrew—Nipissing—Pembroke,http://www.cherylgallant.com,cheryl.gallant@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/GallantCheryl_CPC.jpg,1809,41
72052,Jasbir Sandhu,NDP,Surrey North,http://www.jasbirsandhu.ca,Jasbir.Sandhu@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/SandhuJasbir_NDP.jpg,72052,41
30338,Rick Norlock,Conservative,Northumberland—Quinte West,http://www.ricknorlock.ca,rick.norlock@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/NorlockRick_CPC.jpg,30338,41
1787,Judy Sgro,Liberal,York West,http://www.judysgro.ca,judy.sgro@parl.gc.ca,https://twitter.com/JudySgroMP,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/SgroJudy_Lib.jpg,1787,41
25504,Gary Goodyear,Conservative,Cambridge,http://www.garygoodyear.com,gary.goodyear@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/GoodyearGary_CPC.jpg,25504,41
71319,Robert Goguen,Conservative,Moncton—Riverview—Dieppe,http://www.robertgoguen.ca,Robert.Goguen@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/GoguenRobert_CPC.jpg,71319,41
35663,Terence Young,Conservative,Oakville,http://www.terenceyoung.com,terence.young@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/YoungTerenceH_CPC.jpg,35663,41
71338,Rosane Doré Lefebvre,NDP,Alfred-Pellan,,Rosane.DoreLefebvre@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DoréLefebvreRosane_NDP.jpg,71338,41
59265,Cathy McLeod,Conservative,Kamloops—Thompson—Cariboo,http://www.cathymcleod.ca,cathy.mcleod@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/McLeodCathy_CPC.jpg,59265,41
38633,Denis Lebel,Conservative,Roberval—Lac-Saint-Jean,,denis.lebel@parl.gc.ca,https://twitter.com/DenisLebelPCC,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LebelDenis_CPC.jpg,38633,41
25470,Charlie Angus,NDP,Timmins—James Bay,http://charlieangus.ndp.ca,charlie.angus@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/AngusCharlie_NDP.jpg,25470,41
58866,Joe Oliver,Conservative,Eglinton—Lawrence,http://www.joeoliver.ca,Joe.Oliver@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/OliverJoe_CPC.jpg,58866,41
84672,Ted Falk,Conservative,Provencher,http://www.tedfalk.ca,Ted.Falk@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/FalkTed_CPC.jpg,84672,41
25505,Nina Grewal,Conservative,Fleetwood—Port Kells,http://www.ninagrewal.ca,nina.grewal@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/GrewalNina_CPC.jpg,25505,41
10524,Marc Garneau,Liberal,Westmount—Ville-Marie,,marc.garneau@parl.gc.ca,https://twitter.com/MarcGarneau,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/GarneauMarc_Lib.jpg,10524,41
29881,Philip Toone,NDP,Gaspésie—Îles-de-la-Madeleine,,Philip.Toone@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ToonePhilip_NDP.jpg,29881,41
25502,Steven Fletcher,Conservative,Charleswood—St. James—Assiniboia,http://www.stevenfletcher.ca,steven.fletcher@parl.gc.ca,https://twitter.com/HonSFletcherMP,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/FletcherStevenJohn_CPC.jpg,25502,41
35422,Christian Paradis,Conservative,Mégantic—L'Érable,,christian.paradis@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ParadisChristian_CPC.jpg,35422,41
59182,Devinder Shory,Conservative,Calgary Northeast,http://devindershory.ca,devinder.shory@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ShoryDevinder_CPC.jpg,59182,41
1589,Hedy Fry,Liberal,Vancouver Centre,http://www.hedyfry.com,hedy.fry@parl.gc.ca,https://twitter.com/HedyFry,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/FryHedy__Lib.jpg,1589,41
1598,Libby Davies,NDP,Vancouver East,http://www.libbydavies.ca,libby.davies@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DaviesLibby_NDP.jpg,1598,41
1813,Dominic LeBlanc,Liberal,Beauséjour,http://www.dominicleblanc.ca,dominic.leblanc@parl.gc.ca,,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/LeBlancDominic_Lib.jpg,1813,41
35665,Paul Dewar,NDP,Ottawa Centre,http://www.pauldewar.ndp.ca,paul.dewar@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/DewarPaul_NDP.jpg,35665,41
25493,Nathan Cullen,NDP,Skeena—Bulkley Valley,http://www.nathancullen.com,nathan.cullen@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/CullenNathan_NDP.jpg,25493,41
425,Alain Giguère,NDP,Marc-Aurèle-Fortin,,Alain.Giguere@parl.gc.ca,,ndp,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/GiguèreAlain_NDP.jpg,425,41
25524,Pierre Poilievre,Conservative,Nepean—Carleton,http://pierremp.ca,pierre.poilievre@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/PoilievrePierre_CPC.jpg,25524,41
86249,Arnold Chan,Liberal,Scarborough—Agincourt,http://www.arnoldchan.liberal.ca,Arnold.Chan@parl.gc.ca,https://twitter.com/ArnoldChanLib,liberal,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/ChanArnold_Lib.jpg,86249,41
82,Peter MacKay,Conservative,Central Nova,http://www.petermackay.ca,peter.mackay@parl.gc.ca,,conservative,http://www.parl.gc.ca/Parliamentarians/Images/OfficialMPPhotos/41/MacKayPeterGordon_CPC.jpg,82,41
