name,group,given_name,area,sort_name,source,email,term,family_name,birth_date,id,start_date,image,phone,area_id,end_date,website
Kęstutis Masiulis,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Kęstutis,pagal sąrašą,"Masiulis, Kęstutis",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47811&p_k=1&p_kade_id=7&p_r=8801,Kestutis.Masiulis@lrs.lt,11,Masiulis,1957-03-23,47811,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/kestutis_masiulis.jpg,(8 5) 2396636,,,http://www.masiulis.eu
Edvardas Žakaris,Lietuvos socialdemokratų partijos frakcija,Edvardas,Aušros,"Žakaris, Edvardas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47836&p_k=1&p_kade_id=7&p_r=8801,Edvardas.Zakaris@lrs.lt,11,Žakaris,1952-05-25,47836,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/edvardas_zakaris.jpg,(8 5) 2396725,23,,
Kazys Starkevičius,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Kazys,Pramonės,"Starkevičius, Kazys",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47839&p_k=1&p_kade_id=7&p_r=8801,Kazys.Starkevicius@lrs.lt,11,Starkevičius,1956-07-23,47839,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/kazys_starkevicius.jpg,(8 5) 2396401,17,,
Vydas Gedvilas,Darbo partijos  frakcija,Vydas,pagal sąrašą,"Gedvilas, Vydas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47842&p_k=1&p_kade_id=7&p_r=8801,Vydas.Gedvilas@lrs.lt,11,Gedvilas,1959-05-17,47842,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vydas_gedvilas.jpg,(8 5) 2396341,,,
Kęstutis Daukšys,Darbo partijos  frakcija,Kęstutis,pagal sąrašą,"Daukšys, Kęstutis",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47844&p_k=1&p_kade_id=7&p_r=8801,Kestutis.Dauksys@lrs.lt,11,Daukšys,1960-01-31,47844,2015-03-10,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/kestutis_dauksys.jpg,(8 5) 2396958,,,http://www.dauksys.lt/
Kęstutis Daukšys,Darbo partijos  frakcija,Kęstutis,pagal sąrašą,"Daukšys, Kęstutis",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47844&p_k=1&p_kade_id=7&p_r=8801,Kestutis.Dauksys@lrs.lt,11,Daukšys,1960-01-31,47844,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/kestutis_dauksys.jpg,(8 5) 2396958,,2015-03-09,http://www.dauksys.lt/
Valentinas Bukauskas,Darbo partijos  frakcija,Valentinas,Telšių,"Bukauskas, Valentinas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47850&p_k=1&p_kade_id=7&p_r=8801,Valentinas.Bukauskas@lrs.lt,11,Bukauskas,1962-11-25,47850,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/valentinas_bukauskas.jpg,(8 5) 2396728,40,2013-05-08,
Remigijus Ačas,Mišri Seimo narių grupė,Remigijus,pagal sąrašą,"Ačas, Remigijus",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47852&p_k=1&p_kade_id=7&p_r=8801,Remigijus.Acas@lrs.lt,11,Ačas,1962-12-27,47852,2013-03-12,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/remigijus_acas.jpg,(8 5) 2396674,,,
Remigijus Ačas,"Frakcija ""Tvarka ir teisingumas""",Remigijus,pagal sąrašą,"Ačas, Remigijus",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47852&p_k=1&p_kade_id=7&p_r=8801,Remigijus.Acas@lrs.lt,11,Ačas,1962-12-27,47852,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/remigijus_acas.jpg,(8 5) 2396674,,2013-03-11,
Saulius Bucevičius,Darbo partijos  frakcija,Saulius,Akmenės - Joniškio,"Bucevičius, Saulius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47856&p_k=1&p_kade_id=7&p_r=8801,Saulius.Bucevicius@lrs.lt,11,Bucevičius,1967-10-10,47856,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/saulius_bucevicius.jpg,(8 5) 2396610,39,,"http://www3.lrs.lt/pls/inter/www_tv.show?id=7267,1,41"
Vida Marija Čigriejienė,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Vida Marija,Panemunės,"Čigriejienė, Vida Marija",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47860&p_k=1&p_kade_id=7&p_r=8801,Vida.Cigriejiene@lrs.lt,11,Čigriejienė,1936-10-04,47860,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vida_marija_cigriejiene.jpg,(8 5) 2396655,18,,
Marija Aušrinė Pavilionienė,Lietuvos socialdemokratų partijos frakcija,Marija Aušrinė,pagal sąrašą,"Pavilionienė, Marija Aušrinė",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47861&p_k=1&p_kade_id=7&p_r=8801,marija.pavilioniene@lrs.lt,11,Pavilionienė,1944-04-06,47861,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/marija_ausrine_pavilioniene.jpg,(8 5) 2396661,,,
Zita Žvikienė,Darbo partijos  frakcija,Zita,pagal sąrašą,"Žvikienė, Zita",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47865&p_k=1&p_kade_id=7&p_r=8801,Zita.Zvikiene@lrs.lt,11,Žvikienė,,47865,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/zita_zvikiene.jpg,(8 5) 2396623,,,
Audronė Pitrėnienė,Darbo partijos  frakcija,Audronė,Skuodo  - Mažeikių,"Pitrėnienė, Audronė",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47866&p_k=1&p_kade_id=7&p_r=8801,Audrone.Pitreniene@lrs.lt,11,Pitrėnienė,,47866,2013-05-09,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/audrone_pitreniene.jpg,(8 5) 2396622,37,,
Audronė Pitrėnienė,Darbo partijos  frakcija,Audronė,Skuodo  - Mažeikių,"Pitrėnienė, Audronė",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47866&p_k=1&p_kade_id=7&p_r=8801,Audrone.Pitreniene@lrs.lt,11,Pitrėnienė,,47866,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/audrone_pitreniene.jpg,(8 5) 2396622,37,2012-11-21,
Loreta Graužinienė,Darbo partijos  frakcija,Loreta,pagal sąrašą,"Graužinienė, Loreta",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47867&p_k=1&p_kade_id=7&p_r=8801,Loreta.Grauziniene@lrs.lt,11,Graužinienė,1963-01-10,47867,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/loreta_grauziniene.jpg,(8 5) 2396001,,,
Ona Valiukevičiūtė,"Frakcija ""Tvarka ir teisingumas""",Ona,pagal sąrašą,"Valiukevičiūtė, Ona",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47875&p_k=1&p_kade_id=7&p_r=8801,Ona.Valiukeviciute@lrs.lt,11,Valiukevičiūtė,1945-08-01,47875,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/ona_valiukeviciute.jpg,(8 5) 2396326,,,
Vytautas Gapšys,Darbo partijos  frakcija,Vytautas,pagal sąrašą,"Gapšys, Vytautas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47932&p_k=1&p_kade_id=7&p_r=8801,Vytautas.Gapsys@lrs.lt,11,Gapšys,1982-01-25,47932,2015-03-10,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vytautas_gapsys.jpg,(8 5) 2396709,,,http://www.gapsys.lt
Vytautas Gapšys,Darbo partijos  frakcija,Vytautas,pagal sąrašą,"Gapšys, Vytautas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47932&p_k=1&p_kade_id=7&p_r=8801,Vytautas.Gapsys@lrs.lt,11,Gapšys,1982-01-25,47932,2013-10-08,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vytautas_gapsys.jpg,(8 5) 2396709,,2015-03-09,http://www.gapsys.lt
Vytautas Gapšys,Darbo partijos  frakcija,Vytautas,pagal sąrašą,"Gapšys, Vytautas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47932&p_k=1&p_kade_id=7&p_r=8801,Vytautas.Gapsys@lrs.lt,11,Gapšys,1982-01-25,47932,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vytautas_gapsys.jpg,(8 5) 2396709,,2013-10-07,http://www.gapsys.lt
Mečislovas Zasčiurinskas,Darbo partijos  frakcija,Mečislovas,pagal sąrašą,"Zasčiurinskas, Mečislovas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47983&p_k=1&p_kade_id=7&p_r=8801,Mecislovas.Zasciurinskas@lrs.lt,11,Zasčiurinskas,1946-03-29,47983,2015-05-21,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/mecislovas_zasciurinskas.jpg,(8 5) 2396657,,,
Mečislovas Zasčiurinskas,Darbo partijos  frakcija,Mečislovas,pagal sąrašą,"Zasčiurinskas, Mečislovas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=47983&p_k=1&p_kade_id=7&p_r=8801,Mecislovas.Zasciurinskas@lrs.lt,11,Zasčiurinskas,1946-03-29,47983,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/mecislovas_zasciurinskas.jpg,(8 5) 2396657,,2015-05-20,
Virginija Baltraitienė,Darbo partijos  frakcija,Virginija,Kėdainių,"Baltraitienė, Virginija",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=48114&p_k=1&p_kade_id=7&p_r=8801,Virginija.Baltraitiene@lrs.lt,11,Baltraitienė,1958-03-04,48114,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/virginija_baltraitiene.jpg,(8 5) 2396719,43,,http://www.kedainietis.lt/virginija-baltraitiene/
Arvydas Mockus,Lietuvos socialdemokratų partijos frakcija,Arvydas,Saulės,"Mockus, Arvydas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=48565&p_k=1&p_kade_id=7&p_r=8801,Arvydas.Mockus@lrs.lt,11,Mockus,,48565,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/arvydas_mockus.jpg,(8 5) 2396710,24,,
Mantas Adomėnas,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Mantas,pagal sąrašą,"Adomėnas, Mantas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=48690&p_k=1&p_kade_id=7&p_r=8801,Mantas.Adomenas@lrs.lt,11,Adomėnas,1972-10-01,48690,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/mantas_adomenas.jpg,(8 5) 2396631,,,http://www.adomenas.lt
Agnė Bilotaitė,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Agnė,pagal sąrašą,"Bilotaitė, Agnė",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=50482&p_k=1&p_kade_id=7&p_r=8801,Agne.Bilotaite@lrs.lt,11,Bilotaitė,1982-01-29,50482,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/agne_bilotaite.jpg,(8 5) 2396629,,,http://bilotaite.lt
Arūnas Dudėnas,Lietuvos socialdemokratų partijos frakcija,Arūnas,pagal sąrašą,"Dudėnas, Arūnas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=50877&p_k=1&p_kade_id=7&p_r=8801,Arunas.Dudenas@lrs.lt,11,Dudėnas,,50877,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/arunas_dudenas.jpg,(8 5) 2396676,,,
Povilas Gylys,Mišri Seimo narių grupė,Povilas,pagal sąrašą,"Gylys, Povilas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=50&p_k=1&p_kade_id=7&p_r=8801,Povilas.Gylys@lrs.lt,11,Gylys,,50,2014-06-20,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/povilas_gylys.jpg,(8 5) 2396737,,,
Povilas Gylys,"Frakcija ""Drąsos kelias""",Povilas,pagal sąrašą,"Gylys, Povilas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=50&p_k=1&p_kade_id=7&p_r=8801,Povilas.Gylys@lrs.lt,11,Gylys,,50,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/povilas_gylys.jpg,(8 5) 2396737,,2014-06-19,
Vitalija Vonžutaitė,Darbo partijos  frakcija,Vitalija,pagal sąrašą,"Vonžutaitė, Vitalija",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=51660&p_k=1&p_kade_id=7&p_r=8801,Vitalija.Vonzutaite@lrs.lt,11,Vonžutaitė,,51660,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vitalija_vonzutaite.jpg,(8 5) 2396620,,,
Rimantė Šalaševičiūtė,Lietuvos socialdemokratų partijos frakcija,Rimantė,pagal sąrašą,"Šalaševičiūtė, Rimantė",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=51970&p_k=1&p_kade_id=7&p_r=8801,Rimante.Salaseviciute@lrs.lt,11,Šalaševičiūtė,,51970,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/rimante_salaseviciute.jpg,(8 5) 2396656,,,
Irena Šiaulienė,Lietuvos socialdemokratų partijos frakcija,Irena,pagal sąrašą,"Šiaulienė, Irena",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=51&p_k=1&p_kade_id=7&p_r=8801,Irena.Siauliene@lrs.lt,11,Šiaulienė,1955-02-19,51,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/irena_siauliene.jpg,(8 5) 2396717,,,
Paulius Saudargas,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Paulius,Justiniškių,"Saudargas, Paulius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=53899&p_k=1&p_kade_id=7&p_r=8801,Paulius.Saudargas@lrs.lt,11,Saudargas,1979-03-13,53899,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/paulius_saudargas.jpg,(8 5) 2396352,7,,
Michal Mackevič,Lietuvos lenkų rinkimų akcijos frakcija,Michal,pagal sąrašą,"Mackevič, Michal",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=53909&p_k=1&p_kade_id=7&p_r=8801,Michal.Mackevic@lrs.lt,11,Mackevič,1953-10-01,53909,2012-11-22,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/michal_mackevic.jpg,(8 5) 2396613,,,
Michal Mackevič,Mišri Seimo narių grupė,Michal,pagal sąrašą,"Mackevič, Michal",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=53909&p_k=1&p_kade_id=7&p_r=8801,Michal.Mackevic@lrs.lt,11,Mackevič,1953-10-01,53909,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/michal_mackevic.jpg,(8 5) 2396613,,2012-11-21,
Dalia Kuodytė,Liberalų  sąjūdžio frakcija,Dalia,pagal sąrašą,"Kuodytė, Dalia",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=53912&p_k=1&p_kade_id=7&p_r=8801,Dalia.Kuodyte@lrs.lt,11,Kuodytė,1962-01-21,53912,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/dalia_kuodyte.jpg,(8 5) 2396695,,,
Arvydas Anušauskas,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Arvydas,Senamiesčio,"Anušauskas, Arvydas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=53916&p_k=1&p_kade_id=7&p_r=8801,Arvydas.Anusauskas@lrs.lt,11,Anušauskas,1963-09-29,53916,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/arvydas_anusauskas.jpg,(8 5) 2396652,2,,http://arvydasanusauskas.lt/
Aurelija Stancikienė,Mišri Seimo narių grupė,Aurelija,pagal sąrašą,"Stancikienė, Aurelija",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=53917&p_k=1&p_kade_id=7&p_r=8801,Aurelija.Stancikiene@lrs.lt,11,Stancikienė,1966-08-24,53917,2014-06-20,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/aurelija_stancikiene.jpg,(8 5) 2396691,,2014-09-17,
Rokas Žilinskas,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Rokas,pagal sąrašą,"Žilinskas, Rokas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=53926&p_k=1&p_kade_id=7&p_r=8801,Rokas.Zilinskas@lrs.lt,11,Žilinskas,1972-07-20,53926,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/rokas_zilinskas.jpg,(8 5) 2396550,,,
Kęstas Komskis,"Frakcija ""Tvarka ir teisingumas""",Kęstas,pagal sąrašą,"Komskis, Kęstas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=53931&p_k=1&p_kade_id=7&p_r=8801,Kestas.Komskis@lrs.lt,11,Komskis,1963-10-22,53931,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/kestas_komskis.jpg,(8 5) 2396721,,,"http://www3.lrs.lt/pls/inter/www_tv.show?id=6405,1,24"
Andrius Mazuronis,Liberalų  sąjūdžio frakcija,Andrius,pagal sąrašą,"Mazuronis, Andrius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=53932&p_k=1&p_kade_id=7&p_r=8801,Andrius.Mazuronis@lrs.lt,11,Mazuronis,1979-07-13,53932,2015-04-07,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/andrius_mazuronis.jpg,(8 5) 2396634,,,
Andrius Mazuronis,Mišri Seimo narių grupė,Andrius,pagal sąrašą,"Mazuronis, Andrius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=53932&p_k=1&p_kade_id=7&p_r=8801,Andrius.Mazuronis@lrs.lt,11,Mazuronis,1979-07-13,53932,2015-03-10,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/andrius_mazuronis.jpg,(8 5) 2396634,,2015-04-06,
Andrius Mazuronis,"Frakcija ""Tvarka ir teisingumas""",Andrius,pagal sąrašą,"Mazuronis, Andrius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=53932&p_k=1&p_kade_id=7&p_r=8801,Andrius.Mazuronis@lrs.lt,11,Mazuronis,1979-07-13,53932,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/andrius_mazuronis.jpg,(8 5) 2396634,,2015-03-09,
Valdas Skarbalius,Darbo partijos  frakcija,Valdas,pagal sąrašą,"Skarbalius, Valdas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=53995&p_k=1&p_kade_id=7&p_r=8801,valdas.skarbalius@lrs.lt,11,Skarbalius,,53995,2014-04-22,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/valdas_skarbalius.jpg,(8 5) 2396334,,,
Valdas Skarbalius,Darbo partijos  frakcija,Valdas,pagal sąrašą,"Skarbalius, Valdas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=53995&p_k=1&p_kade_id=7&p_r=8801,valdas.skarbalius@lrs.lt,11,Skarbalius,,53995,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/valdas_skarbalius.jpg,(8 5) 2396334,,2014-04-21,
Liutauras Kazlavickas,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Liutauras,pagal sąrašą,"Kazlavickas, Liutauras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=54711&p_k=1&p_kade_id=7&p_r=8801,Liutauras.Kazlavickas@lrs.lt,11,Kazlavickas,,54711,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/liutauras_kazlavickas.jpg,(8 5) 2396718,,,
Julius Veselka,"Frakcija ""Tvarka ir teisingumas""",Julius,Ukmergės,"Veselka, Julius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=54&p_k=1&p_kade_id=7&p_r=8801,"",11,Veselka,1943-02-08,54,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/julius_veselka.jpg,,61,2012-11-26,
Vytautas Antanas Matulevičius,Mišri Seimo narių grupė,Vytautas Antanas,pagal sąrašą,"Matulevičius, Vytautas Antanas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=56356&p_k=1&p_kade_id=7&p_r=8801,Vytautas.Matulevicius@lrs.lt,11,Matulevičius,,56356,2014-06-20,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vytautas_antanas_matulevicius.jpg,(8 5) 2396679,,,
Vytautas Antanas Matulevičius,"Frakcija ""Drąsos kelias""",Vytautas Antanas,pagal sąrašą,"Matulevičius, Vytautas Antanas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=56356&p_k=1&p_kade_id=7&p_r=8801,Vytautas.Matulevicius@lrs.lt,11,Matulevičius,,56356,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vytautas_antanas_matulevicius.jpg,(8 5) 2396679,,2014-06-19,
Remigijus Žemaitaitis,"Frakcija ""Tvarka ir teisingumas""",Remigijus,Šilalės - Šilutės,"Žemaitaitis, Remigijus",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=65703&p_k=1&p_kade_id=7&p_r=8801,Remigijus.Zemaitaitis@lrs.lt,11,Žemaitaitis,1982-05-30,65703,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/remigijus_zemaitaitis.jpg,(8 5) 2396972,33,,http://www.remigijaus.lt
Juras Požela,Lietuvos socialdemokratų partijos frakcija,Juras,pagal sąrašą,"Požela, Juras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=69932&p_k=1&p_kade_id=7&p_r=8801,Juras.Pozela@lrs.lt,11,Požela,,69932,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/juras_pozela.jpg,(8 5) 2396696,,,
Vilija Filipovičienė,Darbo partijos  frakcija,Vilija,pagal sąrašą,"Filipovičienė, Vilija",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=70474&p_k=1&p_kade_id=7&p_r=8801,Vilija.Filipoviciene@lrs.lt,11,Filipovičienė,,70474,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vilija_filipoviciene.jpg,(8 5) 2396726,,,
Juozas Olekas,Lietuvos socialdemokratų partijos frakcija,Juozas,Suvalkijos,"Olekas, Juozas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7193&p_k=1&p_kade_id=7&p_r=8801,Juozas.Olekas@lrs.lt,11,Olekas,1955-10-30,7193,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/juozas_olekas.jpg,(8 5) 2396677,63,,
Algirdas Butkevičius,Lietuvos socialdemokratų partijos frakcija,Algirdas,Vilkaviškio,"Butkevičius, Algirdas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7194&p_k=1&p_kade_id=7&p_r=8801,Algirdas.Butkevicius@lrs.lt,11,Butkevičius,1958-11-19,7194,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algirdas_butkevicius.jpg,(8 5) 2396920,68,,
Algirdas Vaclovas Patackas,Mišri Seimo narių grupė,Algirdas Vaclovas,pagal sąrašą,"Patackas, Algirdas Vaclovas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7196&p_k=1&p_kade_id=7&p_r=8801,"",11,Patackas,,7196,2014-06-20,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algirdas_vaclovas_patackas.jpg,,,2015-04-03,
Algirdas Vaclovas Patackas,"Frakcija ""Drąsos kelias""",Algirdas Vaclovas,pagal sąrašą,"Patackas, Algirdas Vaclovas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7196&p_k=1&p_kade_id=7&p_r=8801,"",11,Patackas,,7196,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algirdas_vaclovas_patackas.jpg,,,2014-06-19,
Algis Kašėta,Liberalų  sąjūdžio frakcija,Algis,Varėnos - Eišiškių,"Kašėta, Algis",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7198&p_k=1&p_kade_id=7&p_r=8801,"",11,Kašėta,1962-12-20,7198,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algis_kaseta.jpg,,70,2015-04-08,
Petras Gražulis,"Frakcija ""Tvarka ir teisingumas""",Petras,Gargždų,"Gražulis, Petras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7199&p_k=1&p_kade_id=7&p_r=8801,Petras.Grazulis@lrs.lt,11,Gražulis,1958-10-28,7199,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/petras_grazulis.jpg,(8 5) 2396638,31,,
Rytas Kupčinskas,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Rytas,Aleksoto -  Vilijampolės,"Kupčinskas, Rytas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7206&p_k=1&p_kade_id=7&p_r=8801,Rytas.Kupcinskas@lrs.lt,11,Kupčinskas,1949-02-08,7206,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/rytas_kupcinskas.jpg,(8 5) 2396635,12,,
Irena Degutienė,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Irena,Naujamiesčio,"Degutienė, Irena",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7207&p_k=1&p_kade_id=7&p_r=8801,Irena.Degutiene@lrs.lt,11,Degutienė,1949-06-01,7207,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/irena_degutiene.jpg,(8 5) 2396651,1,,http://www.degutiene.lt
Audronius Ažubalis,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,Audronius,Šeškinės,"Ažubalis, Audronius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7208&p_k=1&p_kade_id=7&p_r=8801,Audronius.Azubalis@lrs.lt,11,Ažubalis,1958-01-17,7208,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/audronius_azubalis.jpg,(8 5) 2396321,6,,
