id,name,family_name,group,area,chamber,term,source,image,email,facebook,twitter
359,DELLA VEDOVA Benedetto,DELLA VEDOVA,Gruppo Misto,Lombardia,Senate,17,http://politici.openpolis.it/politico/benedetto-della-vedova/359,http://politici.openpolis.it/politician/picture?content_id=359,DELLAVEDOVA_B@camera.it,http://www.facebook.com/pages/Benedetto-Della-Vedova/41625224599,https://twitter.com/#!/bendellavedova
332710,DI BIAGIO Aldo,DI BIAGIO,Area Popolare (NCD-UDC),Europa,Senate,17,http://politici.openpolis.it/politico/aldo-di-biagio/332710,http://politici.openpolis.it/politician/picture?content_id=332710,"","",https://twitter.com/#!/AldoDiBiagio
276824,Di Giacomo Ulisse,Di Giacomo,Area Popolare (NCD-UDC),Molise,Senate,17,http://politici.openpolis.it/politico/ulisse-di-giacomo/276824,http://politici.openpolis.it/politician/picture?content_id=276824,ulisse.digiacomo@virgilio.it,"",""
241490,DI GIORGI Rosa Maria,DI GIORGI,Partito Democratico,Toscana,Senate,17,http://politici.openpolis.it/politico/rosa-maria-di-giorgi/241490,http://politici.openpolis.it/politician/picture?content_id=241490,"","",""
342242,Di Maggio Salvatore Tito,Di Maggio,"Conservatori, Riformisti italiani",Basilicata,Senate,17,http://politici.openpolis.it/politico/salvatore-tito-di-maggio/342242,http://politici.openpolis.it/politician/picture?content_id=342242,"","",""
275068,DIRINDIN Nerina,DIRINDIN,Partito Democratico,Piemonte,Senate,17,http://politici.openpolis.it/politico/nerina-dirindin/275068,http://politici.openpolis.it/politician/picture?content_id=275068,"","",""
1554,DIVINA Sergio,DIVINA,Lega Nord e autonomie,Trentino-Alto Adige,Senate,17,http://politici.openpolis.it/politico/sergio-divina/1554,http://politici.openpolis.it/politician/picture?content_id=1554,divina_s@posta.senato.itmailto:eccherclaudia@hotmail.com,"",https://twitter.com/#!/SergioDivina
687093,Donno Daniela,Donno,Movimento 5 stelle,Puglia,Senate,17,http://politici.openpolis.it/politico/daniela-donno/687093,http://politici.openpolis.it/politician/picture?content_id=687093,"","",""
685735,Endrizzi Giovanni,Endrizzi,Movimento 5 stelle,Veneto,Senate,17,http://politici.openpolis.it/politico/giovanni-endrizzi/685735,http://politici.openpolis.it/politician/picture?content_id=685735,"","",""
8760,ESPOSITO Stefano,ESPOSITO,Partito Democratico,Piemonte,Senate,17,http://politici.openpolis.it/politico/stefano-esposito/8760,http://politici.openpolis.it/politician/picture?content_id=8760,esposito_s@camera.it,http://www.facebook.com/stefanoeposito,https://twitter.com/#!/stefanoesposito
333101,ESPOSITO Giuseppe,ESPOSITO,Area Popolare (NCD-UDC),Campania,Senate,17,http://politici.openpolis.it/politico/giuseppe-esposito/333101,http://politici.openpolis.it/politician/picture?content_id=333101,"","",https://twitter.com/#!/peppexpo
687004,Fabbri Camilla,Fabbri,Partito Democratico,Marche,Senate,17,http://politici.openpolis.it/politico/camilla-fabbri/687004,http://politici.openpolis.it/politician/picture?content_id=687004,"","",https://twitter.com/#!/camillainsenato
602597,FALANGA Ciro,FALANGA,Alleanza Liberalpopolare-Autonomie,Campania,Senate,17,http://politici.openpolis.it/politico/ciro-falanga/602597,http://politici.openpolis.it/politician/picture?content_id=602597,"","",""
333103,FASANO Vincenzo,FASANO,Popolo della Libertà,Campania,Senate,17,http://politici.openpolis.it/politico/vincenzo-fasano/333103,http://politici.openpolis.it/politician/picture?content_id=333103,"","",""
721368,FASIOLO Laura,FASIOLO,Partito Democratico,Friuli-Venezia Giulia,Senate,17,http://politici.openpolis.it/politico/laura-fasiolo/721368,http://politici.openpolis.it/politician/picture?content_id=721368,"","",""
687019,Fattori Elena,Fattori,Movimento 5 stelle,Lazio,Senate,17,http://politici.openpolis.it/politico/elena-fattori/687019,http://politici.openpolis.it/politician/picture?content_id=687019,fattori5stellestampa@gmail.com,"",""
685751,Fattorini Emma,Fattorini,Partito Democratico,Basilicata,Senate,17,http://politici.openpolis.it/politico/emma-fattorini/685751,http://politici.openpolis.it/politician/picture?content_id=685751,"","",https://twitter.com/#!/EmmaFattorini
180261,FAVERO Nicoletta,FAVERO,Partito Democratico,Piemonte,Senate,17,http://politici.openpolis.it/politico/nicoletta-favero/180261,http://politici.openpolis.it/politician/picture?content_id=180261,"","",https://twitter.com/#!/NicolettaFavero
1562,FAZZONE Claudio,FAZZONE,Popolo della Libertà,Lazio,Senate,17,http://politici.openpolis.it/politico/claudio-fazzone/1562,http://politici.openpolis.it/politician/picture?content_id=1562,fazzone_c@posta.senato.it,"",""
686979,Fedeli Valeria,Fedeli,Partito Democratico,Toscana,Senate,17,http://politici.openpolis.it/politico/valeria-fedeli/686979,http://politici.openpolis.it/politician/picture?content_id=686979,vs.senato@gmail.com,"",https://twitter.com/#!/valeriafedeli
80512,FERRARA Elena,FERRARA,Partito Democratico,Piemonte,Senate,17,http://politici.openpolis.it/politico/elena-ferrara/80512,http://politici.openpolis.it/politician/picture?content_id=80512,"","",""
1564,FERRARA Mario Francesco,FERRARA,Grandi autonomie e libertà,Sicilia,Senate,17,http://politici.openpolis.it/politico/mario-francesco-ferrara/1564,http://politici.openpolis.it/politician/picture?content_id=1564,ferrara_m@posta.senato.it,"",""
1565,FILIPPI Marco,FILIPPI,Partito Democratico,Toscana,Senate,17,http://politici.openpolis.it/politico/marco-filippi/1565,http://politici.openpolis.it/politician/picture?content_id=1565,filippi_m@posta.senato.it,"",https://twitter.com/#!/marcofilippi_li
418742,FILIPPIN Rosanna,FILIPPIN,Partito Democratico,Veneto,Senate,17,http://politici.openpolis.it/politico/rosanna-filippin/418742,http://politici.openpolis.it/politician/picture?content_id=418742,r.filippin@comune.bassano.vi.itmailto:info@rosannafilippin.it,"",https://twitter.com/#!/FilippinRosanna
1566,FINOCCHIARO Anna,FINOCCHIARO,Partito Democratico,Puglia,Senate,17,http://politici.openpolis.it/politico/anna-finocchiaro/1566,http://politici.openpolis.it/politician/picture?content_id=1566,finocchiaro_a@posta.senato.itmailto:annafinocchiaro55@gmail.com,"",https://twitter.com/#!/FinocchiaroAnna
158867,FISSORE Elena,FISSORE,Partito Democratico,Piemonte,Senate,17,http://politici.openpolis.it/politico/elena-fissore/158867,http://politici.openpolis.it/politician/picture?content_id=158867,elena.fissore@comune.moncalieri.to.it,"",""
34366,FLORIS Emilio,FLORIS,Popolo della Libertà,Sardegna,Senate,17,http://politici.openpolis.it/politico/emilio-floris/34366,http://politici.openpolis.it/politician/picture?content_id=34366,"","",""
1572,FORMIGONI Roberto,FORMIGONI,Area Popolare (NCD-UDC),Lombardia,Senate,17,http://politici.openpolis.it/politico/roberto-formigoni/1572,http://politici.openpolis.it/politician/picture?content_id=1572,"",http://www.facebook.com/pages/Roberto-Formigoni/250976397878,https://twitter.com/#!/r_formigoni
14523,FORNARO Federico,FORNARO,Partito Democratico,Piemonte,Senate,17,http://politici.openpolis.it/politico/federico-fornaro/14523,http://politici.openpolis.it/politician/picture?content_id=14523,"","",https://twitter.com/#!/Fornaro62
163021,FRAVEZZI Vittorio,FRAVEZZI,Gruppo per le autonomie-Psi,Trentino-Alto Adige,Senate,17,http://politici.openpolis.it/politico/vittorio-fravezzi/163021,http://politici.openpolis.it/politician/picture?content_id=163021,"","",https://twitter.com/#!/VFravezzi
687006,Fucksia Serenella,Fucksia,Movimento 5 stelle,Marche,Senate,17,http://politici.openpolis.it/politico/serenella-fucksia/687006,http://politici.openpolis.it/politician/picture?content_id=687006,"","",""
685944,Gaetti Luigi,Gaetti,Movimento 5 stelle,Lombardia,Senate,17,http://politici.openpolis.it/politico/luigi-gaetti/685944,http://politici.openpolis.it/politician/picture?content_id=685944,"","",https://twitter.com/#!/LuigiGaetti
686863,Galimberti Paolo,Galimberti,Popolo della Libertà,Lombardia,Senate,17,http://politici.openpolis.it/politico/paolo-galimberti/686863,http://politici.openpolis.it/politician/picture?content_id=686863,"","",https://twitter.com/#!/paogalimberti
686953,Gambaro Adele,Gambaro,Gruppo Misto,Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/adele-gambaro/686953,http://politici.openpolis.it/politician/picture?content_id=686953,"",http://www.facebook.com/adele.gambarohttp://www.facebook.com/pages/Adele-Gambaro/502058069836300,https://twitter.com/#!/adelegambaro
446,GASPARRI Maurizio,GASPARRI,Popolo della Libertà,Lazio,Senate,17,http://politici.openpolis.it/politico/maurizio-gasparri/446,http://politici.openpolis.it/politician/picture?content_id=446,gasparri@tin.itmailto:maurizio@gasparri.itmailto:gasparri@tin.it,"",https://twitter.com/#!/gasparripdl
332724,GATTI Maria Grazia,GATTI,Partito Democratico,Toscana,Senate,17,http://politici.openpolis.it/politico/maria-grazia-gatti/332724,http://politici.openpolis.it/politician/picture?content_id=332724,"","",""
1586,GENTILE Antonio,GENTILE,Area Popolare (NCD-UDC),Calabria,Senate,17,http://politici.openpolis.it/politico/antonio-gentile/1586,http://politici.openpolis.it/politician/picture?content_id=1586,gentile_a@posta.senato.it,"",""
1587,GHEDINI Niccolo',GHEDINI,Popolo della Libertà,Veneto,Senate,17,http://politici.openpolis.it/politico/niccolo-ghedini/1587,http://politici.openpolis.it/politician/picture?content_id=1587,ghedini_n@posta.senato.it,"",""
687171,Giacobbe Francesco,Giacobbe,Partito Democratico,Asia-Africa-Oceania-Antartide,Senate,17,http://politici.openpolis.it/politico/francesco-giacobbe/687171,http://politici.openpolis.it/politician/picture?content_id=687171,francesco.giacobbe@senato.it,"",""
687668,Giannini Stefania,Giannini,Scelta civica per l'Italia,Toscana,Senate,17,http://politici.openpolis.it/politico/stefania-giannini/687668,http://politici.openpolis.it/politician/picture?content_id=687668,"","",https://twitter.com/#!/SteGiannini
687134,Giarrusso Mario Michele,Giarrusso,Movimento 5 stelle,Sicilia,Senate,17,http://politici.openpolis.it/politico/mario-michele-giarrusso/687134,http://politici.openpolis.it/politician/picture?content_id=687134,"","",""
332727,GIBIINO Vincenzo,GIBIINO,Popolo della Libertà,Sicilia,Senate,17,http://politici.openpolis.it/politico/vincenzo-gibiino/332727,http://politici.openpolis.it/politician/picture?content_id=332727,"","",https://twitter.com/#!/gibiino_v
88199,GINETTI Nadia,GINETTI,Partito Democratico,Umbria,Senate,17,http://politici.openpolis.it/politico/nadia-ginetti/88199,http://politici.openpolis.it/politician/picture?content_id=88199,"","",""
461,GIOVANARDI Carlo,GIOVANARDI,Area Popolare (NCD-UDC),Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/carlo-giovanardi/461,http://politici.openpolis.it/politician/picture?content_id=461,"","",""
463,GIRO Francesco Maria,GIRO,Popolo della Libertà,Lazio,Senate,17,http://politici.openpolis.it/politico/francesco-maria-giro/463,http://politici.openpolis.it/politician/picture?content_id=463,"","",""
686917,Girotto Gianni,Girotto,Movimento 5 stelle,Veneto,Senate,17,http://politici.openpolis.it/politico/gianni-girotto/686917,http://politici.openpolis.it/politician/picture?content_id=686917,"","",https://twitter.com/#!/GianniGirotto
686997,Gotor Miguel,Gotor,Partito Democratico,Umbria,Senate,17,http://politici.openpolis.it/politico/miguel-gotor/686997,http://politici.openpolis.it/politician/picture?content_id=686997,miguelgotorpd@gmail.com,"",https://twitter.com/#!/GotorMiguel
333147,GRANAIOLA Manuela,GRANAIOLA,Partito Democratico,Toscana,Senate,17,http://politici.openpolis.it/politico/manuela-granaiola/333147,http://politici.openpolis.it/politician/picture?content_id=333147,"","",""
687024,Grasso Pietro,Grasso,Partito Democratico,Lazio,Senate,17,http://politici.openpolis.it/politico/pietro-grasso/687024,http://politici.openpolis.it/politician/picture?content_id=687024,"",/www.facebook.com/pages,https://twitter.com/#!/PietroGrasso
687667,Gualdani Marcello,Gualdani,Area Popolare (NCD-UDC),Sicilia,Senate,17,http://politici.openpolis.it/politico/marcello-gualdani/687667,http://politici.openpolis.it/politician/picture?content_id=687667,"","",""
622140,Guerra Maria Cecilia,Guerra,Partito Democratico,Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/maria-cecilia-guerra/622140,http://politici.openpolis.it/politician/picture?content_id=622140,"","",""
686939,Guerrieri Paleotti Paolo,Guerrieri Paleotti,Partito Democratico,Liguria,Senate,17,http://politici.openpolis.it/politico/paolo-guerrieri-paleotti/686939,http://politici.openpolis.it/politician/picture?content_id=686939,"","",""
333150,ICHINO Pietro,ICHINO,Scelta civica per l'Italia,Lombardia,Senate,17,http://politici.openpolis.it/politico/pietro-ichino/333150,http://politici.openpolis.it/politician/picture?content_id=333150,ichino_p@posta.senato.itmailto:ichino@pietroichino.it,http://www.facebook.com/pietro.ichino.5,https://twitter.com/#!/PietroIchino
120828,IDEM Josefa,IDEM,Partito Democratico,Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/josefa-idem/120828,http://politici.openpolis.it/politician/picture?content_id=120828,"","",https://twitter.com/#!/josefaidem
6542,IURLARO Pietro,IURLARO,Popolo della Libertà,Puglia,Senate,17,http://politici.openpolis.it/politico/pietro-iurlaro/6542,http://politici.openpolis.it/politician/picture?content_id=6542,"","",""
275041,LAI Bachisio Silvio,LAI,Partito Democratico,Sardegna,Senate,17,http://politici.openpolis.it/politico/bachisio-silvio-lai/275041,http://politici.openpolis.it/politician/picture?content_id=275041,silviolai@gmail.com,"",https://twitter.com/#!/silviolai
7621,LANGELLA Pietro,LANGELLA,Alleanza Liberalpopolare-Autonomie,Campania,Senate,17,http://politici.openpolis.it/politico/pietro-langella/7621,http://politici.openpolis.it/politician/picture?content_id=7621,"","",""
368630,LANIECE Albert,LANIECE,Gruppo per le autonomie-Psi,Valle d'Aosta,Senate,17,http://politici.openpolis.it/politico/albert-laniece/368630,http://politici.openpolis.it/politician/picture?content_id=368630,"","",https://twitter.com/#!/albertlaniece
491,LANZILLOTTA Linda,LANZILLOTTA,Scelta civica per l'Italia,Umbria,Senate,17,http://politici.openpolis.it/politico/linda-lanzillotta/491,http://politici.openpolis.it/politician/picture?content_id=491,LANZILLOTTA_L@camera.itmailto:segr.lanzillotta@libero.it,"",https://twitter.com/#!/l_lanzillotta
1603,LATORRE Nicola,LATORRE,Partito Democratico,Puglia,Senate,17,http://politici.openpolis.it/politico/nicola-latorre/1603,http://politici.openpolis.it/politician/picture?content_id=1603,latorre_n@posta.senato.it,"",https://twitter.com/#!/Latorrenicola
4414,LEPRI Stefano,LEPRI,Partito Democratico,Piemonte,Senate,17,http://politici.openpolis.it/politico/stefano-lepri/4414,http://politici.openpolis.it/politician/picture?content_id=4414,stefano.lepri@consiglioregionale.piemonte.it,"",https://twitter.com/#!/stefanolepri
687099,Lezzi Barbara,Lezzi,Movimento 5 stelle,Puglia,Senate,17,http://politici.openpolis.it/politico/barbara-lezzi/687099,http://politici.openpolis.it/politician/picture?content_id=687099,"","",""
22198,LIUZZI Pietro,LIUZZI,"Conservatori, Riformisti italiani",Puglia,Senate,17,http://politici.openpolis.it/politico/pietro-liuzzi/22198,http://politici.openpolis.it/politician/picture?content_id=22198,pieroliuzzisenato@gmail.com,"",""
27631,LO GIUDICE Sergio,LO GIUDICE,Partito Democratico,Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/sergio-lo-giudice/27631,http://politici.openpolis.it/politician/picture?content_id=27631,sergiologiudice@gmail.commailto:scrivi@sergiologiudice.it,http://www.facebook.com/sergiologiudice,https://twitter.com/#!/SergioLoGiudice
274922,LO MORO Doris,LO MORO,Partito Democratico,Calabria,Senate,17,http://politici.openpolis.it/politico/doris-lo-moro/274922,http://politici.openpolis.it/politician/picture?content_id=274922,info@dorislomoro.it,"",""
128480,LONGO Eva,LONGO,Alleanza Liberalpopolare-Autonomie,Campania,Senate,17,http://politici.openpolis.it/politico/eva-longo/128480,http://politici.openpolis.it/politician/picture?content_id=128480,"","",""
687166,Longo Fausto Guilherme,Longo,Gruppo per le autonomie-Psi,America meridionale,Senate,17,http://politici.openpolis.it/politico/fausto-guilherme-longo/687166,http://politici.openpolis.it/politician/picture?content_id=687166,"","",https://twitter.com/#!/fglongo
274873,LUCHERINI Carlo,LUCHERINI,Partito Democratico,Lazio,Senate,17,http://politici.openpolis.it/politico/carlo-lucherini/274873,http://politici.openpolis.it/politician/picture?content_id=274873,"","",""
687000,Lucidi Stefano,Lucidi,Movimento 5 stelle,Umbria,Senate,17,http://politici.openpolis.it/politico/stefano-lucidi/687000,http://politici.openpolis.it/politician/picture?content_id=687000,"","",""
521,LUMIA Giuseppe,LUMIA,Partito Democratico,Sicilia,Senate,17,http://politici.openpolis.it/politico/giuseppe-lumia/521,http://politici.openpolis.it/politician/picture?content_id=521,LUMIA_G@camera.itmailto:lumia.senato@gmail.com,"",https://twitter.com/#!/Giuseppe_Lumia
1619,MALAN Lucio,MALAN,Popolo della Libertà,Piemonte,Senate,17,http://politici.openpolis.it/politico/lucio-malan/1619,http://politici.openpolis.it/politician/picture?content_id=1619,malan_l@posta.senato.it,http://www.facebook.com/lucio.malan.5,https://twitter.com/#!/luciomalan
238486,MANASSERO Patrizia,MANASSERO,Partito Democratico,Piemonte,Senate,17,http://politici.openpolis.it/politico/patrizia-manassero/238486,http://politici.openpolis.it/politician/picture?content_id=238486,"","",https://twitter.com/#!/patriziamanas
274664,Manconi Luigi,Manconi,Partito Democratico,Sardegna,Senate,17,http://politici.openpolis.it/politico/luigi-manconi/274664,http://politici.openpolis.it/politician/picture?content_id=274664,luigi.manconi@gmail.com,https://www.facebook.com/luigi.manconi.9,https://twitter.com/#!/LuigiManconi1
74020,MANCUSO Bruno,MANCUSO,Area Popolare (NCD-UDC),Sicilia,Senate,17,http://politici.openpolis.it/politico/bruno-mancuso/74020,http://politici.openpolis.it/politician/picture?content_id=74020,info@brunomancuso.it,"",""
220838,MANDELLI Andrea,MANDELLI,Popolo della Libertà,Lombardia,Senate,17,http://politici.openpolis.it/politico/andrea-mandelli/220838,http://politici.openpolis.it/politician/picture?content_id=220838,senatoreamandelli@gmail.com,"",""
685945,Mangili Giovanna,Mangili,Movimento 5 stelle,Lombardia,Senate,17,http://politici.openpolis.it/politico/giovanna-mangili/685945,http://politici.openpolis.it/politician/picture?content_id=685945,"",https://www.facebook.com/giovanna.mangili,""
531,MARAN Alessandro,MARAN,Scelta civica per l'Italia,Friuli-Venezia Giulia,Senate,17,http://politici.openpolis.it/politico/alessandro-maran/531,http://politici.openpolis.it/politician/picture?content_id=531,"","",https://twitter.com/#!/MaranAlessandro
274756,Marcucci Andrea,Marcucci,Partito Democratico,Toscana,Senate,17,http://politici.openpolis.it/politico/andrea-marcucci/274756,http://politici.openpolis.it/politician/picture?content_id=274756,"",http://www.facebook.com/andrea.marcucci.37,https://twitter.com/#!/AndreaMarcucci
536,MARGIOTTA Salvatore,MARGIOTTA,Gruppo Misto,Basilicata,Senate,17,http://politici.openpolis.it/politico/salvatore-margiotta/536,http://politici.openpolis.it/politician/picture?content_id=536,"","",https://twitter.com/#!/s_margiotta
82522,MARIN Marco,MARIN,Popolo della Libertà,Veneto,Senate,17,http://politici.openpolis.it/politico/marco-marin/82522,http://politici.openpolis.it/politician/picture?content_id=82522,"","",""
538,MARINELLO Giuseppe Francesco Maria,MARINELLO,Area Popolare (NCD-UDC),Sicilia,Senate,17,http://politici.openpolis.it/politico/giuseppe-francesco-maria-marinello/538,http://politici.openpolis.it/politician/picture?content_id=538,"","",https://twitter.com/#!/GiuseMarinello3
539,MARINO Mauro Maria,MARINO,Partito Democratico,Piemonte,Senate,17,http://politici.openpolis.it/politico/mauro-maria-marino/539,http://politici.openpolis.it/politician/picture?content_id=539,"","",""
686960,Marino Luigi,Marino,Area Popolare (NCD-UDC),Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/luigi-marino/686960,http://politici.openpolis.it/politician/picture?content_id=686960,"","",https://twitter.com/#!/MarinoConMonti
685866,Martelli Carlo,Martelli,Movimento 5 stelle,Piemonte,Senate,17,http://politici.openpolis.it/politico/carlo-martelli/685866,http://politici.openpolis.it/politician/picture?content_id=685866,"","",""
4769,MARTINI Claudio,MARTINI,Partito Democratico,Toscana,Senate,17,http://politici.openpolis.it/politico/claudio-martini/4769,http://politici.openpolis.it/politician/picture?content_id=4769,"","",""
686875,Marton Bruno,Marton,Movimento 5 stelle,Lombardia,Senate,17,http://politici.openpolis.it/politico/bruno-marton/686875,http://politici.openpolis.it/politician/picture?content_id=686875,"","",https://twitter.com/#!/Marton_Bruno
687027,Mastrangeli Marino Germano,Mastrangeli,Gruppo Misto,Lazio,Senate,17,http://politici.openpolis.it/politico/marino-germano-mastrangeli/687027,http://politici.openpolis.it/politician/picture?content_id=687027,"","",https://twitter.com/#!/M_Mastrangeli
1639,MATTEOLI Altero,MATTEOLI,Popolo della Libertà,Toscana,Senate,17,http://politici.openpolis.it/politico/altero-matteoli/1639,http://politici.openpolis.it/politician/picture?content_id=1639,matteoli_a@posta.senato.it,"",""
686987,Mattesini Donatella,Mattesini,Partito Democratico,Toscana,Senate,17,http://politici.openpolis.it/politico/donatella-mattesini/686987,http://politici.openpolis.it/politician/picture?content_id=686987,"","",https://twitter.com/#!/donemattesini
8337,MATURANI Giuseppina,MATURANI,Partito Democratico,Lazio,Senate,17,http://politici.openpolis.it/politico/giuseppina-maturani/8337,http://politici.openpolis.it/politician/picture?content_id=8337,"","",""
41,MAURO Mario,MAURO,Grandi autonomie e libertà,Lombardia,Senate,17,http://politici.openpolis.it/politico/mario-mauro/41,http://politici.openpolis.it/politician/picture?content_id=41,"",http://www.facebook.com/pages/Mario-Mauro/118140125598,https://twitter.com/#!/MarioMauro
1640,MAURO Giovanni,MAURO,Grandi autonomie e libertà,Campania,Senate,17,http://politici.openpolis.it/politico/giovanni-mauro/1640,http://politici.openpolis.it/politician/picture?content_id=1640,mauro_g@posta.senato.it,"",""
332745,MAZZONI Riccardo,MAZZONI,Alleanza Liberalpopolare-Autonomie,Toscana,Senate,17,http://politici.openpolis.it/politico/riccardo-mazzoni/332745,http://politici.openpolis.it/politician/picture?content_id=332745,"","",https://twitter.com/#!/MazzoniRiccardo
561,MERLONI Maria Paola,MERLONI,Gruppo per le autonomie-Psi,Marche,Senate,17,http://politici.openpolis.it/politico/maria-paola-merloni/561,http://politici.openpolis.it/politician/picture?content_id=561,"","",""
333195,MESSINA Alfredo,MESSINA,Popolo della Libertà,Lombardia,Senate,17,http://politici.openpolis.it/politico/alfredo-messina/333195,http://politici.openpolis.it/politician/picture?content_id=333195,"","",""
1645,MICHELONI Claudio,MICHELONI,Partito Democratico,Europa,Senate,17,http://politici.openpolis.it/politico/claudio-micheloni/1645,http://politici.openpolis.it/politician/picture?content_id=1645,micheloni_c@posta.senato.itmailto:info@micheloni.ch,"",""
564,MIGLIAVACCA Maurizio,MIGLIAVACCA,Partito Democratico,Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/maurizio-migliavacca/564,http://politici.openpolis.it/politician/picture?content_id=564,info@mauriziomigliavacca.it,"",""
5041,MILO Antonio,MILO,"Conservatori, Riformisti italiani",Campania,Senate,17,http://politici.openpolis.it/politico/antonio-milo/5041,http://politici.openpolis.it/politician/picture?content_id=5041,milo@consiglio.regione.campania.it,"",""
687140,Mineo Corradino,Mineo,Partito Democratico,Sicilia,Senate,17,http://politici.openpolis.it/politico/corradino-mineo/687140,http://politici.openpolis.it/politician/picture?content_id=687140,"","",https://twitter.com/#!/CorradinoMineo
572,MINNITI Marco,MINNITI,Partito Democratico,Calabria,Senate,17,http://politici.openpolis.it/politico/marco-minniti/572,http://politici.openpolis.it/politician/picture?content_id=572,"","",""
687665,Minzolini Augusto,Minzolini,Popolo della Libertà,Liguria,Senate,17,http://politici.openpolis.it/politico/augusto-minzolini/687665,http://politici.openpolis.it/politician/picture?content_id=687665,"","",https://twitter.com/#!/AugustoMinzolin
4540,MIRABELLI Franco,MIRABELLI,Partito Democratico,Lombardia,Senate,17,http://politici.openpolis.it/politico/franco-mirabelli/4540,http://politici.openpolis.it/politician/picture?content_id=4540,franco.mirabelli@consiglio.regione.lombardia.it,"",https://twitter.com/#!/FraMirabelli
685830,Molinari Francesco,Molinari,Gruppo Misto,Calabria,Senate,17,http://politici.openpolis.it/politico/francesco-molinari/685830,http://politici.openpolis.it/politician/picture?content_id=685830,"",http://www.facebook.com/francesco.molinari.52,https://twitter.com/#!/francobrando
686964,Montevecchi Michela,Montevecchi,Movimento 5 stelle,Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/michela-montevecchi/686964,http://politici.openpolis.it/politician/picture?content_id=686964,michela.montevecchi@senato.it,http://www.facebook.com/MichelaAMontevecchi,https://twitter.com/#!/m_montevecchi
617999,MONTI Mario,MONTI,Gruppo Misto,Senatore a vita,Senate,17,http://politici.openpolis.it/politico/mario-monti/617999,http://politici.openpolis.it/politician/picture?content_id=617999,http://www.facebook.com/MarioMonti.ufficiale,mailto:http://www.facebook.com/MarioMonti.ufficiale,https://twitter.com/#!/SenatoreMonti
504479,Morgoni Mario,Morgoni,Partito Democratico,Marche,Senate,17,http://politici.openpolis.it/politico/mario-morgoni/504479,http://politici.openpolis.it/politician/picture?content_id=504479,"","",https://twitter.com/#!/mariomorgoni
687068,Moronese Vilma,Moronese,Movimento 5 stelle,Campania,Senate,17,http://politici.openpolis.it/politico/vilma-moronese/687068,http://politici.openpolis.it/politician/picture?content_id=687068,"",http://www.facebook.com/vilma.moronese,https://twitter.com/#!/vilmamoronese
685833,Morra Nicola,Morra,Movimento 5 stelle,Calabria,Senate,17,http://politici.openpolis.it/politico/nicola-morra/685833,http://politici.openpolis.it/politician/picture?content_id=685833,"",http://www.facebook.com/nicola.morra.98,""
249413,MOSCARDELLI Claudio,MOSCARDELLI,Partito Democratico,Lazio,Senate,17,http://politici.openpolis.it/politico/claudio-moscardelli/249413,http://politici.openpolis.it/politician/picture?content_id=249413,segreteriamoscardelli@gmail.com,"",https://twitter.com/#!/ClaMoscardelli
685948,Mucchetti Massimo,Mucchetti,Partito Democratico,Lombardia,Senate,17,http://politici.openpolis.it/politico/massimo-mucchetti/685948,http://politici.openpolis.it/politician/picture?content_id=685948,"","",""
332759,MUNERATO Emanuela,MUNERATO,Gruppo Misto,Veneto,Senate,17,http://politici.openpolis.it/politico/emanuela-munerato/332759,http://politici.openpolis.it/politician/picture?content_id=332759,"","",https://twitter.com/#!/ManuMunerato
686966,Mussini Maria,Mussini,Gruppo Misto,Emilia-Romagna,Senate,17,http://politici.openpolis.it/politico/maria-mussini/686966,http://politici.openpolis.it/politician/picture?content_id=686966,"",http://www.facebook.com/mariamussini5stelle,https://twitter.com/#!/MariaMussini
234249,NACCARATO Paolo,NACCARATO,Grandi autonomie e libertà,Lombardia,Senate,17,http://politici.openpolis.it/politico/paolo-naccarato/234249,http://politici.openpolis.it/politician/picture?content_id=234249,"","",""
1657,NAPOLITANO Giorgio,NAPOLITANO,Gruppo per le autonomie-Psi,"",Senate,17,http://politici.openpolis.it/politico/giorgio-napolitano/1657,http://politici.openpolis.it/politician/picture?content_id=1657,napolitano_g@posta.senato.it,"",""
4836,NENCINI Riccardo,NENCINI,Gruppo per le autonomie-Psi,Marche,Senate,17,http://politici.openpolis.it/politico/riccardo-nencini/4836,http://politici.openpolis.it/politician/picture?content_id=4836,riccardonencini@partitosocialista.itmailto:riccardo.nencini@senato.it,https://www.facebook.com/pages/Riccardo-Nencini/44304215795,https://twitter.com/#!/nencinipsi
685957,Nugnes Paola,Nugnes,Movimento 5 stelle,Campania,Senate,17,http://politici.openpolis.it/politico/paola-nugnes/685957,http://politici.openpolis.it/politician/picture?content_id=685957,"",http://www.facebook.com/paola.nugnes,https://twitter.com/#!/paolanugnes1
685869,Olivero Andrea,Olivero,Gruppo per le autonomie-Psi,Piemonte,Senate,17,http://politici.openpolis.it/politico/andrea-olivero/685869,http://politici.openpolis.it/politician/picture?content_id=685869,"","",https://twitter.com/#!/AndreaOlivero
