id,name,area,state,chamber,group,group_id,image,term,source
787,FAKEYE OLUFEMI,"Boluwaduro/Ifedayo/Illa, Osun State",Osun State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/787
882,FALEKE ABIODUN,"Ikeja, Lagos State",Lagos State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/882
628,FARUK MUHAMMADU,"Bida/Gbako/Katcha, Niger State",Niger State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/628
930,FIJABI AKINADE,"Ibadan North West/South West, Oyo State",Oyo State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/930
670,FRANCIS UDUYOK,"Ikot Abasi/Mkpat Enin/Eastern Obolo, Akwa Ibom State",Akwa Ibom State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/670
753,fulata abubakar,"Birniwa/Guri/Kiri-Kasamma, Jigawa State",Jigawa State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/753.jpg,2015,http://www.nass.gov.ng/mp/profile/753
639,GABRIEL ONYENWIFE,"Oyi/Ayamelum, Anambra State",Anambra State,House of Representatives,All Progressives Grand Alliance,APGA,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/639
793,GAFARU AKINTAYO,"Ayedire/Iwo/Ola-Oluwa, Osun State",Osun State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/793
925,galadima zakariya'u,"Bade/Jakusko, Yobe State",Yobe State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/925
738,GARBA AHMED,"Bichi, Kano State",Kano State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/738
537,GARBA MOHAMMED,"Gwale, Kano State",Kano State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/537.jpg,2015,http://www.nass.gov.ng/mp/profile/537
686,GARBA MUHAMMAD,"Sabon Gari, Kaduna State",Kaduna State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/686
926,garba sabo,"Nangere/Potiskum, Yobe State",Yobe State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/926
775,GARBA UMAR,"Sumaila/Takai, Kano State",Kano State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/775
741,GAZA GBEFWI,"Keffi/Karu/Kokona, Nassarawa State",Nassarawa State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/741
884,GOGO TAMUNO,"Okrika/Ogu-Bolo, Rivers State",Rivers State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/884
620,GONI BUKAR,"Bursari/Geidam/Yunusari, Yobe State",Yobe State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/620
505,GOODLUGK OPIAH,", State",State,"",Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/505
509,GOODLUGK OPIAH,", State",State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/509
510,GOODLUGK OPIAH,", State",State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/510
924,Gumau Yahaya,"Toro, Bauchi State",Bauchi State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/924
725,HAMMAN-JULDE GARBA,"Bali/Gassol, Taraba State",Taraba State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/725
736,HASSAN ABUBAKAR III,"Sokoto North/Sokoto South, Sokoto State",Sokoto State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/736
513,HASSAN ADAMU,"Birnin-Gwari/Giwa, Kaduna State",Kaduna State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/513
556,Hassan Omale,"Ankpa/Omala/Olamaboro, Kogi State",Kogi State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/556.jpg,2015,http://www.nass.gov.ng/mp/profile/556
868,HASSAN SALEH,"Eti-Osa, Lagos State",Lagos State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/868
872,hassan yuguda,"Gwaram, Jigawa State",Jigawa State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/872
678,HENRY ARCHIBONG,"Itu/Ibiono Ibom, Akwa Ibom State",Akwa Ibom State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/678
665,HENRY NWAWUBA,"Mbaitolu/ikeduru, Imo State",Imo State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/665
551,HERMAN HEMBE,"Vandeikya/Konshisha, Benue State",Benue State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/551
621,husaini abubakar,"Zurmi/Shinkafi, Zamfara State",Zamfara State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/621
625,Husaini Suleiman,"Arewa/Dandi, Kebbi State",Kebbi State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/625
690,IBORO EKANEM,"Ikono/ Ini, Akwa Ibom State",Akwa Ibom State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/690
691,IBRAHIM ABDULLAHI,"Dutse/Kiyawa, Jigawa State",Jigawa State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/691
871,Ibrahim Baba,"Katagum, Bauchi State",Bauchi State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/871
728,IBRAHIM DANMAZARI,"Musawa/Matazu, Katsina State",Katsina State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/728
643,Ibrahim Isiaka,"Ifo/Ewekoro, Ogun State",Ogun State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/643
828,IDAGBO OCHIGLEGOR,"Bekwarra/Obudu/Obanliku, Cross River State",Cross River State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/828
766,idris Ahmed,"Wase, Plateau State",Plateau State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/766
568,IDUMA IGARIWEY,"Afikpo North/Afikpo South, Ebonyi State",Ebonyi State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/568.jpg,2015,http://www.nass.gov.ng/mp/profile/568
762,igbokwe raphael,"Ahiazu Mbaise/Ezinihitte, Imo State",Imo State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/762
777,IKANI OKOLO,"Dekina/Bassa, Kogi State",Kogi State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/777
909,IOREMBER WAYO,"Kwande/Ushongo, Benue State",Benue State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/909
590,IROM MICHAEL,"Obubra/Etung, Cross River State",Cross River State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/590.jpg,2015,http://www.nass.gov.ng/mp/profile/590
899,ISA MOHAMMED,"Jama’are/Itas-Gadau, Bauchi State",Bauchi State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/899
717,ISA SALIHU,"Gudu/Tangaza, Sokoto State",Sokoto State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/717
919,isah ibrahim,"Tsafe/Gusau, Zamfara State",Zamfara State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/919
565,ISAH MURTALA,"Kankara/Sabuwa/Faskari, Katsina State",Katsina State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/565.jpg,2015,http://www.nass.gov.ng/mp/profile/565
566,Ismaila Gadaka,"Fika/Fune, Yobe State",Yobe State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/566.jpg,2015,http://www.nass.gov.ng/mp/profile/566
601,Istifanus Gyang,"Barkin Ladi/Riyom, Plateau State",Plateau State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/601.jpg,2015,http://www.nass.gov.ng/mp/profile/601
527,JACOBSON BARINEKA,"Tai/Eleme/Oyigbo, Rivers State",Rivers State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/527.jpg,2015,http://www.nass.gov.ng/mp/profile/527
529,JEPHTHAH FOINGHA,"Brass/Nembe, Bayelsa State",Bayelsa State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/529.jpg,2015,http://www.nass.gov.ng/mp/profile/529
573,JIBRIN SANTUMARI,"Askira-Uba/Hawul, Borno State",Borno State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/573.jpg,2015,http://www.nass.gov.ng/mp/profile/573
588,JIBRIN SATUMARI,"Jos South/East, Plateau State",Plateau State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/588.jpg,2015,http://www.nass.gov.ng/mp/profile/588
748,Jika Haliru,"Darazo/Gunjuwa, Bauchi State",Bauchi State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/748.jpg,2015,http://www.nass.gov.ng/mp/profile/748
648,JIMOH ABDUL,"Lagos Mainland, Lagos State",Lagos State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/648
624,JIMOH OJUGBELE,"Ado-Odo/Ota, Ogun State",Ogun State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/624
595,Johnbull Shekarau,"Mikang/Quan.Pan/Shendam, Plateau State",Plateau State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/595.jpg,2015,http://www.nass.gov.ng/mp/profile/595
739,JOHNSON EHIOZUWA,"Egor/Ikpoba-okha, Edo State",Edo State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/739
699,JOSEPH BAMGBOSE,"Badagry, Lagos State",Lagos State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/699
850,julius pondi,"Burutu, Delta State",Delta State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/850
676,KABIR SHAIBU,"Rimi/Charanchi/Batagarawa, Katsina State",Katsina State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/676
939,KABIRU ACHIDA,"Wurno/Rabah, Sokoto State",Sokoto State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/939
794,KAYODE OLADELE,"Imeko Afon/Egbado North, Ogun State",Ogun State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/794
501,Kehinde Agboola,"Ikole/Oye, Ekiti State",Ekiti State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/501
839,KENNETH CHIKERE,"Port Harcourt 1, Rivers State",Rivers State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/839
608,KHADIJA BUKAR .A.,"Damaturu/Gujba/Gulani/Tarmuwa, Yobe State",Yobe State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/608
729,KHAMISU AHM AHMED,"Gombe,kwami &Funakaye, Gombe State",Gombe State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/729
959,Kurmi Gashaka,"Gashaka/Kurmi/Sardauna, Taraba State",Taraba State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/959
646,KWAMOTI LAORI,"Demsa/Numan/Lamurde, Adamawa State",Adamawa State,House of Representatives,Social Democratic Party,SDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/646
779,KWEWUM SHAWULU,"Donga/Ussa/Takum/Special Area, Taraba State",Taraba State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/779
260,LAWAL B/TUDU,"Gummi/Bukkuyum, Zamfara State",Zamfara State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/260.jpg,2015,http://www.nass.gov.ng/mp/profile/260
564,LAWALI HASSAN,"Anka/Mafara, Zamfara State",Zamfara State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/564.jpg,2015,http://www.nass.gov.ng/mp/profile/564
515,LAZARUS OGBEE,"Ikwo/Ezza South, Ebonyi State",Ebonyi State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/515.jpg,2015,http://www.nass.gov.ng/mp/profile/515
666,"linus okorie,fca","Ohaukwu/Ebonyi, Ebonyi State",Ebonyi State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/666
878,lucas gideon,"Kaura, Kaduna State",Kaduna State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/878
570,MAHHUD MAINA,"Dikwa/Mafaf/Konduga, Borno State",Borno State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/570.jpg,2015,http://www.nass.gov.ng/mp/profile/570
616,MALLAM GANA,"Kukawa/Mobbar/Abadam/Guzamalai, Borno State",Borno State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/616
701,MALLE AMINU,"Jalingo/Yorro/Zing, Taraba State",Taraba State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/701
626,MARK GBILLAH,"Gwer East/Gwer West, Benue State",Benue State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/626
953,Marshal Sunday,"Zangon Kataf/Jaba, Kaduna State",Kaduna State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/953
688,MAYOWA AKINFOLARIN,"Ileoluji-Okeibo/Odigbo, Ondo State",Ondo State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/688
904,memga Emmanuel,"Katsina-Ala/Ukum/Logo, Benue State",Benue State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/904
830,michael omobgehin,"Okitipupa/Irele, Ondo State",Ondo State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/830
881,mohammed danlami,"Dutsin-ma/Kurfi, Katsina State",Katsina State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/881
663,MOHAMMED GARBA,"Gamawa, Bauchi State",Bauchi State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/663
789,MOHAMMED MAHMUD,"Agaie/Lapai, Niger State",Niger State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/789
720,MOHAMMED MONGUNO,"Jere, Borno State",Borno State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/720
784,MOHAMMED ONAWO,"Awe/Doma/Keana, Nassarawa State",Nassarawa State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/784
555,MOHAMMED SANDA,"Kaga/Gubio/Magumeri, Borno State",Borno State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/555.jpg,2015,http://www.nass.gov.ng/mp/profile/555
607,Mohammed Sani,"Rano/Bunkure/Kibiya, Kano State",Kano State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/607.jpg,2015,http://www.nass.gov.ng/mp/profile/607
713,MOHAMMED ZAKARI,"Baruten/Kaiama, Kwara State",Kwara State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/713
724,MUHAMMAD ABDU,"Alkaleri/Kirfi, Bauchi State",Bauchi State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/724
585,MUHAMMAD ABUBAKAR,"Igabi, Kaduna State",Kaduna State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/585.jpg,2015,http://www.nass.gov.ng/mp/profile/585
549,MUHAMMAD BOYI,"Ringim/Taura, Jigawa State",Jigawa State,House of Representatives,All Progressives Grand Alliance,APGA,http://www.nass.gov.ng/images/mps/549.jpg,2015,http://www.nass.gov.ng/mp/profile/549
804,MUHAMMAD JEGA,"Gwandu/Aliero/Jega, Kebbi State",Kebbi State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/804
749,MUHAMMAD MUSA,"Soba, Kaduna State",Kaduna State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/749.jpg,2015,http://www.nass.gov.ng/mp/profile/749
657,MUHAMMAD USMAN,"Makarfi/Kudan, Kaduna State",Kaduna State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/657
693,MUHAMMADU MUHTARI,"Kura/Madobi/Garun Malam, Kano State",Kano State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/693
596,MUHAMMED ALI,"Wudil/Garko, Kano State",Kano State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/596.jpg,2015,http://www.nass.gov.ng/mp/profile/596
681,MUHAMMED GUDAJI,"Kazaure/Roni/Gwiwa/Yankwashi, Jigawa State",Jigawa State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/681
637,MUHAMMED IDIRISU,"Ajaokuta, Kogi State",Kogi State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/637
843,muhd lawal,"Lere, Kaduna State",Kaduna State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/843
672,MUKAILA KASSIM,"Abeokuta North/ Obafemi- Owode/Odeda, Ogun State",Ogun State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/672
918,MUNIR DANAGUNDI,"Kumbosto, Kano State",Kano State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/918
545,MUNTARI DADNDUTSE,"Funtua/Dandume, Katsina State",Katsina State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/545.jpg,2015,http://www.nass.gov.ng/mp/profile/545
574,MUSA SARKIN,"Goronyo/Gada, Sokoto State",Sokoto State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/574.jpg,2015,http://www.nass.gov.ng/mp/profile/574
593,MUSTAPHA BALA,"Dawakin Kudu/Warawa, Kano State",Kano State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/593.jpg,2015,http://www.nass.gov.ng/mp/profile/593
627,MUTIU SHADIMU,"Oshodi-Isolo I, Lagos State",Lagos State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/627
933,NASIRU BABALLE,"Tarauni, Kano State",Kano State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/933
682,NASIRU SULE,"Gwarzo/Ikabo, Kano State",Kano State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/682
543,NASSIR ALI,"Nassarawa, Kano State",Kano State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/543.jpg,2015,http://www.nass.gov.ng/mp/profile/543
599,NGORO AGIBE,"Ikom/Boki, Cross River State",Cross River State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/599.jpg,2015,http://www.nass.gov.ng/mp/profile/599
841,nicholas mutu,"Bomadi/Patani, Delta State",Delta State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/841
848,NICHOLAS SHEHU,"Jemaa/Sanga, Kaduna State",Kaduna State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/848
906,Nkem Uzoma,"Ukwa East/Ukwa West, Abia State",Abia State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/906
847,Nnenna Elendu,"Bende, Abia State",Abia State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/847
697,NSE EKPENYONG,"Oron/Mbo/Okobo/UrueOffong/Oruko/Udung-Uko, Akwa Ibom State",Akwa Ibom State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/697
306,NSIEGBE IBIBA,"Port Harcourt 2, Rivers State",Rivers State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/306.jpg,2015,http://www.nass.gov.ng/mp/profile/306
761,O.PALLY IRIASE,"Owan West/East, Edo State",Edo State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/761.jpg,2015,http://www.nass.gov.ng/mp/profile/761
768,ochepo adamu,"Apa/Agatu, Benue State",Benue State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/768
705,OFONGO HENRY,"Southern Ijaw, Bayelsa State",Bayelsa State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/705
618,OGBEIDE-IHAMA OMOREGIE,"Oredo, Edo State",Edo State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/618
689,OGHENE EMMANUEL,"Amuwo Odofin, Lagos State",Lagos State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/689
905,OGOR OKUWEH,"Isoko North/South, Delta State",Delta State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/905.jpg,2015,http://www.nass.gov.ng/mp/profile/905
765,OHIOZOJEH AKPATASON,"Akoko-Edo, Edo State",Edo State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/765
880,OKAFOR JOHN,"Ehimembano/ihitte Uboma/Obowo, Imo State",Imo State,House of Representatives,All Progressives Congress,APC,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/880
629,Okechukwu Eze,"Anaocha/Njikoka/Dunukofia, Anambra State",Anambra State,House of Representatives,Peoples Democratic Party,PDP,http://www.nass.gov.ng/images/mps/avatar.jpg,2015,http://www.nass.gov.ng/mp/profile/629
