id,name,party,area,image,email,term,source
4803412,Susana Montaner Formoso,PARTIDO COLORADO,TACUAREMBO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot03412.jpg,smontaner@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4803412&SinActPar=s
4800149,Ope Pasquet Iribarne,PARTIDO COLORADO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot00149.jpg,opasquet@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4800149&SinActPar=s
4811602,Adrián Peña,PARTIDO COLORADO,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11602.jpg,apena@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811602&SinActPar=s
4811589,Valentina Rapela,PARTIDO COLORADO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11589.jpg,vrapela@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811589&SinActPar=s
4811597,Conrado Rodríguez,PARTIDO COLORADO,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot11597.jpg,conrodriguez@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4811597&SinActPar=s
4809973,Walter Verri,PARTIDO COLORADO,PAYSANDU,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09973.jpg,wverri@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809973&SinActPar=s
4800196,Tabaré Viera Duarte,PARTIDO COLORADO,RIVERA,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot00196.jpg,tviera@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4800196&SinActPar=s
4802912,Iván Posada,PARTIDO INDEPENDIENTE,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot02912.jpg,iposada@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4802912&SinActPar=s
4809972,Daniel Radío,PARTIDO INDEPENDIENTE,CANELONES,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot09972.jpg,dradio_sec@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4809972&SinActPar=s
4800320,Heriberto Sosa Acosta,PARTIDO INDEPENDIENTE,MALDONADO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot00320.jpg,hsosa@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4800320&SinActPar=s
4805252,Eduardo Rubio,PARTIDO ASAMBLEA POPULAR,MONTEVIDEO,http://www.parlamento.gub.uy/htmlstat/pl/legisl/fotos/Fot05252.jpg,edurubio@parlamento.gub.uy,48,http://www.parlamento.gub.uy/palacio3/legisladores/legislador.asp?ID=4805252&SinActPar=s
