id,name__fi,name,wikipedia__fi,name__sv,wikipedia__sv,name__en,wikipedia__en,image,gender,birth_date,identifier__freebase,given_name,website,identifier__ISNI,identifier__VIAF,identifier__LCAuth,identifier__EuroparlMEP,identifier__GND,identifier__BNF,identifier__IMDB,identifier__MusicBrainz,identifier__SELIBR,identifier__NTA,family_name,identifier__discogs,identifier__parlement,identifier__SUDOC,identifier__BIBSYS,identifier__Munzinger,twitter,facebook,death_date,identifier__IIAF,name__ru,name__fr,name__pl,name__nl,name__es,name__nb,name__da,name__nn,wikipedia__fr,wikipedia__pl,wikipedia__ru,name__it,name__de,name__et,name__lt,name__ca,name__uk,name__id,wikipedia__ca,wikipedia__es,wikipedia__et,wikipedia__id,wikipedia__lt,wikipedia__uk,name__en_ca,name__en_gb,wikipedia__commons,wikipedia__de,wikipedia__enwikiquote,wikipedia__fiwikiquote,name__io,name__ar,name__hu,wikipedia__ar,wikipedia__hu,wikipedia__io,wikipedia__no,name__tr,wikipedia__tr,name__sco,wikipedia__sco,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__eo,name__cs,name__fa,name__bg,name__zh,name__sk,wikipedia__bg,wikipedia__cs,wikipedia__da,wikipedia__eo,wikipedia__fa,wikipedia__it,wikipedia__pt,wikipedia__sk,wikipedia__zh,name__lv,wikipedia__lv,name__lb,name__he,name__ko,name__yo,name__ja,name__el,name__vi,name__sr,name__se,name__cy,name__os,name__be,name__pt_br,name__is,name__lmo,name__oc,name__la,wikipedia__be,wikipedia__cy,wikipedia__el,wikipedia__he,wikipedia__is,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__nl,wikipedia__os,wikipedia__plwikiquote,wikipedia__se,wikipedia__simple,wikipedia__sr,wikipedia__vi,wikipedia__yo,name__nan,name__eu,name__ie,name__ms,name__gl,name__sw,name__sh,name__sr_el,name__sr_ec,name__vep,name__nds,name__az,wikipedia__az,wikipedia__eu,wikipedia__gl,wikipedia__ie,wikipedia__ms,wikipedia__nds,wikipedia__oc,wikipedia__sh,wikipedia__sw,wikipedia__vep,wikipedia__zh_min_nan,name__hy,name__sl,name__hr,wikipedia__hr,wikipedia__hy,wikipedia__sl,name__ro,wikipedia__nn,wikipedia__ro,name__uz,name__de_ch,wikipedia__itwikiquote,wikipedia__uz,name__so,wikipedia__so,name__mg,wikipedia__mg,name__arz,name__ga,name__be_tarask,wikipedia__arz,wikipedia__be_x_old,wikipedia__ga,name__br,name__th,name__ilo,name__fo,name__ka,name__mr,wikipedia__br,wikipedia__fo,wikipedia__ilo,wikipedia__ka,wikipedia__mr,wikipedia__th,wikipedia__ukwikiquote,name__fy,wikipedia__fy,name__gsw
Q7427366,Sauli Ahvenjärvi,Sauli Ahvenjärvi,Sauli Ahvenjärvi,,,Sauli Ahvenjärvi,Sauli Ahvenjärvi,https://upload.wikimedia.org/wikipedia/commons/4/49/Sauli_Ahvenjärvi.jpg,male,1957-08-18,,,,,,,,,,,,,,,,,,,,,,,,,Sauli Ahvenjärvi,,Sauli Ahvenjärvi,Sauli Ahvenjärvi,,,,Sauli Ahvenjärvi,,,,Sauli Ahvenjärvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q777316,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,https://upload.wikimedia.org/wikipedia/commons/4/46/Sirkka-Liisa_Anttila.jpg,female,1943-12-20,/m/06w4j3l,,,,,,2296,,,,,,,,,,,,,,,,,,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,,,,Sirkka-Liisa Anttila,,,,,,,Sirkka-Liisa Anttila,,,,,,,,,,,,,,,,,Sirkka-Liisa Anttila,Sirkka-Liisa Anttila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q546665,Susanna Huovinen,Susanna Huovinen,Susanna Huovinen,Susanna Huovinen,Susanna Huovinen,Susanna Huovinen,Susanna Huovinen,https://upload.wikimedia.org/wikipedia/commons/c/c3/Susanna_Huovinen_Finland_BSPC_19_Mariehamn_aland_2010_(cropped).jpg,female,1972-06-10,/m/09rcfp,Susanna,,,,,,,,,,,,,,,,,,,,,,,Susanna Huovinen,Susanna Huovinen,Susanna Huovinen,Susanna Huovinen,,,,Susanna Huovinen,Susanna Huovinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Susanna Huovinen,Susanna Huovinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2565423,Tarja Filatov,Tarja Filatov,Tarja Filatov,Tarja Filatov,Tarja Filatov,Tarja Filatov,Tarja Filatov,https://upload.wikimedia.org/wikipedia/commons/5/53/Tarja_Filatov.jpg,female,1963-08-09,/m/09bjny,,,,,,,,,,,,,,,,,,,,,,,"Филатова, Тарья Катарина",Tarja Filatov,Tarja Filatov,Tarja Filatov,Tarja Filatov,Tarja Filatov,Tarja Filatov,Tarja Filatov,Tarja Filatov,Tarja Filatov,"Филатова, Тарья",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4353146,Teuvo Hakkarainen,Teuvo Hakkarainen,Teuvo Hakkarainen,Teuvo Hakkarainen,Teuvo Hakkarainen,Teuvo Hakkarainen,Teuvo Hakkarainen,https://upload.wikimedia.org/wikipedia/commons/3/3f/Teuvo_Hakkarainen.jpg,male,1960-04-12,,,,,,,,,,,,,,,,,,,,,,,,,Teuvo Hakkarainen,,Teuvo Hakkarainen,Teuvo Hakkarainen,,,,,,,,Teuvo Hakkarainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q297829,Tuija Brax,Tuija Brax,Tuija Brax,Tuija Brax,Tuija Brax,Tuija Brax,Tuija Brax,https://upload.wikimedia.org/wikipedia/commons/c/c3/Tuijabrax.jpg,female,1965-01-06,/m/05r_6j,Tuija,,,,,,,,,,,,,,,,,,,,,,,Tuija Brax,Tuija Brax,Tuija Brax,Tuija Brax,,,,Tuija Brax,Tuija Brax,,,Tuija Brax,Tuija Brax,,,,,,,Tuija Brax,,,,,,,Tuija Brax,,,,,,,,,,Tuija Brax,Tuija Brax,Tuija Brax,Tuija Brax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4959500,Anna Kontula,Anna Kontula,Anna Kontula,Anna Kontula,Anna Kontula,Anna Kontula,Anna Kontula,,female,1977-03-30,,Anna,,,,,,,,,,,,,,,,,,,,,,,Anna Kontula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7044113,Anne Kalmari,Anne Kalmari,Anne Kalmari,,,Anne Kalmari,Anne Kalmari,,female,1968-04-20,,Anne,,,,,,,,,,,,,,,,,,,,,,,Anne Kalmari,,,Anne Kalmari,,,,,,,,Anne Kalmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4768564,Anne Louhelainen,Anne Louhelainen,Anne Louhelainen,,,Anne Louhelainen,Anne Louhelainen,,female,1965-01-08,,Anne,,,,,,,,,,,,,,,,,,,,,,,Anne Louhelainen,,,,,,,,,,,Anne Louhelainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11852109,Antti Kaikkonen,Antti Kaikkonen,Antti Kaikkonen,,,Antti Kaikkonen,Antti Kaikkonen,https://upload.wikimedia.org/wikipedia/commons/c/ca/Antti_Kaikkonen.jpg,male,1974-02-14,,Antti,,,,,,,,,,,,,,,,,,,,,,,Antti Kaikkonen,,,Antti Kaikkonen,,,,,,,,Antti Kaikkonen,,,,,,,,,,,,,,Category:Antti Kaikkonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5347129,Eero Lehti,Eero Lehti,Eero Lehti,,,Eero Lehti,Eero Lehti,,male,1944-08-23,,Eero,,,,,,,,,,,,,,,,,,,,,,,Eero Lehti,,,,,,,,,,,Eero Lehti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7276180,Esko Kiviranta,Esko Kiviranta,Esko Kiviranta,,,Esko Kiviranta,Esko Kiviranta,,male,1950-09-02,,Esko,,,,,,,,,,,,,,,,,,,,,,,Esko Kiviranta,,,,,,,,,,,Esko Kiviranta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q718650,Ilkka Kanerva,Ilkka Kanerva,Ilkka Kanerva,Ilkka Kanerva,Ilkka Kanerva,Ilkka Kanerva,Ilkka Kanerva,https://upload.wikimedia.org/wikipedia/commons/6/61/Kanerva.jpg,male,1948-01-28,/m/02qqswf,Ilkka,,,,,,,,,,,,,,,,,,,,,,"Канерва, Илкка",Ilkka Kanerva,Ilkka Kanerva,Ilkka Kanerva,Ilkka Kanerva,Ilkka Kanerva,Ilkka Kanerva,Ilkka Kanerva,Ilkka Kanerva,Ilkka Kanerva,"Канерва, Илкка",Ilkka Kanerva,Ilkka Kanerva,Ilkka Kanerva,,Ilkka Kanerva,Ілкка Канерва,,Ilkka Kanerva,,Ilkka Kanerva,,,Ілкка Канерва,,,Category:Ilkka Kanerva,Ilkka Kanerva,,,,,,,,,Ilkka Kanerva,,,Ilkka Kanerva,,,,,,,,,,,,,,,,,,,,Ilkka Kanerva,,,,Ilka Kanerva,Ilka Kanerva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11866071,Jari Lindström,Jari Lindström,Jari Lindström,Jari Lindström,Jari Lindström,Jari Lindström,Jari Lindström,,male,1965-06-28,,Jari,,,,,,,,,,,,,,,,,,,,,,,,Jari Lindström,,,,,,,Jari Lindström,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6216388,Johanna Karimäki,Johanna Karimäki,Johanna Karimäki,,,Johanna Karimäki,Johanna Karimäki,https://upload.wikimedia.org/wikipedia/commons/4/42/Johanna_Karimäki.jpg,female,1973-03-20,,Johanna,,,,,,,,,,,,,,,,,,,,,,,Johanna Karimäki,,,,,,,,,,,Johanna Karimäki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3781266,Johannes Koskinen,Johannes Koskinen,Johannes Koskinen,,,Johannes Koskinen,Johannes Koskinen,,male,1954-12-10,/m/07n12l,Johannes,,,,,,,,,,,,,,,,,,,,,,,Johannes Koskinen,Johannes Koskinen,Johannes Koskinen,Johannes Koskinen,,,,Johannes Koskinen,Johannes Koskinen,,,,,,Johannes Koskinen,,,Johannes Koskinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57638,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,"https://upload.wikimedia.org/wikipedia/commons/f/fa/EPP_Summit_June_2011_-_Katainen,_Barroso_2_cropped.jpg",male,1971-10-14,/m/040pnn,Jyrki,http://www.jyrkikatainen.net,,,,,,,nm1733555,,,,,,,,,,,,,,"Катайнен, Юрки",Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,"Катайнен, Юрки",Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Юркі Катайнен,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Юркі Катайнен,,,Category:Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,يوركي كتاينن,Jyrki Katainen,يوركي كتاينن,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,,,,,,,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,یورکی کتاینن,Юрки Катайнен,于爾基·卡泰寧,,Юрки Катайнен,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,یورکی کاتاینن,Jyrki Katainen,Jyrki Katainen,,于爾基·卡泰寧,Jirki Katainens,Jirki Katainens,Jyrki Katainen,ירקי קאטאינן,이위르키 카타이넨,Jyrki Katainen,ユルキ・カタイネン,Γίρκι Κατάινεν,Jyrki Katainen,Јирки Катајнен,Jyrki Katainen,Jyrki Katainen,Катайнен,Юркі Катайнен,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Юркі Катайнен,Jyrki Katainen,Γίρκι Κατάινεν,ירקי קאטאינן,Jyrki Katainen,ユルキ・カタイネン,이위르키 카타이넨,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,"Катайнен, Юрки",Jyrki Katainen,Jyrki Katainen,Jyrki Katainen,Јирки Катајнен,Jyrki Katainen,Jyrki Katainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2332874,Krista Kiuru,Krista Kiuru,Krista Kiuru,Krista Kiuru,Krista Kiuru,Krista Kiuru,Krista Kiuru,https://upload.wikimedia.org/wikipedia/commons/e/e5/Krista_Kiuru.png,female,1974-08-05,,Krista,,,,,,,,,,,,,,,,,,,,,,"Киуру, Криста",Krista Kiuru,Krista Kiuru,Krista Kiuru,,Krista Kiuru,Krista Kiuru,Krista Kiuru,Krista Kiuru,Krista Kiuru,"Киуру, Криста",,Krista Kiuru,Krista Kiuru,,,,,,,Krista Kiuru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105068,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,https://upload.wikimedia.org/wikipedia/commons/a/ab/Mari_Kiviniemi_0c181_8532-3.jpg,female,1968-09-27,/m/064l516,Mari,,,,,,,,,,,,,,vigacce9c3xt,,,,,,,,"Кивиниеми, Мари",Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,"Кивиниеми, Мари",Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Марі Ківініемі,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Марі Ківініемі,,,,Mari Kiviniemi,,Mari Kiviniemi,Mari Kiviniemi,ماري كيفينييمي,Mari Kiviniemi,ماري كيفينييمي,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,玛丽·基维涅米,瑪麗·基維涅米,瑪麗·基維涅米,玛丽·基维涅米,玛丽·基维涅米,瑪麗·基維涅米,Mari Kiviniemi,,Mari Kiviniemiová,ماری کیوینیمی,Мари Кивиниеми,玛丽·基维涅米,Mari Kiviniemiová,Мари Кивиниеми,Mari Kiviniemiová,Mari Kiviniemi,,ماری کیوینیمی,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemiová,玛丽·基维涅米,,,Mari Kiviniemi,מארי קיביניימי,마리 키비니에미,Mari Kiviniemi,マリ・キビニエミ,,,Мари Кивинијеми,Mari Kiviniemi,,,Мары Ківініемі,,Mari Kiviniemi,,Mari Kiviniemi,,Мары Ківініемі,,,מארי קיביניימי,Mari Kiviniemi,マリ・キビニエミ,마리 키비니에미,,Mari Kiviniemi,,Mari Kiviniemi,,Mari Kiviniemi,Mari Kiviniemi,,Мари Кивинијеми,,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kivinijemi,Мари Кивинијеми,Kiviniemi Mari,Mari Kiviniemi,Mari Kiviniyemi,Mari Kiviniyemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Mari Kiviniemi,Kiviniemi Mari,Mari Kiviniemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16984994,Maria Lohela,Maria Lohela,Maria Lohela,,,Maria Lohela,Maria Lohela,https://upload.wikimedia.org/wikipedia/commons/f/f2/Maria_Lohela_2015.jpg,female,1978-06-11,,Maria,,,,,,,,,,,,,,,,,,,,,,"Лохела, Мария",,Maria Lohela,,,,,,,Maria Lohela,"Лохела, Мария",Maria Lohela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Lohela,Maria Lohela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1335319,Martti Korhonen,Martti Korhonen,Martti Korhonen,Martti Korhonen,Martti Korhonen,Martti Korhonen,Martti Korhonen,,male,1953-02-27,/m/0284vqx,Martti,,,,,,,,,,,,,,,,,,,,,,,Martti Korhonen,Martti Korhonen,Martti Korhonen,Martti Korhonen,,,,,Martti Korhonen,,,Martti Korhonen,,,,,,,,,,,,,,,Martti Korhonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q460676,Merja Kyllönen,Merja Kyllönen,Merja Kyllönen,Merja Kyllönen,Merja Kyllönen,Merja Kyllönen,Merja Kyllönen,https://upload.wikimedia.org/wikipedia/commons/4/4b/Merja_Kyllönen.jpg,female,1977-01-25,,Merja,,,,,124736,,,,,,,,,,,,,,,,,"Кюллёнен, Мерья",Merja Kyllönen,Merja Kyllönen,Merja Kyllönen,,,,,Merja Kyllönen,Merja Kyllönen,"Кюллёнен, Мерья",,Merja Kyllönen,,,,,,,,,,,,,,,Merja Kyllönen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5413481,Miapetra Kumpula-Natri,Miapetra Kumpula-Natri,Miapetra Kumpula-Natri,,,Miapetra Kumpula-Natri,Miapetra Kumpula-Natri,https://upload.wikimedia.org/wikipedia/commons/e/e0/Miapetra_Kumpula-Natri_cropped.jpg,female,1972-05-19,,,,,,,124735,,,,,,,,,,,,,,,,,,Miapetra Kumpula-Natri,Miapetra Kumpula-Natri,Miapetra Kumpula-Natri,,,,,Miapetra Kumpula-Natri,Miapetra Kumpula-Natri,,,Miapetra Kumpula-Natri,,,,,,,,,,,,,,,Miapetra Kumpula-Natri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3180769,Paula Lehtomäki,Paula Lehtomäki,Paula Lehtomäki,Paula Lehtomäki,Paula Lehtomäki,Paula Lehtomäki,Paula Lehtomäki,https://upload.wikimedia.org/wikipedia/commons/f/f3/Paula_lehtomaki_b6dn202_1778.jpg,female,1972-11-29,/m/05b9s1,Paula,,,,,,,,,,,,,,,,,,,,,,"Лехтомяки, Паула",Paula Lehtomäki,Paula Lehtomäki,Paula Lehtomäki,Paula Lehtomäki,,,,Paula Lehtomäki,Paula Lehtomäki,"Лехтомяки, Паула",Paula Lehtomäki,Paula Lehtomäki,,,,,,,,,,,,,,,,Paula Lehtomäki,Paula Lehtomäki,,باولا لهتوماكي,,باولا لهتوماكي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q433545,Pauli Kiuru,Pauli Kiuru,Pauli Kiuru,Pauli Kiuru,Pauli Kiuru,Pauli Kiuru,Pauli Kiuru,,male,1962-12-08,,Pauli,,,,,,,,,,,,,,,,,,,,,,,Pauli Kiuru,,Pauli Kiuru,,,,,Pauli Kiuru,,,,Pauli Kiuru,,,,,,,,,,,,,,,Pauli Kiuru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pauli Kiuru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11887897,Pia Kauma,Pia Kauma,Pia Kauma,,,Pia Kauma,Pia Kauma,,female,1966-10-20,,Pia,,,,,,,,,,,,,,,,,,,,,,,,Pia Kauma,,,,,,,Pia Kauma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3098641,Seppo Kääriäinen,Seppo Kääriäinen,Seppo Kääriäinen,Seppo Kääriäinen,Seppo Kääriäinen,Seppo Kääriäinen,Seppo Kääriäinen,,male,1948-03-29,/m/09bjbv,Seppo,,,38390128,,,,,,,,,,,,,,,,,,,,Seppo Kääriäinen,Seppo Kääriäinen,Seppo Kääriäinen,Seppo Kääriäinen,,,,Seppo Kääriäinen,Seppo Kääriäinen,,,Seppo Kääriäinen,Seppo Kääriäinen,,,,,,,Seppo Kääriäinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6304985,Timo Kalli,Timo Kalli,Timo Kalli,Timo Kalli,Timo Kalli,Timo Kalli,Timo Kalli,,male,1947-02-22,,Timo,,,,,,,,,,,,,,,,,,,,,,,Timo Kalli,Timo Kalli,Timo Kalli,,,,,,Timo Kalli,,,Timo Kalli,,,,,,,,,,,,,,,,,,,,,,,,,,,Timo Kalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7806872,Timo Korhonen (kitaristi),Timo Korhonen (kitaristi),Timo Korhonen (kitaristi),,,Timo Korhonen,Timo Korhonen,,male,1964-11-06,,Timo,,,74043941,,,,,,fa06e39c-a60c-4f8e-a262-4fa339f838eb,,,,636998,,,,,,,,,,,,,,,,,,,,,Timo Korhonen,timo korhonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
