id,birth_date,name,sort_name,family_name,given_name,image,source,term,party,party_id,start_date,end_date
mp_NaimJerliu,1969-11-02,Naim Jerliu,Jerliu Naim,Jerliu,Naim,http://files.parldata.eu/kv/kuvendi/people/mp_NaimJerliu/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,396&secid=102&legid=2",chamber_2001-11-17,Unknown,_unknown,,
mp_NaimMaloku,"",Naim Maloku,Maloku Naim,Maloku,Naim,http://files.parldata.eu/kv/kuvendi/people/mp_NaimMaloku/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,604&secid=102&legid=3",chamber_2001-11-17,Grupi Parlamentar i AAK-së,parliamentary_group_3,2001-11-17,2004-11-23
mp_NekibeKelmendi,1944-05-11,Nekibe Kelmendi,Kelmendi Nekibe,Kelmendi,Nekibe,"","http://www.kuvendikosoves.org/?cid=1,158,555&secid=102&legid=3",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_NerxhivaneDauti,"",Nerxhivane Dauti,Dauti Nerxhivane,Dauti,Nerxhivane,http://files.parldata.eu/kv/kuvendi/people/mp_NerxhivaneDauti/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,550&secid=102&legid=3",chamber_2001-11-17,Grupi Parlamentar i PDK-së,parliamentary_group_2,2001-11-17,2004-11-23
mp_NexhatDaci,"",Nexhat Daci,Daci Nexhat,Daci,Nexhat,http://files.parldata.eu/kv/kuvendi/people/mp_NexhatDaci/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,641&secid=102&legid=3",chamber_2001-11-17,Unknown,_unknown,,
mp_NimonAlimusaj,1946-10-30,Nimon Alimusaj,Alimusaj Nimon,Alimusaj,Nimon,http://files.parldata.eu/kv/kuvendi/people/mp_NimonAlimusaj/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,405&secid=102&legid=2",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_NurishaheHulaj,1955-03-06,Nurishahe Hulaj,Hulaj Nurishahe,Hulaj,Nurishahe,http://files.parldata.eu/kv/kuvendi/people/mp_NurishaheHulaj/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,576&secid=102&legid=3",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_OliverIvanović,1953-04-01,Oliver Ivanović,Ivanović Oliver,Ivanović,Oliver,http://files.parldata.eu/kv/kuvendi/people/mp_OliverIvanovi%C4%87/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,473&secid=102&legid=2",chamber_2001-11-17,Grupi Parlamentar i KP-së,parliamentary_group_4,2001-11-17,2004-11-23
mp_PetarRadosavljeviæ,1952-04-04,Petar Radosavljeviæ,Radosavljeviæ Petar,Radosavljeviæ,Petar,http://files.parldata.eu/kv/kuvendi/people/mp_PetarRadosavljevi%C3%A6/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,386&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i KP-së,parliamentary_group_4,2001-11-17,2004-11-23
mp_QazimKabashi,1949-05-01,Qazim Kabashi,Kabashi Qazim,Kabashi,Qazim,http://files.parldata.eu/kv/kuvendi/people/mp_QazimKabashi/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,157&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_RadaTrajkoviæ,"",Rada Trajkoviæ,Trajkoviæ Rada,Trajkoviæ,Rada,http://files.parldata.eu/kv/kuvendi/people/mp_RadaTrajkovi%C3%A6/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,781&secid=102&legid=4",chamber_2001-11-17,Grupi Parlamentar i KP-së,parliamentary_group_4,2001-11-17,2004-11-23
mp_RamadanBKelmendi,1952-02-12,Ramadan B. Kelmendi,B. Kelmendi Ramadan,B. Kelmendi,Ramadan,http://files.parldata.eu/kv/kuvendi/people/mp_RamadanBKelmendi/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,406&secid=102&legid=2",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_RamushHaradinaj,"",Ramush Haradinaj,Haradinaj Ramush,Haradinaj,Ramush,http://files.parldata.eu/kv/kuvendi/people/mp_RamushHaradinaj/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,102,840",chamber_2001-11-17,Grupi Parlamentar i AAK-së,parliamentary_group_3,2001-11-17,2004-11-23
mp_RanðelNojkiæ,"",Ranðel Nojkiæ,Nojkiæ Ranðel,Nojkiæ,Ranðel,http://files.parldata.eu/kv/kuvendi/people/mp_Ran%C3%B0elNojki%C3%A6/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,344&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i KP-së,parliamentary_group_4,2001-11-17,2004-11-23
mp_RemzijeNimani,1944-03-04,Remzije Nimani,Nimani Remzije,Nimani,Remzije,http://files.parldata.eu/kv/kuvendi/people/mp_RemzijeNimani/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,401&secid=102&legid=2",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_RustemIbiI,1952-06-03,Rustem Ibii,Ibii Rustem,Ibii,Rustem,http://files.parldata.eu/kv/kuvendi/people/mp_RustemIbi%C2%9AI/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,360&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar 'Komunitetet tjera',parliamentary_group_5,2001-11-17,2004-11-23
mp_SabileBasha,1954-04-24,Sabile Basha,Basha Sabile,Basha,Sabile,http://files.parldata.eu/kv/kuvendi/people/mp_SabileBasha/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,273&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i PDK-së,parliamentary_group_2,2001-11-17,2004-11-23
mp_SabitRrahmani,"",Sabit Rrahmani,Rrahmani Sabit,Rrahmani,Sabit,http://files.parldata.eu/kv/kuvendi/people/mp_SabitRrahmani/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,503&secid=102&legid=2",chamber_2001-11-17,Grupi Parlamentar 'Komunitetet tjera',parliamentary_group_5,2001-11-17,2004-11-23
mp_SabitRrustemi,1960-11-15,Sabit Rrustemi,Rrustemi Sabit,Rrustemi,Sabit,http://files.parldata.eu/kv/kuvendi/people/mp_SabitRrustemi/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,151&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_SabriFejzullahu,1947-09-16,Sabri Fejzullahu,Fejzullahu Sabri,Fejzullahu,Sabri,http://files.parldata.eu/kv/kuvendi/people/mp_SabriFejzullahu/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,277&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i PDK-së,parliamentary_group_2,2001-11-17,2004-11-23
mp_SabriHamiti,"",Sabri Hamiti,Hamiti Sabri,Hamiti,Sabri,http://files.parldata.eu/kv/kuvendi/people/mp_SabriHamiti/image.5.jpeg,"http://www.kuvendikosoves.org/?cid=1,102,819",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_SadikIdrizi,"",Sadik Idrizi,Idrizi Sadik,Idrizi,Sadik,http://files.parldata.eu/kv/kuvendi/people/mp_SadikIdrizi/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,620&secid=102&legid=3",chamber_2001-11-17,Grupi Parlamentar 'Komunitetet tjera',parliamentary_group_5,2001-11-17,2004-11-23
mp_SadudinBerisha,1954-06-29,Sadudin Berisha,Berisha Sadudin,Berisha,Sadudin,"","http://www.kuvendikosoves.org/?cid=1,158,511&secid=102&legid=2",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_SahitKrasniqi,1958-01-16,Sahit Krasniqi,Krasniqi Sahit,Krasniqi,Sahit,http://files.parldata.eu/kv/kuvendi/people/mp_SahitKrasniqi/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,155&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_SalaAhmetaj,1950-07-12,Sala Ahmetaj,Ahmetaj Sala,Ahmetaj,Sala,http://files.parldata.eu/kv/kuvendi/people/mp_SalaAhmetaj/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,445&secid=102&legid=2",chamber_2001-11-17,Grupi Parlamentar i PDK-së,parliamentary_group_2,2001-11-17,2004-11-23
mp_SamijeZeqiraj,1951-11-17,Samije Zeqiraj,Zeqiraj Samije,Zeqiraj,Samije,http://files.parldata.eu/kv/kuvendi/people/mp_SamijeZeqiraj/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,398&secid=102&legid=2",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_SanijeAliaj,"",Sanije Aliaj,Aliaj Sanije,Aliaj,Sanije,http://files.parldata.eu/kv/kuvendi/people/mp_SanijeAliaj/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,567&secid=102&legid=3",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_SebahateKrasniqiGrajçevci,1958-09-22,Sebahate Krasniqi-Grajçevci,Krasniqi-Grajçevci Sebahate,Krasniqi-Grajçevci,Sebahate,http://files.parldata.eu/kv/kuvendi/people/mp_SebahateKrasniqiGraj%C3%A7evci/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,355&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i AAK-së,parliamentary_group_3,2001-11-17,2004-11-23
mp_SejdullahHoxha,1948-02-03,Sejdullah Hoxha,Hoxha Sejdullah,Hoxha,Sejdullah,http://files.parldata.eu/kv/kuvendi/people/mp_SejdullahHoxha/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,262&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i PDK-së,parliamentary_group_2,2001-11-17,2004-11-23
mp_ShefkiSejdiu,1936-06-08,Shefki Sejdiu,Sejdiu Shefki,Sejdiu,Shefki,http://files.parldata.eu/kv/kuvendi/people/mp_ShefkiSejdiu/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,266&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i PDK-së,parliamentary_group_2,2001-11-17,2004-11-23
mp_SlobodanBjeliæ,1949-07-21,Slobodan Bjeliæ,Bjeliæ Slobodan,Bjeliæ,Slobodan,http://files.parldata.eu/kv/kuvendi/people/mp_SlobodanBjeli%C3%A6/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,341&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i KP-së,parliamentary_group_4,2001-11-17,2004-11-23
mp_SmajlLatifi,1971-10-09,Smajl Latifi,Latifi Smajl,Latifi,Smajl,http://files.parldata.eu/kv/kuvendi/people/mp_SmajlLatifi/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,371&secid=102&legid=1",chamber_2001-11-17,Pa grup,parliamentary_group_6,2001-11-17,2004-11-23
mp_SmiljkaMilisavljeviæ,1952-08-27,Smiljka Milisavljeviæ,Milisavljeviæ Smiljka,Milisavljeviæ,Smiljka,http://files.parldata.eu/kv/kuvendi/people/mp_SmiljkaMilisavljevi%C3%A6/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,333&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i KP-së,parliamentary_group_4,2001-11-17,2004-11-23
mp_SofijeHargji,1950-04-26,Sofije Hargji,Hargji Sofije,Hargji,Sofije,http://files.parldata.eu/kv/kuvendi/people/mp_SofijeHargji/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,130&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_SokolÐorðeviæ,1964-06-06,Sokol Ðorðeviæ,Ðorðeviæ Sokol,Ðorðeviæ,Sokol,http://files.parldata.eu/kv/kuvendi/people/mp_Sokol%C3%90or%C3%B0evi%C3%A6/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,339&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i KP-së,parliamentary_group_4,2001-11-17,2004-11-23
mp_StojankaPetkoviæ,1956-08-22,Stojanka Petkoviæ,Petkoviæ Stojanka,Petkoviæ,Stojanka,http://files.parldata.eu/kv/kuvendi/people/mp_StojankaPetkovi%C3%A6/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,338&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i KP-së,parliamentary_group_4,2001-11-17,2004-11-23
mp_SvetomirSamardIæ,1948-04-05,Svetomir Samardiæ,Samardiæ Svetomir,Samardiæ,Svetomir,http://files.parldata.eu/kv/kuvendi/people/mp_SvetomirSamard%C2%9EI%C3%A6/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,347&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i KP-së,parliamentary_group_4,2001-11-17,2004-11-23
mp_SylejmanÇerkezi,"",Sylejman Çerkezi,Çerkezi Sylejman,Çerkezi,Sylejman,http://files.parldata.eu/kv/kuvendi/people/mp_Sylejman%C3%87erkezi/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,373&secid=102&legid=1",chamber_2001-11-17,Pa grup,parliamentary_group_6,2001-11-17,2004-11-23
mp_TeutaHadri,"",Teuta Hadri,Hadri Teuta,Hadri,Teuta,http://files.parldata.eu/kv/kuvendi/people/mp_TeutaHadri/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,544&secid=102&legid=3",chamber_2001-11-17,Grupi Parlamentar i PDK-së,parliamentary_group_2,2001-11-17,2004-11-23
mp_TomëHajdaraj,1958-03-19,Tomë Hajdaraj,Hajdaraj Tomë,Hajdaraj,Tomë,http://files.parldata.eu/kv/kuvendi/people/mp_Tom%C3%ABHajdaraj/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,147&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_VesnaJovanoviæ,"",Vesna Jovanoviæ,Jovanoviæ Vesna,Jovanoviæ,Vesna,http://files.parldata.eu/kv/kuvendi/people/mp_VesnaJovanovi%C3%A6/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,349&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar i KP-së,parliamentary_group_4,2001-11-17,2004-11-23
mp_XhavitHaliti,"",Xhavit Haliti,Haliti Xhavit,Haliti,Xhavit,http://files.parldata.eu/kv/kuvendi/people/mp_XhavitHaliti/image.5.jpeg,"http://www.kuvendikosoves.org/?cid=1,102,925",chamber_2001-11-17,Grupi Parlamentar i PDK-së,parliamentary_group_2,2001-11-17,2004-11-23
mp_XhelalCanziba,1958-07-19,Xhelal Canziba,Canziba Xhelal,Canziba,Xhelal,http://files.parldata.eu/kv/kuvendi/people/mp_XhelalCanziba/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,461&secid=102&legid=2",chamber_2001-11-17,Grupi Parlamentar i PDK-së,parliamentary_group_2,2001-11-17,2004-11-23
mp_XhevdetNeziraj,"",Xhevdet Neziraj,Neziraj Xhevdet,Neziraj,Xhevdet,http://files.parldata.eu/kv/kuvendi/people/mp_XhevdetNeziraj/image.4.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,673&secid=102&legid=4",chamber_2001-11-17,Grupi Parlamentar i AAK-së,parliamentary_group_3,2001-11-17,2004-11-23
mp_YmerMuhaxheri,1929-10-15,Ymer Muhaxheri,Muhaxheri Ymer,Muhaxheri,Ymer,http://files.parldata.eu/kv/kuvendi/people/mp_YmerMuhaxheri/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,397&secid=102&legid=2",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_ZehraElezi,1959-07-29,Zehra Elezi,Elezi Zehra,Elezi,Zehra,http://files.parldata.eu/kv/kuvendi/people/mp_ZehraElezi/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,358&secid=102&legid=1",chamber_2001-11-17,Grupi Parlamentar 'Komunitetet tjera',parliamentary_group_5,2001-11-17,2004-11-23
mp_ZulfiMerxha,"",Zulfi Merxha,Merxha Zulfi,Merxha,Zulfi,http://files.parldata.eu/kv/kuvendi/people/mp_ZulfiMerxha/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,505&secid=102&legid=2",chamber_2001-11-17,Grupi Parlamentar 'Komunitetet tjera',parliamentary_group_5,2001-11-17,2004-11-23
mp_ZyhrieMaloku,"",Zyhrie Maloku,Maloku Zyhrie,Maloku,Zyhrie,http://files.parldata.eu/kv/kuvendi/people/mp_ZyhrieMaloku/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,404&secid=102&legid=2",chamber_2001-11-17,Grupi Parlamentar i LDK-së,parliamentary_group_1,2001-11-17,2004-11-23
mp_ZylfijeHundozi,1956-06-01,Zylfije Hundozi,Hundozi Zylfije,Hundozi,Zylfije,http://files.parldata.eu/kv/kuvendi/people/mp_ZylfijeHundozi/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,611&secid=102&legid=3",chamber_2001-11-17,Grupi Parlamentar i AAK-së,parliamentary_group_3,2001-11-17,2004-11-23
mp_AfrimArzullaxhiu,1954-04-03,Afrim Arzullaxhiu,Arzullaxhiu Afrim,Arzullaxhiu,Afrim,http://files.parldata.eu/kv/kuvendi/people/mp_AfrimArzullaxhiu/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,447&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_AgimKrasniqi,1956-05-17,Agim Krasniqi,Krasniqi Agim,Krasniqi,Agim,http://files.parldata.eu/kv/kuvendi/people/mp_AgimKrasniqi/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,408&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_AliSadriu,"",Ali Sadriu,Sadriu Ali,Sadriu,Ali,http://files.parldata.eu/kv/kuvendi/people/mp_AliSadriu/image.4.jpeg,"http://www.kuvendikosoves.org/?cid=1,102,831",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_AlushAGashi,1950-10-04,Alush A. Gashi,A. Gashi Alush,A. Gashi,Alush,http://files.parldata.eu/kv/kuvendi/people/mp_AlushAGashi/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,394&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_BajramKosumi,1960-03-20,Bajram Kosumi,Kosumi Bajram,Kosumi,Bajram,http://files.parldata.eu/kv/kuvendi/people/mp_BajramKosumi/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,605&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i AAK-së,parliamentary_group_9,2004-11-23,2007-12-12
mp_BajramRexhepi,"",Bajram Rexhepi,Rexhepi Bajram,Rexhepi,Bajram,http://files.parldata.eu/kv/kuvendi/people/mp_BajramRexhepi/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,435&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_BajrushXhemaili,1956-05-11,Bajrush Xhemaili,Xhemaili Bajrush,Xhemaili,Bajrush,http://files.parldata.eu/kv/kuvendi/people/mp_BajrushXhemaili/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,450&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_BehxhetBrajshori,1958-08-11,Behxhet Brajshori,Brajshori Behxhet,Brajshori,Behxhet,http://files.parldata.eu/kv/kuvendi/people/mp_BehxhetBrajshori/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,415&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_BeratLuzha,1953-01-08,Berat Luzha,Luzha Berat,Luzha,Berat,http://files.parldata.eu/kv/kuvendi/people/mp_BeratLuzha/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,538&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_BesaGaxherri,"",Besa Gaxherri,Gaxherri Besa,Gaxherri,Besa,http://files.parldata.eu/kv/kuvendi/people/mp_BesaGaxherri/image.4.jpeg,"http://www.kuvendikosoves.org/?cid=1,102,837",chamber_2004-11-23,Grupi Parlamentar i LDD-së,parliamentary_group_24,2004-11-23,2007-12-12
mp_BislimHoti,1959-05-27,Bislim Hoti,Hoti Bislim,Hoti,Bislim,http://files.parldata.eu/kv/kuvendi/people/mp_BislimHoti/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,496&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i AAK-së,parliamentary_group_9,2004-11-23,2007-12-12
mp_BrikendaKryeziu,1971-10-04,Brikenda Kryeziu,Kryeziu Brikenda,Kryeziu,Brikenda,http://files.parldata.eu/kv/kuvendi/people/mp_BrikendaKryeziu/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,416&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_BujarDugolli,1969-10-30,Bujar Dugolli,Dugolli Bujar,Dugolli,Bujar,http://files.parldata.eu/kv/kuvendi/people/mp_BujarDugolli/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,607&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar i AAK-së,parliamentary_group_9,2004-11-23,2007-12-12
mp_DemirLima,1973-10-14,Demir Lima,Lima Demir,Lima,Demir,http://files.parldata.eu/kv/kuvendi/people/mp_DemirLima/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,456&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_DragiAKrstović,1947-02-11,Dragia Krstović,Krstović Dragia,Krstović,Dragia,http://files.parldata.eu/kv/kuvendi/people/mp_Dragi%C2%9AAKrstovi%C4%87/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,477&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar SLKM,parliamentary_group_11,2004-11-23,2007-12-12
mp_DritaStatovci,1945-04-14,Drita Statovci,Statovci Drita,Statovci,Drita,http://files.parldata.eu/kv/kuvendi/people/mp_DritaStatovci/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,448&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_DEzairMurati,1948-06-02,Dezair Murati,Murati Dezair,Murati,Dezair,http://files.parldata.eu/kv/kuvendi/people/mp_D%C2%9EEzairMurati/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,619&secid=102&legid=3",chamber_2004-11-23,Grupi Parlamentar GP 6+,parliamentary_group_12,2004-11-23,2007-12-12
mp_EminKrasniqi,1957-07-15,Emin Krasniqi,Krasniqi Emin,Krasniqi,Emin,http://files.parldata.eu/kv/kuvendi/people/mp_EminKrasniqi/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,459&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_EmrushXhemajli,1959-05-01,Emrush Xhemajli,Xhemajli Emrush,Xhemajli,Emrush,http://files.parldata.eu/kv/kuvendi/people/mp_EmrushXhemajli/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,535&secid=102&legid=3",chamber_2004-11-23,Pa Grup Parlamentar,parliamentary_group_20,2004-11-23,2007-12-12
mp_EnverHoxhaj,"",Enver Hoxhaj,Hoxhaj Enver,Hoxhaj,Enver,http://files.parldata.eu/kv/kuvendi/people/mp_EnverHoxhaj/image.3.jpeg,"http://www.kuvendikosoves.org/?cid=1,102,891",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_Et'hemÇeku,1962-10-01,Et'hem Çeku,Çeku Et'hem,Çeku,Et'hem,http://files.parldata.eu/kv/kuvendi/people/mp_Et%27hem%C3%87eku/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,471&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i AAK-së,parliamentary_group_9,2004-11-23,2007-12-12
mp_FadilGashi,1968-06-10,Fadil Gashi,Gashi Fadil,Gashi,Fadil,http://files.parldata.eu/kv/kuvendi/people/mp_FadilGashi/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,430&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_FadilGeci,1961-03-19,Fadil Geci,Geci Fadil,Geci,Fadil,http://files.parldata.eu/kv/kuvendi/people/mp_FadilGeci/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,400&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDD-së,parliamentary_group_24,2004-11-23,2007-12-12
mp_FadilKryeziu,1965-11-25,Fadil Kryeziu,Kryeziu Fadil,Kryeziu,Fadil,http://files.parldata.eu/kv/kuvendi/people/mp_FadilKryeziu/image.2.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,399&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_FatmirRexhepi,"",Fatmir Rexhepi,Rexhepi Fatmir,Rexhepi,Fatmir,http://files.parldata.eu/kv/kuvendi/people/mp_FatmirRexhepi/image.4.jpeg,"http://www.kuvendikosoves.org/?cid=1,102,829",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
mp_FatmireMulhaxhaKollçaku,1966-08-26,Fatmire Mulhaxha-Kollçaku,Mulhaxha-Kollçaku Fatmire,Mulhaxha-Kollçaku,Fatmire,http://files.parldata.eu/kv/kuvendi/people/mp_FatmireMulhaxhaKoll%C3%A7aku/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,483&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar ORA,parliamentary_group_10,2004-11-23,2007-12-12
mp_FehmiMujota,"",Fehmi Mujota,Mujota Fehmi,Mujota,Fehmi,http://files.parldata.eu/kv/kuvendi/people/mp_FehmiMujota/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,449&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i PDK-së,parliamentary_group_8,2004-11-23,2007-12-12
mp_FehmiVula,1941-11-29,Fehmi Vula,Vula Fehmi,Vula,Fehmi,http://files.parldata.eu/kv/kuvendi/people/mp_FehmiVula/image.jpeg,"http://www.kuvendikosoves.org/?cid=1,158,402&secid=102&legid=2",chamber_2004-11-23,Grupi Parlamentar i LDK-së,parliamentary_group_7,2004-11-23,2007-12-12
