id,name,group,party_wikipedia,area,term,identifier__wikipedia_fo,source,name__fo,wikipedia__fo,name__da,wikipedia__da,name__en,wikipedia__en,gender,birth_date,given_name,image,identifier__freebase,death_date,identifier__viaf,identifier__gnd,identifier__lcauth,identifier__isni,identifier__bnf,website,name__hu,name__nb,name__de,wikipedia__hu,wikipedia__no,name__es,name__sv,name__pl,name__nl,name__fr,wikipedia__commons,wikipedia__de,wikipedia__es,wikipedia__pl,wikipedia__sv,name__is,name__nds,wikipedia__fr,wikipedia__is,name__eo,name__ru,name__fi,name__it,name__id,name__nn,name__cs,name__el,name__gv,name__zh,wikipedia__cs,wikipedia__el,wikipedia__eo,wikipedia__fi,wikipedia__gv,wikipedia__id,wikipedia__it,wikipedia__nl,wikipedia__nn,wikipedia__ru,wikipedia__zh,name__ja,wikipedia__ja,name__tr,name__os,name__sh,name__az,name__ca,name__lt,name__mg,wikipedia__az,wikipedia__ca,wikipedia__lt,wikipedia__mg,wikipedia__os,wikipedia__sh,wikipedia__tr,identifier__wikidata
ingeborg_vinther,Ingeborg Vinther,Verkamannafylkingin,Verkamannafylkingin,Suðuroy,1994,Ingeborg Vinther,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,Ingeborg Vinther,,,female,1945-05-11,Ingeborg,,,,,,,,,,,Ingeborg Vinther,,,Ingeborg Vinther,,Ingeborg Vinther,,,,,,,,Ingeborg Vinther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3445165
ivan_johannesen,Ivan Johannesen,Sambandsflokkurin,Sambandsflokkurin,Vágar,1994,Ivan Johannesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Ivan Johannesen,Ivan Johannesen,Ivan Johannesen,Ivan Johannesen,,,male,1934-06-28,Ivan,,,2012-04-18,,,,,,,,Ivan Johannesen,,,Ivan Johannesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11158371
jákup_joensen,Jákup Joensen,Sambandsflokkurin,Sambandsflokkurin,Suðuroy,1994,Jákup Joensen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jákup_olsen,Jákup Olsen,Kristiligi Fólkaflokkurin,Kristiligi Fólkaflokkurin,Suðuroy,1994,Jákup Olsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jenis_av_rana,Jenis av Rana,Miðflokkurin,Miðflokkurin,Suðurstreymoy,1994,Jenis av Rana,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,male,1953-01-07,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Jenis_av_Rana.jpg,,,,,,,,,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,,Jenis av Rana,,,Jenis av Rana,Category:Jenis av Rana,Jenis av Rana,,,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q254129
jóannes_eidesgaard,Jóannes Eidesgaard,Javnaðarflokkurin,Javnaðarflokkurin,Suðuroy,1994,Jóannes Eidesgaard,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,male,1951-04-19,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Joannes_Eidesgaard_in_Gjogv.jpg,/m/037lqt,,,,,,,,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Йоуаннес Айдесгорд,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Γιόανες Άιντεσγκααρτ,Jóannes Eidesgaard,约安内斯·埃德斯加德,Jóannes Eidesgaard,Γιόανες Άιντεσγκααρτ,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,"Айдесгорд, Йоуаннес",约安内斯·埃德斯加德,,,,,,,,,,,,,,,,,Q331931
jógvan_a._johannessen,Jógvan A. Johannessen,Javnaðarflokkurin,Javnaðarflokkurin,Sandoy,1994,Jógvan A. Johannessen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jógvan_durhuus,Jógvan Durhuus,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Norðurstreymoy,1994,Jógvan Durhuus,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Jógvan Durhuus,Jógvan Durhuus,Jógvan Durhuus,Jógvan Durhuus,,,male,1938-02-19,Jógvan,,,,,,,,,,,Jógvan Durhuus,,,Jógvan Durhuus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q10999031
jógvan_i._olsen,Jógvan I. Olsen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,1994,Jógvan I. Olsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
john_petersen,John Petersen,Fólkaflokkurin,Fólkaflokkurin,Sandoy,1994,John Petersen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jørgen_niclasen,Jørgen Niclasen,Fólkaflokkurin,Fólkaflokkurin,Vágar,1994,Jørgen Niclasen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,male,1969-01-17,Jørgen,https://upload.wikimedia.org/wikipedia/commons/9/9b/Jorgen_Niclasen_(2).jpg,/m/043ry58,,,,,,,,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,,Jørgen Niclasen,,Jørgen Niclasen,,,,,,,,,,,,,,,,,,,,,,,,,,,ヨルゲン・ニクラセン,ヨルゲン・ニクラセン,,,,,,,,,,,,,,,Q903946
kjartan_joensen,Kjartan Joensen,Fólkaflokkurin,Fólkaflokkurin,Eysturoy,1994,Kjartan Joensen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kristian_magnussen,Kristian Magnussen,Verkamannafylkingin,Verkamannafylkingin,Suðurstreymoy,1994,Kristian Magnussen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Kristian Magnussen,Kristian Magnussen,Kristian Magnussen,Kristian Magnussen,,,male,1956-02-22,Kristian,,,,,,,,,,Kristian Magnussen,Kristian Magnussen,,Kristian Magnussen,Kristian Magnussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1121072
lasse_klein,Lasse Klein,Kristiligi Fólkaflokkurin,Kristiligi Fólkaflokkurin,Eysturoy,1994,Lasse Klein,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Lasse Klein,Lasse Klein,Lasse Klein,Lasse Klein,,,male,1950-10-08,Lasse,,,,,,,,,,,Lasse Klein,,,Lasse Klein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q10997717
lisbeth_l._petersen,Lisbeth L. Petersen,Sambandsflokkurin,Sambandsflokkurin,Suðurstreymoy,1994,Lisbeth L. Petersen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth Petersen,Lisbeth Petersen,Lisbeth Petersen,,female,1939-02-28,Lisbeth,,,,43664080,,,,,,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth L. Petersen,,Lisbeth Beate Lindenskov Petersen,,,Lisbeth Petersen,,Lisbeth L. Petersen,,,Lisbeth Beate Lindenskov Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q544116
maria_hansen,Maria Hansen,Sambandsflokkurin,Sambandsflokkurin,Norðurstreymoy,1994,Maria Hansen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Maria Hansen,Maria Hansen,,,,,female,1939-11-10,Maria,,,,,,,,,,,Maria Hansen,,,Maria Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11988194
marita_petersen,Marita Petersen,Javnaðarflokkurin,Javnaðarflokkurin,Suðurstreymoy,1994,Marita Petersen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,female,1940-10-21,Marita,,/m/09070_,2001-08-26,168341614,,n2011010363,,,,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,,Marita Petersen,Marita Petersen,Marita Petersen,Marita Petersen,,,,,,,,,,,Marita Petersen,,,,Marita Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,Q272902
Óli_breckmann,Óli Breckmann,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,1994,Óli Breckmann,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Óli Breckmann,Óli Breckmann,Óli Breckmann,Óli Breckmann,Óli Breckmann,,male,1948-03-30,,,,,,,,,,,Óli Breckmann,Óli Breckmann,Óli Breckmann,Óli Breckmann,Óli Breckmann,,,,,,,Óli Breckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q293032
Óli_jacobsen,Óli Jacobsen,Verkamannafylkingin,Verkamannafylkingin,Eysturoy,1994,Óli Jacobsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Óli Jacobsen,Óli Jacobsen,Óli Jacobsen,Óli Jacobsen,,,male,1943-08-21,,,,,305935454,,,,,,,Óli Jacobsen,,,Óli Jacobsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11001128
signar_á_brúnni,Signar á Brúnni,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Eysturoy,1994,Signar á Brúnni,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Signar á Brúnni,Signar á Brúnni,Signar á Brúnni,Signar á Brúnni,,,male,1945-02-10,,,,,,,,,,,Signar á Brúnni,Signar á Brúnni,,Signar á Brúnni,Signar á Brúnni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q655081
tordur_niclasen,Tordur Niclasen,Miðflokkurin,Miðflokkurin,Eysturoy,1994,Tordur Niclasen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Tordur Niclasen,Tordur Niclasen,Tordur Niclasen,Tordur Niclasen,,,male,1950-04-20,,,,,,,,,,,,Tordur Niclasen,,,Tordur Niclasen,,Tordur Niclasen,,,,,,,,Tordur Niclasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3445157
vilhelm_johannesen,Vilhelm Johannesen,Javnaðarflokkurin,Javnaðarflokkurin,Norðoyar,1994,Vilhelm Johannesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98,Vilhelm Johannesen,Vilhelm Johannesen,Vilhelm Johannesen,Vilhelm Johannesen,,,male,1942-08-04,Vilhelm,,,,173246720,,,,,,Vilhelm Johannesen,Vilhelm Johannesen,,Vilhelm Johannesen,Vilhelm Johannesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1414299
signar_á_brúnni,Signar á Brúnni,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Eysturoy,1998,Signar á Brúnni,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Signar á Brúnni,Signar á Brúnni,Signar á Brúnni,Signar á Brúnni,,,male,1945-02-10,,,,,,,,,,,Signar á Brúnni,Signar á Brúnni,,Signar á Brúnni,Signar á Brúnni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q655081
sámal_petur_í_grund,Sámal Petur í Grund,Sjálvstýrisflokkurin,Sjálvstýrisflokkurin,Eysturoy,1998,Sámal Petur í Grund,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Sámal Petur í Grund,Sámal Petur í Grund,Sámal Petur í Grund,Sámal Petur í Grund,,,male,1958-07-26,,,,,,,,,,,Sámal Petur í Grund,Sámal Petur í Grund,,Sámal Petur í Grund,Sámal Petur í Grund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1314456
edmund_joensen,Edmund Joensen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,1998,Edmund Joensen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,male,1944-09-19,Edmund,https://upload.wikimedia.org/wikipedia/commons/6/63/Edmund_Joensen.JPG,/m/04n5gw7,,,,,,,,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Category:Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q678236
jógvan_á_lakjuni,Jógvan á Lakjuni,Fólkaflokkurin,Fólkaflokkurin,Eysturoy,1998,Jógvan á Lakjuni,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,male,1952-11-13,Jógvan,https://upload.wikimedia.org/wikipedia/commons/5/57/Jogvan_a_Lakjuni_2.jpeg,,,,,,,,,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,,Jógvan á Lakjuni,,Jógvan á Lakjuni,Jógvan á Lakjuni,,Jógvan á Lakjuni,,,Jógvan á Lakjuni,Jógvan á Lakjuni,,,Jógvan á Lakjuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q932304
alfred_olsen,Alfred Olsen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,1998,Alfred Olsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,,male,1947-03-30,Alfred,,,,,,,,,,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q644805
dan_reinert_petersen,Dan Reinert Petersen,Javnaðarflokkurin,Javnaðarflokkurin,Eysturoy,1998,Dan Reinert Petersen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vilhelm_johannesen,Vilhelm Johannesen,Javnaðarflokkurin,Javnaðarflokkurin,Norðoyar,1998,Vilhelm Johannesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Vilhelm Johannesen,Vilhelm Johannesen,Vilhelm Johannesen,Vilhelm Johannesen,,,male,1942-08-04,Vilhelm,,,,173246720,,,,,,Vilhelm Johannesen,Vilhelm Johannesen,,Vilhelm Johannesen,Vilhelm Johannesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1414299
heini_o._heinesen,Heini O. Heinesen,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Norðoyar,1998,Heini O. Heinesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anfinn_kallsberg,Anfinn Kallsberg,Fólkaflokkurin,Fólkaflokkurin,Norðoyar,1998,Anfinn Kallsberg,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,male,1947-11-19,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Anfinn_Kallsberg.jpg,/m/077f65,,,,,,,,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q529900
jógvan_við_keldu,Jógvan við Keldu,Fólkaflokkurin,Fólkaflokkurin,Norðoyar,1998,Jógvan við Keldu,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,,male,1944-01-30,Jógvan,https://upload.wikimedia.org/wikipedia/commons/d/d2/Jogvan_vid_keldu.jpg,,,,,,,,,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,,Jógvan við Keldu,,Jógvan við Keldu,,,Jógvan við Keldu,,,Jógvan við Keldu,,,,,,,,,,Jógvan við Keldu,,,,,,,,,,,,,Jógvan við Keldu,,,,,,,,,,,,,,,,,,,Q932270
jógvan_durhuus,Jógvan Durhuus,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Norðurstreymoy,1998,Jógvan Durhuus,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Jógvan Durhuus,Jógvan Durhuus,Jógvan Durhuus,Jógvan Durhuus,,,male,1938-02-19,Jógvan,,,,,,,,,,,Jógvan Durhuus,,,Jógvan Durhuus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q10999031
jákup_suni_joensen,Jákup Suni Joensen,Fólkaflokkurin,Fólkaflokkurin,Norðurstreymoy,1998,Jákup Suni Joensen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hans_pauli_strøm,Hans Pauli Strøm,Javnaðarflokkurin,Javnaðarflokkurin,Norðurstreymoy,1998,Hans Pauli Strøm,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Hans Pauli Strøm,Hans Pauli Strøm,Hans Pauli Strøm,Hans Pauli Strøm,Hans Pauli Strøm,,male,1947-12-28,Hans,,,,,,,,,,Hans Pauli Strøm,Hans Pauli Strøm,Hans Pauli Strøm,Hans Pauli Strøm,Hans Pauli Strøm,,Hans Pauli Strøm,,Hans Pauli Strøm,,,Hans Pauli Strøm,,,Hans Pauli Strøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q255908
john_petersen_(politikari),John Petersen,Fólkaflokkurin,Fólkaflokkurin,Sandoy,1998,John Petersen (politikari),https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,John Petersen,John Petersen (politikari),John Petersen,John Petersen,,,male,1948-09-08,John,,,,,,,,,,John Petersen,John Petersen,,John Petersen,John Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q509791
páll_á_reynatúgvu,Páll á Reynatúgvu,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Sandoy,1998,Páll á Reynatúgvu,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,male,1967-07-26,,https://upload.wikimedia.org/wikipedia/commons/d/d9/Páll_á_Reynatúgvu_2012.jpg,/m/04ghrfc,,,,,,,,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,,,Páll á Reynatúgvu,Páll á Reynatúgvu,,Páll á Reynatúgvu,,,,,,,,,,,Páll á Reynatúgvu,,,,,,,,,,,,,Páll á Reynatúgvu,,,,,,,,,,,,,,,,,,,,,Q754851
jóannes_eidesgaard,Jóannes Eidesgaard,Javnaðarflokkurin,Javnaðarflokkurin,Suðuroy,1998,Jóannes Eidesgaard,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,male,1951-04-19,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Joannes_Eidesgaard_in_Gjogv.jpg,/m/037lqt,,,,,,,,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Йоуаннес Айдесгорд,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Γιόανες Άιντεσγκααρτ,Jóannes Eidesgaard,约安内斯·埃德斯加德,Jóannes Eidesgaard,Γιόανες Άιντεσγκααρτ,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,"Айдесгорд, Йоуаннес",约安内斯·埃德斯加德,,,,,,,,,,,,,,,,,Q331931
flemming_mikkelsen,Flemming Mikkelsen,Sambandsflokkurin,Sambandsflokkurin,Suðuroy,1998,Flemming Mikkelsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Flemming Mikkelsen,Flemming Mikkelsen,,,,,male,1930-11-21,Flemming,,,,,,,,,,,Flemming Mikkelsen,,,Flemming Mikkelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q10975495
hergeir_nielsen,Hergeir Nielsen,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Suðuroy,1998,Hergeir Nielsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Hergeir Nielsen,Hergeir Nielsen,Hergeir Nielsen,Hergeir Nielsen,,,male,1949-08-27,,,,,,,,,,,Hergeir Nielsen,Hergeir Nielsen,,Hergeir Nielsen,Hergeir Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1035514
henrik_old,Henrik Old,Javnaðarflokkurin,Javnaðarflokkurin,Suðuroy,1998,Henrik Old,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002,Henrik Old,Henrik Old,Henrik Old,Henrik Old,Henrik Old,Henrik Old,male,1947-06-20,Henrik,https://upload.wikimedia.org/wikipedia/commons/7/7d/Henrik_Old.jpg,,,,,,,,,,Henrik Old,Henrik Old,,Henrik Old,,,,,,Category:Henrik Old,Henrik Old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3818072
