id,name,identifier__historichansard,area,group,group_id,start_date,start_reason,end_date,end_reason,term,name__en,image,gender,identifier__viaf,identifier__gnd,identifier__lcauth,birth_date,identifier__freebase,given_name,website,identifier__muzinger,identifier__journalisted,identifier__europarlmep,family_name,death_date,identifier__isni,identifier__bnf,identifier__sudoc,identifier__imdb,identifier__nta,identifier__nla,identifier__npg,identifier__musicbrainz,identifier__selibr,identifier__nndb,identifier__oxforddnb,identifier__gtaa,honorific_prefix,identifier__hansard,wikipedia__en,identifier__munzinger,identifier__discogs,identifier__parliamentdotuk,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,name__ko,name__tr,name__el,name__tl,name__af,name__en_ca,name__en_gb,name__uk,name__fa,wikipedia__af,wikipedia__da,wikipedia__el,wikipedia__ko,wikipedia__no,wikipedia__tl,wikipedia__tr,wikipedia__uk,name__ro,wikipedia__ro,wikipedia__enwikiquote,wikipedia__commons,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gl,name__be,name__id,name__bn,name__ar,name__pt,name__eo,name__be_tarask,name__cs,name__bg,name__ckb,name__az,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__cs,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__nn,wikipedia__pt,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,name__ja,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__ja,wikipedia__sco,wikipedia__sr,name__an,name__bs,name__ceb,name__et,name__is,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sk,name__sl,name__sq,name__vec,name__wa,name__gd,name__yo,name__pnb,name__ku_arab,name__ku_latn,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__ur,wikipedia__yo,name__ta,wikipedia__ta,name__vmf,name__nan,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__zh_min_nan,name__de_ch,identifier__wikidata
13796,Tom Hamilton,,Strangford,UUP,uup,2001-01-17,appointed,2003-04-28,general_election,1,Tom Hamilton,,male,,,,1954-07-08,,Tom,,,,,,,,,,,,,,,,,,,,,Tom Hamilton (politician),,,,,,,Tom Hamilton,,,,,,,,,Tom Hamilton,,,Tom Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Hamilton,Tom Hamilton,,تام همیلتون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,Tom Hamilton,,,,,,,,,Q16186261
13797,Carmel Hanna,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Carmel Hanna,,female,,,,1946-03-26,,Carmel,,,,,,,,,,,,,,,,,,,,,Carmel Hanna,,,,,,,Carmel Hanna,,Carmel Hanna,,,,Carmel Hanna,,,Carmel Hanna,,,Carmel Hanna,Carmel Hanna,,,Carmel Hanna,Carmel Hanna,Carmel Hanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5043280
13797,Carmel Hanna,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,Carmel Hanna,,female,,,,1946-03-26,,Carmel,,,,,,,,,,,,,,,,,,,,,Carmel Hanna,,,,,,,Carmel Hanna,,Carmel Hanna,,,,Carmel Hanna,,,Carmel Hanna,,,Carmel Hanna,Carmel Hanna,,,Carmel Hanna,Carmel Hanna,Carmel Hanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5043280
13797,Carmel Hanna,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2010-01-18,resigned,3,Carmel Hanna,,female,,,,1946-03-26,,Carmel,,,,,,,,,,,,,,,,,,,,,Carmel Hanna,,,,,,,Carmel Hanna,,Carmel Hanna,,,,Carmel Hanna,,,Carmel Hanna,,,Carmel Hanna,Carmel Hanna,,,Carmel Hanna,Carmel Hanna,Carmel Hanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5043280
13798,Denis Haughey,,Mid Ulster,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Denis Haughey,,male,,,,1944-10-03,,Denis,,,,,,,,,,,,,,,,,,,,,Denis Haughey,,,,,,Denis Haughey,Denis Haughey,,Denis Haughey,,,,,,,Denis Haughey,,,Denis Haughey,,,,,,,,,,,,,Denis Haughey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5257276
13799,William Hay,,Foyle,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1,William Hay,,male,,,,1950-04-16,,William,,,,,,,,,,,,,,,,,,,,,"William Hay, Baron Hay of Ballyore",,,,,,,William Hay,,,,,,,,,William Hay,,,William Hay,,,,,,,,,,,William Hay (Politiker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q8011049
13799,William Hay,,Foyle,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,William Hay,,male,,,,1950-04-16,,William,,,,,,,,,,,,,,,,,,,,,"William Hay, Baron Hay of Ballyore",,,,,,,William Hay,,,,,,,,,William Hay,,,William Hay,,,,,,,,,,,William Hay (Politiker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q8011049
13799,William Hay,,Foyle,DUP,dup,2007-03-09,election,2007-05-08,changed_party,3,William Hay,,male,,,,1950-04-16,,William,,,,,,,,,,,,,,,,,,,,,"William Hay, Baron Hay of Ballyore",,,,,,,William Hay,,,,,,,,,William Hay,,,William Hay,,,,,,,,,,,William Hay (Politiker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q8011049
13799,William Hay,,Foyle,Speaker,speaker,2007-05-08,changed_party,2011-03-24,dissolution,3,William Hay,,male,,,,1950-04-16,,William,,,,,,,,,,,,,,,,,,,,,"William Hay, Baron Hay of Ballyore",,,,,,,William Hay,,,,,,,,,William Hay,,,William Hay,,,,,,,,,,,William Hay (Politiker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q8011049
13799,William Hay,,Foyle,Speaker,speaker,2011-05-06,election,2014-10-13,retired,4,William Hay,,male,,,,1950-04-16,,William,,,,,,,,,,,,,,,,,,,,,"William Hay, Baron Hay of Ballyore",,,,,,,William Hay,,,,,,,,,William Hay,,,William Hay,,,,,,,,,,,William Hay (Politiker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q8011049
13800,Joe Hendron,,Belfast West,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Joe Hendron,,male,,,,1932-11-12,,Joe,,,,,,,,,,,,,,,,,,,,,Joe Hendron,,,,,,,Joe Hendron,,Joe Hendron,,,,,,,Joe Hendron,,,Joe Hendron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6210280
13801,David Hilditch,,East Antrim,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1,David Hilditch,,male,,,,1963-12-11,,David,,,,,,,,,,,,,,,,,,,,,David Hilditch,,,,,,,David Hilditch,,,,,,David Hilditch,,,David Hilditch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q16195114
13801,David Hilditch,,East Antrim,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,David Hilditch,,male,,,,1963-12-11,,David,,,,,,,,,,,,,,,,,,,,,David Hilditch,,,,,,,David Hilditch,,,,,,David Hilditch,,,David Hilditch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q16195114
13801,David Hilditch,,East Antrim,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,David Hilditch,,male,,,,1963-12-11,,David,,,,,,,,,,,,,,,,,,,,,David Hilditch,,,,,,,David Hilditch,,,,,,David Hilditch,,,David Hilditch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q16195114
13801,David Hilditch,,East Antrim,DUP,dup,2011-05-06,election,,,4,David Hilditch,,male,,,,1963-12-11,,David,,,,,,,,,,,,,,,,,,,,,David Hilditch,,,,,,,David Hilditch,,,,,,David Hilditch,,,David Hilditch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q16195114
13802,Norman Hillis,,East Londonderry,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Norman Hillis,,male,,,,,,Norman,,,,,,,,,,,,,,,,,,,,,Norman Hillis,,,,,,,,,,,,,Norman Hillis,,,Norman Hillis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q16225949
13803,Derek Hussey,,West Tyrone,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Derek Hussey,,male,,,,1948-09-12,,Derek,,,,,,,,,,,,,,,,,,,,,Derek Hussey,,,,,,,Derek Hussey,,,,,,,,,Derek Hussey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5262066
13803,Derek Hussey,,West Tyrone,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Derek Hussey,,male,,,,1948-09-12,,Derek,,,,,,,,,,,,,,,,,,,,,Derek Hussey,,,,,,,Derek Hussey,,,,,,,,,Derek Hussey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5262066
13804,Billy Hutchinson,,Belfast North,PUP,pup,1998-06-25,general_election,2003-04-28,general_election,1,Billy Hutchinson,,male,,,,1955-01-01,,Billy,,,,,,,,,,,,,,,,,,,,,Billy Hutchinson,,,,,,,Billy Hutchinson,,Billy Hutchinson,,,,,,,Billy Hutchinson,,,Billy Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4912757
13805,Roger Hutchinson,,East Antrim,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1,Roger Hutchinson,,male,,,,1952-06-28,,Roger,,,,,,,,,,,,,,,,,,,,,Roger Hutchinson,,,,,,,Roger Hutchinson,,,,,,Roger Hutchinson,,,Roger Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7358372
13806,Davy Hyland,,Newry and Armagh,Sinn Féin,sinn-fein,2003-11-26,general_election,2006-12-18,changed_party,2,Davy Hyland,,male,,,,1955-02-25,,Davy,,,,,,,,,,,,,,,,,,,,,Davy Hyland,,,,,,,Davy Hyland,,Davy Hyland,,,,,,,Davy Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5242200
13806,Davy Hyland,,Newry and Armagh,Independent,independent,2006-12-19,changed_party,2007-01-30,dissolution,2,Davy Hyland,,male,,,,1955-02-25,,Davy,,,,,,,,,,,,,,,,,,,,,Davy Hyland,,,,,,,Davy Hyland,,Davy Hyland,,,,,,,Davy Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5242200
13807,Gardiner Kane,,North Antrim,DUP,dup,1998-06-25,general_election,2002-11-11,changed_party,1,Gardiner Kane,,male,,,,1947-11-25,,,,,,,,,,,,,,,,,,,,,,,Gardiner Kane,,,,,,,Gardiner Kane,,,,,,,,,Gardiner Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5522531
13807,Gardiner Kane,,North Antrim,Independent,independent,2002-11-11,changed_party,2003-04-28,general_election,1,Gardiner Kane,,male,,,,1947-11-25,,,,,,,,,,,,,,,,,,,,,,,Gardiner Kane,,,,,,,Gardiner Kane,,,,,,,,,Gardiner Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5522531
13808,John Kelly,,Mid Ulster,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1,John Kelly,,male,70215,,,1936-04-05,,John,,,,,,2007-09-06,0000 0001 1436 265X,,,,,,,,,,,,,,John Kelly (Sinn Féin politician),,,,,,,John Kelly,,,,,,,,,John Kelly,,,John Kelly,,,,,,,,,,,,,,,John Kelly (homme politique),,,,,,,,,,,,,,,,,,,,,جان کلی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3181858
13809,Gerry Kelly,,Belfast North,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1,Gerry Kelly,,male,41329252,,,1953-04-05,,Gerry,,,,,,,,,,,,,,,,,,,,,Gerry Kelly,,,,,,,Gerry Kelly,,Gerry Kelly,,,,,,,Gerry Kelly,,Gearóid Ó Ceallaigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5552825
13809,Gerry Kelly,,Belfast North,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2,Gerry Kelly,,male,41329252,,,1953-04-05,,Gerry,,,,,,,,,,,,,,,,,,,,,Gerry Kelly,,,,,,,Gerry Kelly,,Gerry Kelly,,,,,,,Gerry Kelly,,Gearóid Ó Ceallaigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5552825
13809,Gerry Kelly,,Belfast North,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Gerry Kelly,,male,41329252,,,1953-04-05,,Gerry,,,,,,,,,,,,,,,,,,,,,Gerry Kelly,,,,,,,Gerry Kelly,,Gerry Kelly,,,,,,,Gerry Kelly,,Gearóid Ó Ceallaigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5552825
13809,Gerry Kelly,,Belfast North,Sinn Féin,sinn-fein,2011-05-06,election,,,4,Gerry Kelly,,male,41329252,,,1953-04-05,,Gerry,,,,,,,,,,,,,,,,,,,,,Gerry Kelly,,,,,,,Gerry Kelly,,Gerry Kelly,,,,,,,Gerry Kelly,,Gearóid Ó Ceallaigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5552825
13810,Dolores Kelly,,Upper Bann,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,Dolores Kelly,,female,,,,1959-09-03,,Dolores,,,,,,,,,,,,,,,,,,,,,Dolores Kelly,,,,,,,Dolores Kelly,,Dolores Kelly,,,,,,,Dolores Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5289533
13810,Dolores Kelly,,Upper Bann,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3,Dolores Kelly,,female,,,,1959-09-03,,Dolores,,,,,,,,,,,,,,,,,,,,,Dolores Kelly,,,,,,,Dolores Kelly,,Dolores Kelly,,,,,,,Dolores Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5289533
13810,Dolores Kelly,,Upper Bann,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4,Dolores Kelly,,female,,,,1959-09-03,,Dolores,,,,,,,,,,,,,,,,,,,,,Dolores Kelly,,,,,,,Dolores Kelly,,Dolores Kelly,,,,,,,Dolores Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5289533
13811,Danny Kennedy,,Newry and Armagh,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Danny Kennedy,,male,,,,1959-07-06,,Danny,,,,,Kennedy,,,,,,,,,,,,,,,,Danny Kennedy,,,,,,,Danny Kennedy,,Danny Kennedy,,,,,,,Danny Kennedy,,Danny Kennedy,,,,,,,,,,,,,,,,Danny Kennedy (homme politique),Danny Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Danny Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5220512
13811,Danny Kennedy,,Newry and Armagh,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Danny Kennedy,,male,,,,1959-07-06,,Danny,,,,,Kennedy,,,,,,,,,,,,,,,,Danny Kennedy,,,,,,,Danny Kennedy,,Danny Kennedy,,,,,,,Danny Kennedy,,Danny Kennedy,,,,,,,,,,,,,,,,Danny Kennedy (homme politique),Danny Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Danny Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5220512
13811,Danny Kennedy,,Newry and Armagh,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3,Danny Kennedy,,male,,,,1959-07-06,,Danny,,,,,Kennedy,,,,,,,,,,,,,,,,Danny Kennedy,,,,,,,Danny Kennedy,,Danny Kennedy,,,,,,,Danny Kennedy,,Danny Kennedy,,,,,,,,,,,,,,,,Danny Kennedy (homme politique),Danny Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Danny Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5220512
13811,Danny Kennedy,,Newry and Armagh,UUP,uup,2011-05-06,election,,,4,Danny Kennedy,,male,,,,1959-07-06,,Danny,,,,,Kennedy,,,,,,,,,,,,,,,,Danny Kennedy,,,,,,,Danny Kennedy,,Danny Kennedy,,,,,,,Danny Kennedy,,Danny Kennedy,,,,,,,,,,,,,,,,Danny Kennedy (homme politique),Danny Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Danny Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5220512
13812,James Leslie,,North Antrim,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,James Leslie,,male,,,,1958-03-01,,James,,,,,,2009-02-22,,,,,,,,,,,,,,,James Leslie (UK politician),,,,,,,James Leslie,,James Leslie,,,,,,,James Leslie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6138001
13813,Patricia Lewsley,,Lagan Valley,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Patricia Lewsley,,female,,,,1957-03-03,,Patricia,,,,,,,,,,,,,,,,,,,,,Patricia Lewsley,,,,,,,Patricia Lewsley,,Patricia Lewsley,,,,,,,Patricia Lewsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7145695
13813,Patricia Lewsley,,Lagan Valley,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2006-12-19,resigned,2,Patricia Lewsley,,female,,,,1957-03-03,,Patricia,,,,,,,,,,,,,,,,,,,,,Patricia Lewsley,,,,,,,Patricia Lewsley,,Patricia Lewsley,,,,,,,Patricia Lewsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7145695
13814,Naomi Long,,Belfast East,Alliance,alliance,2003-11-26,general_election,2007-01-30,dissolution,2,Naomi Long,"https://upload.wikimedia.org/wikipedia/commons/b/b6/Belfast_City_Marathon,_May_2010_(08).JPG",female,,,,1971-12-13,,Naomi,,,,,,,,,,,,,,,,,,,,,Naomi Long,,,,,,,Naomi Long,,Naomi Long,,,,Naomi Long,,,Naomi Long,,,Naomi Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q695272
13814,Naomi Long,,Belfast East,Alliance,alliance,2007-03-09,election,2010-07-05,resigned,3,Naomi Long,"https://upload.wikimedia.org/wikipedia/commons/b/b6/Belfast_City_Marathon,_May_2010_(08).JPG",female,,,,1971-12-13,,Naomi,,,,,,,,,,,,,,,,,,,,,Naomi Long,,,,,,,Naomi Long,,Naomi Long,,,,Naomi Long,,,Naomi Long,,,Naomi Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q695272
