id,name,position,party,term,source,email,image
572,Spatari Mihaela,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/572/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US
325,Stati Sergiu,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/325/language/en-US/Default.aspx,Sergiu.Stati@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=1vFVfmRYKbY%3d&tabid=87&mid=476&language=en-US
326,Ştirbate Petru,"",Free fraction deputies,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/326/language/en-US/Default.aspx,Petru.Stirbate@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=iAq8v2uFNdM%3d&tabid=87&mid=476&language=en-US
84,Stratan Valentina,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/84/language/en-US/Default.aspx,Valentina.Stratan@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=P5S8XqPvMI8%3d&tabid=87&mid=476&language=en-US
36,Şupac Inna,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/36/language/en-US/Default.aspx,Inna.Supac@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=7OVlFYnWjZo%3d&tabid=87&mid=476&language=en-US
46,Ţap Iurie,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/46/language/en-US/Default.aspx,Iurie.Tap@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=ZEq6u99riTA%3d&tabid=87&mid=476&language=en-US
574,Ţîrdea Bogdat,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/574/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=A7dfW3tEP64%3d&tabid=87&mid=476&language=en-US
102,Ţurcan Vladimir,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/102/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=MDJHauII1tA%3d&tabid=87&mid=476&language=en-US
573,Ţuţu Constantin,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/573/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=NZreOcIB%2fNA%3d&tabid=87&mid=476&language=en-US
95,Untila Veaceslav,"",Fracțiunea Partidului Liberal,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/95/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=opgMbbc8Uu8%3d&tabid=87&mid=476&language=en-US
103,Vitiuc Vladimir,Deputy Chairman of the Parliament,Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/103/language/en-US/Default.aspx,Vladimir.Vitiuc@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=RsgE%2fxIb8tw%3d&tabid=87&mid=476&language=en-US
650,Vlas Ștefan,"",Fracțiunea Partidului Liberal,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/650/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US
104,Voronin Vladimir,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/104/language/en-US/Default.aspx,Vladimir.Voronin@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=mS2Q8%2fKWWic%3d&tabid=87&mid=476&language=en-US
35,Vremea Igor,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/35/language/en-US/Default.aspx,Igor.Vremea@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=%2bAwq8G%2bnKy0%3d&tabid=87&mid=476&language=en-US
15,Zagorodnîi Anatolie,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/15/language/en-US/Default.aspx,Anatolie.Zagorodnii@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=qiFaZVblok8%3d&tabid=87&mid=476&language=en-US
652,Zotea Alina,"",Fracțiunea Partidului Liberal,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/652/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=nFzlAZVhvk4%3d&tabid=87&mid=476&language=en-US
