id,name__la,name__eo,name__de,name__pl,name__en,name__ksh,name__fi,name__it,name__nl,name__sv,name__fr,name__es,name__de_ch,name__en_ca,name__en_gb,name__nb,name__da,name__nn,name,wikipedia__commons,wikipedia__de,wikipedia__en,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fi,wikipedia__fr,wikipedia__it,wikipedia__ksh,wikipedia__la,wikipedia__nl,wikipedia__pl,wikipedia__simple,wikipedia__sv,image,gender,identifier__IMDB,birth_date,identifier__freebase,family_name,given_name,identifier__journalisted,identifier__NPG,identifier__parliamentDOTuk,identifier__hansard,name__cy,name__ru,name__tr,name__zh,name__uk,name__yue,name__fa,wikipedia__cy,wikipedia__da,wikipedia__enwikisource,wikipedia__es,wikipedia__no,wikipedia__ru,wikipedia__tr,wikipedia__uk,wikipedia__zh_yue,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__NNDB,identifier__Munzinger,name__ja,wikipedia__ja,identifier__BNF,identifier__NTA,name__af,name__an,name__br,name__bs,name__ca,name__ceb,name__cs,name__et,name__eu,name__ga,name__gl,name__hr,name__hu,name__is,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__pt,name__ro,name__sk,name__sl,name__sq,name__vec,name__wa,wikipedia__itwikiquote,identifier__SUDOC,identifier__CANTIC,name__sco,wikipedia__sco,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__he,name__vi,name__zh_mo,name__zh_my,wikipedia__cs,wikipedia__fa,wikipedia__gl,wikipedia__he,wikipedia__vi,honorific_prefix,name__el,name__oc,wikipedia__oc,name__rw,name__id,wikipedia__id,wikipedia__rw,website,twitter,name__fo,name__ms,wikipedia__fo,wikipedia__ms,name__hi,wikipedia__hi,wikipedia__pt,name__sh,wikipedia__cswikiquote,wikipedia__sh,wikipedia__ga,wikipedia__ro,identifier__EuroparlMEP,name__ar,identifier__NLAtrove,name__si,wikipedia__si,name__ne,wikipedia__ne,name__pt_br,name__mg,wikipedia__mg,identifier__ULAN,name__mk,name__ckb,name__ie,name__pa,name__bg,name__ko,wikipedia__ar,wikipedia__bg,wikipedia__ca,wikipedia__ckb,wikipedia__el,wikipedia__hu,wikipedia__ie,wikipedia__is,wikipedia__ko,wikipedia__pa,wikipedia__plwikiquote,name__nan,wikipedia__zh_min_nan,name__arz,name__az,name__bcl,name__be,name__bi,name__gd,name__gv,name__hak,name__hsb,name__hy,name__io,name__jv,name__ka,name__kw,name__lv,name__mr,name__my,name__new,name__os,name__pam,name__pnb,name__qu,name__scn,name__so,name__sr,name__ta,name__th,name__tl,name__tt,name__yi,name__yo,name__zu,name__ur,name__war,name__pih,name__bn,name__be_tarask,name__gsw,name__dsb,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__ia,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pcd,name__rm,name__sc,name__sr_el,name__sw,name__vls,name__vo,name__wo,name__kl,name__mn,name__kk,name__ks,wikipedia__af,wikipedia__an,wikipedia__arz,wikipedia__az,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bi,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__dsb,wikipedia__eowikinews,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__frwikinews,wikipedia__gd,wikipedia__gv,wikipedia__hak,wikipedia__hr,wikipedia__hsb,wikipedia__hy,wikipedia__io,wikipedia__jv,wikipedia__ka,wikipedia__kk,wikipedia__ks,wikipedia__kw,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__new,wikipedia__nn,wikipedia__os,wikipedia__pam,wikipedia__pih,wikipedia__pnb,wikipedia__qu,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__scn,wikipedia__sk,wikipedia__so,wikipedia__sq,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tt,wikipedia__ur,wikipedia__war,wikipedia__yi,wikipedia__yo,wikipedia__zu,identifier__MusicBrainz,identifier__OpenPlaques,facebook,name__vmf,honorific_suffix,email,wikipedia__ukwikiquote,wikipedia__fawikiquote,wikipedia__azwikiquote,wikipedia__li,identifier__NDL,name__sr_ec,name__fy,wikipedia__bar,wikipedia__cawikiquote,wikipedia__fy,name__ku,wikipedia__ku,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__ty,identifier__britishmuseum,identifier__GTAA,wikipedia__lrc,identifier__NUKAT,name__lrc,wikipedia__wuu,death_date,name__ht,name__nov,name__tg,name__tpi,name__uz,name__sgs,wikipedia__afwikiquote,wikipedia__als,wikipedia__bat_smg,wikipedia__cywikiquote,wikipedia__ht,wikipedia__hywikiquote,wikipedia__nov,wikipedia__nowikiquote,wikipedia__sl,wikipedia__tg,wikipedia__tpi,wikipedia__uz,wikipedia__wo,identifier__BIBSYS,identifier__parlement,name__mzn,wikipedia__mzn,wikipedia__ptwikiquote,name__tg_latn,wikipedia__bgwikiquote,identifier__NLA,identifier__NKC,identifier__SELIBR,wikipedia__svwikiquote,wikipedia__vo,wikipedia__enwikinews,name__mi,name__ml,name__sa,name__vro,wikipedia__ast,wikipedia__bswikiquote,wikipedia__fiu_vro,wikipedia__hewikiquote,wikipedia__ia,wikipedia__mi,wikipedia__mk,wikipedia__ml,wikipedia__nlwikiquote,wikipedia__pms,wikipedia__rm,wikipedia__sa,wikipedia__slwikiquote,wikipedia__trwikiquote,identifier__discogs,identifier__Oxforddnb,name__ku_arab,name__ku_latn,wikipedia__nds,identifier__BNE,wikipedia__hrwikiquote,parlid
Q392524,,,David Hamilton,,David Hamilton,,,,David Hamilton,David Hamilton,David Hamilton,David Hamilton,,David Hamilton,David Hamilton,David Hamilton,David Hamilton,David Hamilton,David Hamilton,,David Hamilton (Politiker),David Hamilton (politician),,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6b/DavidHamiltonMPPortrait.jpg,male,,1950-10-24,,,David,,,,,,,David Hamilton,,,,دیوید همیلتون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q392533,,,Richard Shepherd,,Richard Shepherd,,,,Richard Shepherd,,Richard Shepherd,Richard Shepherd,,,,,,,Richard Shepherd,,Richard Shepherd (Politiker),Richard Shepherd,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f1/RichardShepherdMP.jpg,male,,1942-12-06,,Shepherd,Richard,,,,mr-richard-shepherd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q478189,,,Mike Hancock,,Mike Hancock,,,,Mike Hancock,,Mike Hancock,Mike Hancock,,Mike Hancock,Mike Hancock,,,,Mike Hancock,,,Mike Hancock (British politician),,,,,,,,,,,,,male,,1946-04-09,,,Mike,,,,mr-mike-hancock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q478319,,,Tom Harris,,Tom Harris,,,,Tom Harris,,Tom Harris,Tom Harris,,Tom Harris,Tom Harris,,,,Tom Harris,,Thomas Harris (Politiker),Tom Harris (British politician),,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/77/Tomharris_2.jpg,male,,1964-02-20,,,Tom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q478369,Nicolaus Harvey,,Nick Harvey,,Nick Harvey,,,,Nick Harvey,,Nick Harvey,Nick Harvey,,Nick Harvey,Nick Harvey,,,,Nick Harvey,,,Nick Harvey,,,,,,,Nicolaus Harvey,,,,,"https://upload.wikimedia.org/wikipedia/commons/c/c0/Nick_Harvey,_Minister_of_State_for_Armed_Forces.jpg",male,,1961-08-03,,Harvey,Nick,,,,,,,,,,,نیک هاروی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q478565,David Stuart Havard,,Dai Havard,,Dai Havard,,,,Dai Havard,Dai Havard,Dai Havard,Dai Havard,,Dai Havard,Dai Havard,Dai Havard,Dai Havard,Dai Havard,Dai Havard,,,Dai Havard,,,,,,,David Stuart Havard,,,,,,male,,1950-02-07,,,David,,,,mr-dai-havard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q478738,,,Alison Seabeck,,Alison Seabeck,,,,Alison Seabeck,Alison Seabeck,Alison Seabeck,Alison Seabeck,,,,Alison Seabeck,Alison Seabeck,Alison Seabeck,Alison Seabeck,,,Alison Seabeck,,,,,,,,,,,,,female,,1954-01-20,,,Alison,,,,ms-alison-seabeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q478812,,,Anas Sarwar,,Anas Sarwar,,,,,,Anas Sarwar,Anas Sarwar,,,,,,,Anas Sarwar,,Anas Sarwar,Anas Sarwar,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/eb/AnasSarwarMP-crop.jpg,male,,1983-03-14,,,Anas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.anassarwar.org,,,,,,,,,,,,,,,,,,,,,,Anas Sarwar,Anas Sarwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q478832,,,Laura Sandys,,Laura Sandys,,,,Laura Sandys,Laura Sandys,Laura Sandys,Laura Sandys,,,,Laura Sandys,Laura Sandys,Laura Sandys,Laura Sandys,,,Laura Sandys,,,,,,,,,,,,,female,,1964-06-05,,,Laura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q479047,,,Adrian Sanders,,Adrian Sanders,,,,Adrian Sanders,,Adrian Sanders,Adrian Sanders,,,,,,,Adrian Sanders,,,Adrian Sanders,,,,,,,,,,,,,male,,1959-04-25,,Sanders,Adrian,,,,mr-adrian-sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Sanders,Adrian Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q479081,Robertus Russell,,Bob Russell,,Bob Russell,,,Bob Russell,Bob Russell,Bob Russell,Bob Russell,Bob Russell,,,,Bob Russell,Bob Russell,Bob Russell,Bob Russell,,,Bob Russell (British politician),,,,,,,Robertus Russell,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ef/Bob_Russell_MP_at_Bournemouth.jpg,male,,1946-03-31,,,Bob,,,,,,,,,,,باب راسل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q479098,,,David Ruffley,,David Ruffley,,,,David Ruffley,,David Ruffley,David Ruffley,,,,,,,David Ruffley,,,David Ruffley,,,,,,,,,,,,,male,,1962-04-18,,,David,,,,mr-david-ruffley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q479115,,,Joan Mary Ruddock,,Joan Ruddock,,,,Joan Ruddock,,Joan Ruddock,Joan Ruddock,,,,,,,Joan Ruddock,,Joan Mary Ruddock,Joan Ruddock,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7c/Joan_Ruddock.jpg,female,,1943-12-28,,,Joan,joan-ruddock,mp93739,,ms-joan-ruddock,,,,,,,,,,,,,,,,,,,315533498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q479188,,,Chris Ruane,,Chris Ruane,,,,Chris Ruane,Chris Ruane,Chris Ruane,Chris Ruane,,,,Chris Ruane,Chris Ruane,Chris Ruane,Chris Ruane,,,Chris Ruane,,,,,,,,,,,,,male,,1958-07-18,,,Chris,,,,mr-chris-ruane,Chris Ruane,,,,,,,Chris Ruane,,,,,,,,,,,315944363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q479213,Lindsay Roy,,Lindsay Roy,,Lindsay Roy,,,,,,Lindsay Roy,Lindsay Roy,,,,,,,Lindsay Roy,,Lindsay Roy,Lindsay Roy,,,,,,,Lindsay Roy,,,,,https://upload.wikimedia.org/wikipedia/commons/5/53/LindsayRoyMP.jpg,male,,1949-01-19,,Q2170749,Lindsay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q480033,,,Frank Roy,,Frank Roy,,,,Frank Roy,Frank Roy,Frank Roy,Frank Roy,,,,Frank Roy,Frank Roy,Frank Roy,Frank Roy,,Frank Roy,Frank Roy,,,,,,,,,,,,,male,,1958-08-29,,,Frank,,,,mr-frank-roy,,,,,,,فرانک روی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q480110,,,Dan Rogerson,,Dan Rogerson,,,,Dan Rogerson,Dan Rogerson,Dan Rogerson,Dan Rogerson,,,,Dan Rogerson,Dan Rogerson,Dan Rogerson,Dan Rogerson,,,Dan Rogerson,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e5/Dan_Rogerson_MP.jpg,male,,1975-07-23,,,Dan,,,,mr-dan-rogerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dan Rogerson,,,,,,,,,,,,,,,,,,Dan Rogerson,Dan Rogerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dan Rogerson,,,,,,,,,,,,,,,,,,,,,Dan Rogerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dan Rogerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q480150,Ioannes Robertson,,John Robertson,,John Robertson,,,,John Robertson,John Robertson,John Robertson,John Robertson,,,,John Robertson,John Robertson,John Robertson,John Robertson,,"John Robertson (Politiker, 1952)",John Robertson (Glasgow politician),,,,,,,Ioannes Robertson,,,,,https://upload.wikimedia.org/wikipedia/commons/4/45/John_Robertson_1.jpg,male,,1952-04-17,,,John,,,,mr-john-robertson,,,,,,,,,,,,,,,,,,,74096733,,,,,,,145744274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.johnrobertsonmp.co.uk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q480170,,,Hugh Robertson,,Hugh Robertson,,,,Hugh Robertson,,Hugh Robertson,Hugh Robertson,,,,,,,Hugh Robertson,,,Hugh Robertson (politician),,,,Hugh Robertson,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/10/Hugh_Robertson_Official.jpg,male,,1962-10-09,,,Hugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q501089,,,Andrew Robathan,,Andrew Robathan,,,,Andrew Robathan,,Andrew Robathan,Andrew Robathan,,,,Andrew Robathan,,,Andrew Robathan,,,Andrew Robathan,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/4/4d/Andrew_Robathan,_Parliamentary_Under_Secretary_of_State_for_the_MOD.jpg",male,,1951-07-17,,,Andrew,,,,mr-andrew-robathan,,,,,,,,,,,,Andrew Robathan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Robathan,Andrew Robathan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q501883,,,Linda Riordan,,Linda Riordan,,,,Linda Riordan,Linda Riordan,Linda Riordan,Linda Riordan,,,,,,,Linda Riordan,,,Linda Riordan,,,,,,,,,,,Linda Riordan,,female,,1953-05-31,,,Linda,,,,ms-linda-riordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
