name,wikipedia__en,area,group,area_id,term,source,id,name__en,gender,given_name,birth_date,death_date,identifier__freebase,family_name,image,identifier__viaf,name__de,name__it,name__fr,name__nl,name__es,name__nb,name__da,name__nn,name__sv,wikipedia__de,wikipedia__fr,name__el,wikipedia__el,name__pl,wikipedia__commons,wikipedia__pl,name__af,name__an,name__br,name__bs,name__ca,name__ceb,name__cs,name__cy,name__eo,name__et,name__eu,name__fi,name__ga,name__gl,name__hr,name__hu,name__is,name__la,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__pt,name__ro,name__sk,name__sl,name__sq,name__tr,name__vec,name__wa,wikipedia__da
Cyril Romney,Cyril Romney,District 5,Ind,5,1979,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1979",cyril_romney,Cyril Romney,male,Cyril,1931-03-01,2007-07-19,/m/0d1kx0,Romney,,,Cyril Romney,,Cyril Romney,Cyril Romney,Cyril Romney,Cyril Romney,Cyril Romney,Cyril Romney,Cyril Romney,Cyril Romney,Cyril Romney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Hodge,Omar Hodge,District 6,Ind,6,1979,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1979",omar_hodge,Omar Hodge,male,Omar,,,,,,,Omar Hodge,Omar Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrance B. Lettsome,Terrance B. Lettsome,District 7,VIP,7,1979,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1979",terrance_b._lettsome,Terrance B. Lettsome,male,Terrance,1935-03-11,2007-01-12,,,,4440397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willard Wheatley,Willard Wheatley,District 8,UP,8,1979,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1979",willard_wheatley,Willard Wheatley,male,Willard,1915-07-16,1997-01-22,,,,,Willard Wheatley,,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph T. O'Neal,Ralph T. O'Neal,District 9,Ind,9,1979,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1979",ralph_t._o'neal,Ralph T. O'Neal,male,Ralph,1933-12-15,,/m/0d1kxc,,https://upload.wikimedia.org/wikipedia/commons/b/bf/Ralph_T._O'Neal_(cropped).jpg,,Ralph T. O’Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O’Neal,,Ραλφ Ο'Νιλ,Ραλφ Ο'Νιλ,Ralph T. O'Neal,,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal
H. Lavity Stoutt,Hamilton Lavity Stoutt,District 1,VIP,1,1975,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1975",hamilton_lavity_stoutt,Hamilton Lavity Stoutt,male,Hamilton,1929-03-07,1995-05-14,/m/0d1kt6,,,,Lavity Stoutt,,Lavity Stoutt,Lavity Stoutt,Hamilton Lavity Stoutt,Hamilton Lavity Stoutt,Hamilton Lavity Stoutt,Hamilton Lavity Stoutt,Hamilton Lavity Stoutt,Lavity Stoutt,Lavity Stoutt,Λαβίτι Στάουτ,Λαβίτι Στάουτ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Henley,"",District 2,UP,2,1975,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1975",austin_henley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Cills,"",District 3,VIDP,3,1975,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1975",oliver_cills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alban Anthony,"",District 4,VIP,4,1975,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1975",alban_anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.W. Osborne,Qwominer William Osborne,District 5,VIP,5,1975,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1975",qwominer_william_osborne,Qwominer William Osborne,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willard Wheatley,Willard Wheatley,District 6,UP,6,1975,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1975",willard_wheatley,Willard Wheatley,male,Willard,1915-07-16,1997-01-22,,,,,Willard Wheatley,,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph T. O'Neal,Ralph T. O'Neal,District 7,Ind,7,1975,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1975",ralph_t._o'neal,Ralph T. O'Neal,male,Ralph,1933-12-15,,/m/0d1kxc,,https://upload.wikimedia.org/wikipedia/commons/b/bf/Ralph_T._O'Neal_(cropped).jpg,,Ralph T. O’Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O’Neal,,Ραλφ Ο'Νιλ,Ραλφ Ο'Νιλ,Ralph T. O'Neal,,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal,Ralph T. O'Neal
H. Lavity Stoutt,Hamilton Lavity Stoutt,District 1,VIP,1,1971,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1971",hamilton_lavity_stoutt,Hamilton Lavity Stoutt,male,Hamilton,1929-03-07,1995-05-14,/m/0d1kt6,,,,Lavity Stoutt,,Lavity Stoutt,Lavity Stoutt,Hamilton Lavity Stoutt,Hamilton Lavity Stoutt,Hamilton Lavity Stoutt,Hamilton Lavity Stoutt,Hamilton Lavity Stoutt,Lavity Stoutt,Lavity Stoutt,Λαβίτι Στάουτ,Λαβίτι Στάουτ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Henley,Austin Henley,District 2,VIDP,2,1971,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1971",austin_henley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Cills,Oliver Cills,District 3,VIDP,3,1971,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1971",oliver_cills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q. William Osborne,Qwominer William Osborne,District 4,VIDP,4,1971,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1971",qwominer_william_osborne,Qwominer William Osborne,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conrad Maduro,Conrad Maduro,District 5,UP,5,1971,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1971",conrad_maduro,Conrad Maduro,male,Conrad,,,,,,,Conrad Maduro,Conrad Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willard Wheatley,Willard Wheatley,District 6,IND,6,1971,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1971",willard_wheatley,Willard Wheatley,male,Willard,1915-07-16,1997-01-22,,,,,Willard Wheatley,,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,Willard Wheatley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reeial George,"",District 7,VIP,7,1971,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1971",reeial_george,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SMITH, D. Orlando",Orlando Smith,At large,NDP,none,2003,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_2003",orlando_smith,Orlando Smith,male,Orlando,1944-08-28,,/m/037bj3,Smith,https://upload.wikimedia.org/wikipedia/commons/a/ab/D._Orlando_Smith_(cropped).jpg,,Orlando Smith,,Orlando Smith,Orlando Smith,Orlando Smith,,,,,Orlando Smith,Orlando Smith,Ορλάντο Σμιθ,Ορλάντο Σμιθ,Orlando Smith,Orlando Smith,Orlando Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKELTON, Ronnie W.","",At large,NDP,none,2003,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_2003","skelton,_ronnie_w.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PARSONS, Eilieene Lucia","",At large,NDP,none,2003,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_2003","parsons,_eilieene_lucia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WATTLEY, Paul P.","",At large,NDP,none,2003,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_2003","wattley,_paul_p.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SMITH, D. Orlando",Orlando Smith,At large,NDP,none,1999,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1999",orlando_smith,Orlando Smith,male,Orlando,1944-08-28,,/m/037bj3,Smith,https://upload.wikimedia.org/wikipedia/commons/a/ab/D._Orlando_Smith_(cropped).jpg,,Orlando Smith,,Orlando Smith,Orlando Smith,Orlando Smith,,,,,Orlando Smith,Orlando Smith,Ορλάντο Σμιθ,Ορλάντο Σμιθ,Orlando Smith,Orlando Smith,Orlando Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GEORGE, Reeial","",At large,VIP,none,1999,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1999","george,_reeial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKELTON, Ronnie","",At large,NDP,none,1999,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1999","skelton,_ronnie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PARSONS, Eileene","",At large,VIP,none,1999,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1999","parsons,_eileene",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eileene PARSONS,"",At large,IND,none,1995,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1995",eileene_parsons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conrad MADURO,Conrad Maduro,At large,UP,none,1995,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1995",conrad_maduro,Conrad Maduro,male,Conrad,,,,,,,Conrad Maduro,Conrad Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reeial GEORGE,"",At large,VIP,none,1995,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1995",reeial_george,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alred FRETT,"",At large,VIP,none,1995,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_1995",alred_frett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
