id,name,wikipedia__pl,term,group,source,area,area_id,start_date,wikidata,end_date,replaced,name__pl,name__en,gender,birth_date,given_name,image,identifier__viaf,identifier__freebase,identifier__lcauth,identifier__europarlmep,identifier__isni,identifier__bnf,website,identifier__gnd,identifier__sudoc,identifier__nta,identifier__imdb,facebook,family_name,identifier__muzinger,death_date,twitter,identifier__gtaa,identifier__parlement,identifier__ndl,identifier__nla,identifier__nkc,identifier__nukat,identifier__nlp,identifier__ptbnp,identifier__nli,identifier__bne,identifier__bav,identifier__fifa,identifier__catholic_hierarchy,wikipedia__en,identifier__munzinger,name__eo,name__de,name__nl,name__nb,name__da,name__nn,name__sv,name__fr,wikipedia__de,name__de_ch,name__sk,name__it,name__et,wikipedia__commons,wikipedia__et,wikipedia__fr,wikipedia__plwikiquote,wikipedia__sk,name__pt,wikipedia__pt,name__es,name__ro,wikipedia__ro,wikipedia__eo,name__zh_hans,name__zh_hant,name__zh_hk,name__ru,name__fi,name__uk,name__fa,name__zh,wikipedia__fa,wikipedia__fi,wikipedia__it,wikipedia__ru,wikipedia__sv,wikipedia__uk,wikipedia__zh,wikipedia__es,name__lt,wikipedia__lt,name__ksh,wikipedia__ksh,name__ka,name__be,name__cs,name__bg,name__vi,name__la,name__ie,name__lb,name__tr,name__szl,name__hu,name__ko,name__el,name__ca,name__io,name__hy,name__en_ca,name__en_gb,name__pt_br,name__ja,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__cswikiquote,wikipedia__el,wikipedia__hu,wikipedia__ie,wikipedia__io,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__nl,wikipedia__no,wikipedia__simple,wikipedia__szl,wikipedia__tr,wikipedia__vi,name__gl,name__eu,wikipedia__da,wikipedia__eu,wikipedia__gl,name__mg,wikipedia__mg,name__oc,name__he,name__sr_el,name__sr_ec,name__be_tarask,name__sr,wikipedia__be_x_old,wikipedia__he,wikipedia__sr,name__id,wikipedia__dewikiquote,wikipedia__id,wikipedia__itwikiquote,wikipedia__oc,wikipedia__ukwikiquote,name__sl,wikipedia__sl,name__hr,name__csb,wikipedia__csb,name__az,name__br,name__hsb,name__is,name__lv,name__ms,name__sh,name__uz,name__yo,name__yue,name__sco,wikipedia__az,wikipedia__br,wikipedia__hr,wikipedia__hsb,wikipedia__is,wikipedia__lv,wikipedia__ms,wikipedia__nn,wikipedia__sco,wikipedia__sh,wikipedia__uz,wikipedia__yo,wikipedia__zh_yue,name__mwl,wikipedia__mwl,name__nds,name__hi,name__fo,wikipedia__fo,name__af,name__ar,name__kk,name__ast,wikipedia__af,wikipedia__ar,wikipedia__ast,wikipedia__kk,wikipedia__th,name__cy,name__dsb,name__ht,name__mr,name__qu,name__scn,name__zh_cn,name__mn,name__ta,name__crh_latn,name__lmo,name__ne,wikipedia__crh,wikipedia__cy,wikipedia__dsb,wikipedia__enwikiquote,wikipedia__ht,wikipedia__hy,wikipedia__lmo,wikipedia__mn,wikipedia__mr,wikipedia__qu,wikipedia__scn,name__sgs,wikipedia__bat_smg,name__gsw,name__an,name__ia,name__mk,name__na,name__os,name__zh_tw,name__zh_sg,name__zh_mo,name__zh_my,name__kaa,wikipedia__an,wikipedia__eowikiquote,wikipedia__ia,wikipedia__kaa,wikipedia__mk,wikipedia__na,wikipedia__os,name__tl,wikipedia__tl,name__fy,wikipedia__fy,wikipedia__bgwikiquote,name__th,name__vo,wikipedia__vo,name__cv,name__fur,name__ga,name__gd,name__jv,name__mrj,name__sah,name__se,name__sq,name__tt,name__nan,name__ckb,wikipedia__ckb,wikipedia__cv,wikipedia__fur,wikipedia__ga,wikipedia__gd,wikipedia__hewikiquote,wikipedia__hi,wikipedia__jv,wikipedia__ltwikiquote,wikipedia__mrj,wikipedia__nds,wikipedia__plwikisource,wikipedia__sah,wikipedia__se,wikipedia__sq,wikipedia__ta,wikipedia__tt,wikipedia__zh_min_nan,name__diq,name__bs,wikipedia__bs,name__simple,name__mo,wikipedia__mo,identifier__wikidata
barbara-hyla-makowska,Barbara Hyla-Makowska,Barbara Hyla-Makowska,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo bydgoskie 6,6-3,,Q9165412,,,Barbara Hyla-Makowska,,female,,Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9165412
tadeusz-iwiński,Tadeusz Iwiński,Tadeusz Iwiński,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo olsztyńskie 29,29-3,,Q376871,,,Tadeusz Iwiński,Tadeusz Iwiński,male,1944-10-28,Tadeusz,https://upload.wikimedia.org/wikipedia/commons/2/2b/Tadeusz_Iwiński_Sejm_2014.JPG,166518756,/m/0f6smb,,23764,,,,,,,,,,,,,,,,,,,,,,,,,,Tadeusz Iwiński,,Tadeusz Iwiński,Tadeusz Iwiński,Tadeusz Iwiński,Tadeusz Iwiński,Tadeusz Iwiński,Tadeusz Iwiński,Tadeusz Iwiński,Tadeusz Iwiński,Tadeusz Iwiński,,,,Tadeusz Iwiński,Category:Tadeusz Iwiński,Tadeusz Iwiński,,Tadeusz Iwiński,,Tadeusz Iwiński,Tadeusz Iwiński,,,,Tadeusz Iwiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q376871
mieczysław-jacków,Mieczysław Jacków,Mieczysław Jacków,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo poznańskie 35,35-3,,Q11779769,,,Mieczysław Jacków,,male,1954-08-01,Mieczysław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11779769
aleksandra-jakubowska,Aleksandra Jakubowska,Aleksandra Jakubowska,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo opolskie 30,30-3,,Q9146541,,,Aleksandra Jakubowska,Aleksandra Jakubowska,female,1954-03-15,Aleksandra,https://upload.wikimedia.org/wikipedia/commons/7/77/A.T.Kijowski_i_Aleksandra_Jakubowska.jpg,232223527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aleksandra Jakubowska,,,,,,Aleksandra Jakubowska,,,,Aleksandra Jakubowska,,,,,Aleksandra Jakubowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9146541
stanisław-janas,Stanisław Janas,Stanisław Janas,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Lista ogólnopolska,,,Q11836197,,,Stanisław Janas,,male,,Stanisław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11836197
ewa-maria-janik,Ewa Janik,Ewa Maria Janik,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo częstochowskie 9,9-3,,Q5418840,,,Ewa Maria Janik,Ewa Janik,female,1948-12-19,Ewa,,166375245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ewa Janik,,,Ewa Janik,Ewa Janik,,,,,Ewa Janik,,,,,,,,,,,Ewa Janik,Ewa Janik,Ewa Janik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5418840
krzysztof-janik,Krzysztof Janik,Krzysztof Janik,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo tarnowskie 46,46-3,,Q1790439,,,Krzysztof Janik,Krzysztof Janik,male,1950-06-11,Krzysztof,https://upload.wikimedia.org/wikipedia/commons/0/0b/Posel-janik-krzysztof-2013-11m.jpg,101979760,/m/05b3jt6,n86139613,,,,,170611582,,,,,,,,,,,,,,,,,,,,,,Krzysztof Janik,,,Krzysztof Janik,Krzysztof Janik,Krzysztof Janik,Krzysztof Janik,Krzysztof Janik,Krzysztof Janik,Krzysztof Janik,Krzysztof Janik,,,,,,,Krzysztof Janik,Krzysztof Janik,,,,Krzysztof Janik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1790439
paweł-jankiewicz,Paweł Jankiewicz,Paweł Jankiewicz,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Lista ogólnopolska,,,Q16586739,,,Paweł Jankiewicz,,male,,Paweł,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q16586739
jerzy-jankowski-(poseł),Jerzy Jankowski,Jerzy Jankowski (poseł),3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo jeleniogórskie 13,13-3,,Q11724742,,,Jerzy Jankowski (poseł),,male,,Jerzy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11724742
zbigniew-janowski,Zbigniew Janowski,Zbigniew Janowski,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo chełmskie 7,7-3,,Q9387957,,,Zbigniew Janowski,,male,,Zbigniew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9387957
jerzy-jaskiernia,Jerzy Jaskiernia,Jerzy Jaskiernia,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo tarnobrzeskie 45,45-3,,Q11724754,,,Jerzy Jaskiernia,Jerzy Jaskiernia,male,,Jerzy,,305340513,,,23765,,,,104383544X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Jerzy Jaskiernia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11724754
teresa-jasztal,Teresa Jasztal,Teresa Jasztal,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo wrocławskie 50,50-3,,Q9357301,,,Teresa Jasztal,,female,,Teresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9357301
mieczysław-jedoń,Mieczysław Jedoń,Mieczysław Jedoń,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo wałbrzyskie 48,48-3,,Q11779782,,,Mieczysław Jedoń,,male,1943-07-28,Mieczysław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mieczysław Jedoń,Mieczysław Jedoń,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11779782
seweryn-jurgielaniec,Seweryn Jurgielaniec,Seweryn Jurgielaniec,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo koszalińskie 20,20-3,,Q9335740,,,Seweryn Jurgielaniec,,male,1938-06-16,Seweryn,,,,,,,,,,,,,,,,2012-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9335740
marian-juśko,Marian Juśko,Marian Juśko,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo lubelskie 25,25-3,,Q11769465,,,Marian Juśko,Marian Juśko,male,,Marian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marian Juśko,,,,,,Marian Juśko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11769465
michał-kaczmarek-(poseł),Michał Kaczmarek,Michał Kaczmarek (poseł),3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo płockie 34,34-3,,Q11778852,,,Michał Kaczmarek (poseł),,male,,Michał,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11778852
seweryn-kaczmarek,Seweryn Kaczmarek,Seweryn Kaczmarek,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo kaliskie 14,14-3,,Q9335743,,,Seweryn Kaczmarek,,male,,Seweryn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9335743
wiesław-kaczmarek,Wiesław Kaczmarek,Wiesław Kaczmarek,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo warszawskie 2,2-3,,Q11837766,,,Wiesław Kaczmarek,,male,,Wiesław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11837766
józef-kaleta,Józef Kaleta,Józef Kaleta,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo wrocławskie 50,50-3,,Q11730472,,,Józef Kaleta,Józef Kaleta,male,1925-02-28,Józef,,69342290,,,,,,,,,,,,,,2007-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11730472
zdzisław-kałamaga,Zdzisław Kałamaga,Zdzisław Kałamaga,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo kieleckie 18,18-3,,Q9389700,,,Zdzisław Kałamaga,,male,,Zdzisław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9389700
zbigniew-kaniewski,Zbigniew Kaniewski,Zbigniew Kaniewski,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo łódzkie 27,27-3,,Q9388001,,,Zbigniew Kaniewski,,male,,Zbigniew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9388001
jacek-kasprzyk,Jacek Kasprzyk,Jacek Kasprzyk,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo częstochowskie 9,9-3,,Q11715359,,,Jacek Kasprzyk,,male,,Jacek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11715359
jan-kisieliński,Jan Kisieliński,Jan Kisieliński,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Lista ogólnopolska,,,Q11717998,,,Jan Kisieliński,Jan Kisieliński,male,1956-03-14,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11717998
antoni-kobielusz,Antoni Kobielusz,Antoni Kobielusz,3,Klub Parlamentarny Sojuszu Lewicy Demokratycznej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_III_kadencji,Województwo bielskie 5,5-3,,Q9156928,,,Antoni Kobielusz,,male,,Antoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9156928
