id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,honorific_prefix,birth_date,identifier__freebase,family_name,given_name,identifier__ISNI,identifier__NLA,website,identifier__NNDB,death_date,identifier__Muzinger,twitter,identifier__BNF,identifier__NLI,identifier__NTA,instagram,facebook,identifier__ATP,identifier__ITF,wikipedia__en,identifier__Munzinger,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__fr,name__ru,name__es,name__fi,name__it,name__la,name__de,name__ja,name__cs,name__fa,name__hr,name__nl,name__zh,name__sv,name__uk,name__mr,name__de_ch,name__el,name__en_ca,name__en_gb,name__he,name__id,name__ko,name__nb,name__pt_br,name__sh,name__ta,name__vi,name__hu,name__ms,name__be_tarask,name__da,name__fo,name__is,name__kl,name__nn,name__tl,name__sco,name__af,name__et,name__tr,name__ne,name__be,name__ur,name__bn,name__ro,name__sr,name__min,name__mn,name__hi,name__lt,name__bg,name__ar,name__io,name__th,name__ca,name__hy,name__mk,name__lv,name__mg,name__yi,name__ka,name__ckb,name__eo,wikipedia__af,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__min,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__ur,wikipedia__vi,wikipedia__yi,wikipedia__zh,name__sq,wikipedia__sq,name__si,wikipedia__si,name__nds,name__eu,name__qu,name__uz,name__vo,name__oc,name__ga,name__bi,name__hak,name__rm,name__nan,name__arz,name__ug,name__yo,name__ml,name__yue,name__ht,name__wuu,name__ku,name__sk,name__cy,name__war,name__tpi,name__ceb,name__br,name__kn,wikipedia__arz,wikipedia__bi,wikipedia__br,wikipedia__ceb,wikipedia__cswikiquote,wikipedia__cy,wikipedia__enwikisource,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__ht,wikipedia__kn,wikipedia__ku,wikipedia__ml,wikipedia__oc,wikipedia__qu,wikipedia__rm,wikipedia__sk,wikipedia__tpi,wikipedia__ug,wikipedia__uz,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__enwikinews,name__an,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__gd,name__gl,name__gsw,name__ia,name__ie,name__kg,name__lb,name__li,name__lij,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__sc,name__scn,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__wa,name__wo,name__zu,wikipedia__lb,wikipedia__mk,original_wikiname,name__szl,name__bcl,name__my,name__az,name__vep,name__ksh,name__nah,name__mwl,wikipedia__az,wikipedia__bcl,wikipedia__gd,wikipedia__ie,wikipedia__is,wikipedia__ksh,wikipedia__mwl,wikipedia__my,wikipedia__nah,wikipedia__nds,wikipedia__nn,wikipedia__plwikiquote,wikipedia__sw,wikipedia__szl,wikipedia__trwikiquote,wikipedia__vep,identifier__MusicBrainz,identifier__discogs
Q6318352,Justine Elliot,Justine Elliot,https://upload.wikimedia.org/wikipedia/commons/e/eb/Justine_Elliot.jpg,female,,,,,,1967-07-29,,,Justine,,,,,,,,,,,,,,,Justine Elliot,,,,,,,,,,Justine Elliot,,Justine Elliot,,,,Justine Elliot,,,,,Justine Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Justine Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6369482,Karen Andrews,Karen Andrews,,female,,,,,,1960-08-23,,,Karen,,,,,,,,,,,,,,,Karen Andrews,,,,,,,,,,Karen Andrews,,,,,,Karen Andrews,,,,,Karen Andrews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karen Andrews,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4354268,Kate Ellis,Kate Ellis,https://upload.wikimedia.org/wikipedia/commons/d/d5/Kate_Ellis.jpg,female,,,,,,1977-09-22,/m/0437ly,,Kate,,,,,,,,,,,,,,,Kate Ellis,,,,,,,,,Kate Ellis,Kate Ellis,,Kate Ellis,Kate Ellis,,,Kate Ellis,,,,,Kate Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kate Ellis,,,,,,,,,,,,,,,,,,,,,,,,,Kate Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kate Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6501571,Laurie Ferguson,Laurie Ferguson,,male,,,,,,1952-07-07,,,Laurie,,,,,,,,,,,,,,,Laurie Ferguson,,,,,,,,,,Laurie Ferguson,,Laurie Ferguson,,Laurie Ferguson,,Laurie Ferguson,,,,,Laurie Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurie Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16727986,Lisa Chesters,Lisa Chesters,,female,,,,,,1980-02-11,,,Lisa,,,,,,,,,,,,,,,Lisa Chesters,,,,,,,,,,Lisa Chesters,,,,Lisa Chesters,,Lisa Chesters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lisa Chesters,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6740586,Mal Brough,Mal Brough,,male,,,,,,1961-12-29,,,,,,,,,,,,,,,,,,Mal Brough,,,,,,,,,,Mal Brough,,Mal Brough,,Mal Brough,,Mal Brough,,,,,Mal Brough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mal Brough,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6766947,Mark Butler,Mark Butler,https://upload.wikimedia.org/wikipedia/commons/8/80/Mark_Butler_July_2013.jpg,male,91742427,,,,,1970-07-08,,,Mark,,,,,,,,,,,,,,,Mark Butler,,,,,,,,,Mark Butler,Mark Butler,,Mark Butler,,,,Mark Butler,,,,,Mark Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Mark Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6767168,Mark Coulton,Mark Coulton,,male,,,,,,1958-02-03,,,Mark,,,,,,,,,,,,,,,Mark Coulton,,,,,,,,,,Mark Coulton,,,,,,Mark Coulton,,,,,Mark Coulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Coulton,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6767411,Mark Dreyfus,Mark Dreyfus,"https://upload.wikimedia.org/wikipedia/commons/7/7d/Dreyfus,_Mark_Sept._2013-.jpg",male,,,,,,1956-10-03,,,Mark,,,,,,,,,,,,,,,Mark Dreyfus,,,,,,,,,,Mark Dreyfus,,Mark Dreyfus,,,,Mark Dreyfus,,,,,Mark Dreyfus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Dreyfus,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6829697,Michael Danby,Michael Danby,https://upload.wikimedia.org/wikipedia/commons/b/b4/Michael_danby.grey_suit.jpg,male,,,,,,1955-02-16,,,Michael,,,,,,,,,,,,,,,Michael Danby,,,,,,,,,,Michael Danby,,Michael Danby,,,,Michael Danby,,,,,Michael Danby,,Michael Danby,,,,,,,,,,Michael Danby,,,,,,,,Michael Danby,,,,Michael Danby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Danby,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7026894,Nick Champion,Nick Champion,https://upload.wikimedia.org/wikipedia/commons/5/5c/Nick_Champion.jpg,male,,,,,,1972-02-27,,,Nick,,,,,,,,,,,,,,,Nick Champion,,,,,,,,,,Nick Champion,,Nick Champion,,,,Nick Champion,,,,,Nick Champion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Champion,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16218414,Pat Conroy,Pat Conroy,,male,,,,,,1979-05-10,,,Pat,,,,,,,,,,,,,,,Pat Conroy (politician),,,,,,,,,,Pat Conroy,,,,,,Pat Conroy,,,,,Pat Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pat Conroy (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q7150671,Paul Fletcher,Paul Fletcher,,male,101511432,,,,,1965-01-16,,,Paul,,,,,,,,165588768,,,,,,,Paul Fletcher (politician),,,,,,,,,,Paul Fletcher,,,,,,Paul Fletcher,,,,,Paul Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Fletcher (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q7173778,Peter Dutton,Peter Dutton,,male,,,,,,1970-11-18,,,Peter,,,,,,,,,,,,,,,Peter Dutton,,,,,,,,,Peter Dutton,Peter Dutton,,Peter Dutton,,,,Peter Dutton,,,,,Peter Dutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Dutton,,,,,,,,,,,,,,,,,,,,,,,,Peter Dutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Dutton,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7381382,Russell Broadbent,Russell Broadbent,,male,,,,,,1950-12-25,,,Russell,,,,,,,,,,,,,,,Russell Broadbent,,,,,,,,,,Russell Broadbent,,Russell Broadbent,,Russell Broadbent,,Russell Broadbent,,,,,Russell Broadbent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russell Broadbent,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7436060,Scott Buchholz,Scott Buchholz,,male,,,,,,1968-03-27,,,Scott,,,http://lnp.org.au/wright,,,,,,,,,,,,Scott Buchholz,,,,,,,,,,Scott Buchholz,,,,Scott Buchholz,,Scott Buchholz,,,,,Scott Buchholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Buchholz,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7489994,Sharon Bird,Sharon Bird,,female,,,,,,1962-11-15,,,Sharon,,,,,,,,,,,,,,,Sharon Bird,,,,,,,,,,Sharon Bird,,Sharon Bird,,Sharon Bird,,Sharon Bird,,,,,Sharon Bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharon Bird,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16195468,Sharon Claydon,Sharon Claydon,,female,,,,,,1964-04-26,,,Sharon,,,,,,,,,,,,,,,Sharon Claydon,,,,,,,,,,Sharon Claydon,,,,,,Sharon Claydon,,,,,Sharon Claydon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharon Claydon,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7614564,Steven Ciobo,Steven Ciobo,https://upload.wikimedia.org/wikipedia/commons/0/0e/StevenCiobo.jpg,male,,,,,,1974-05-29,,,Steven,,,,,,,,,,,,,,,Steven Ciobo,,,,,,,,,,Steven Ciobo,,Steven Ciobo,,Steven Ciobo,,,,,,,Steven Ciobo,,Steven Ciobo,,,,,,,,,,Steven Ciobo,,,,,,,,Steven Ciobo,,,,Steven Ciobo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven Ciobo,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7702141,Teresa Gambaro,Teresa Gambaro,,female,,,,,,1958-11-29,,,Teresa,,,,,,,,,,,,,,,Teresa Gambaro,,,,,,,,,,Teresa Gambaro,,Teresa Gambaro,,Teresa Gambaro,,Teresa Gambaro,,,,,Teresa Gambaro,,Teresa Gambaro,,,,,,,,,,Teresa Gambaro,,,,,,,,Teresa Gambaro,,,,Teresa Gambaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teresa Gambaro,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16216498,Terri Butler,Terri Butler,,female,,,,,,1977-11-28,,,Terri,,,http://www.terributlermp.com/,,,,terrimbutler,,,,,,,,Terri Butler,,,,,,,,,,Terri Butler,,,,Terri Butler,,Terri Butler,,,,,Terri Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terri Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
Q348577,Tony Abbott,Tony Abbott,https://upload.wikimedia.org/wikipedia/commons/9/9b/Tony_Abbott_-_2010.jpg,male,4191840,130825867,n96014338,130989169,The Honourable,1957-11-04,/m/02pr80,Abbott,Tony,,,,,,,,,,,,,,,Tony Abbott,,托尼·阿博特,東尼·艾伯特,東尼·阿博特,托尼·阿博特,托尼·阿博特,東尼·艾伯特,Tony Abbott,Tony Abbott,Tony Abbott,"Эбботт, Тони",Tony Abbott,Tony Abbott,Tony Abbott,Antonius Abbott,Tony Abbott,トニー・アボット,Tony Abbott,تونی ابوت,Tony Abbott,Tony Abbott,托尼·阿博特,Tony Abbott,Тоні Ебботт,टोनी ॲबट,Tony Abbott,Τόνι Άμποτ,Tony Abbott,Tony Abbott,טוני אבוט,Tony Abbott,토니 애벗,Tony Abbott,Tony Abbott,Tony Abbott,டோனி அபோட்,Tony Abbott,Tony Abbott,Tony Abbott,Тоні Эбат,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,टोनी एबोट,Тоні Эбат,ٹونی ایبٹ,টনি অ্যাবট,Tony Abbott,Тони Абот,Tony Abbott,Тони Эбботт,टोनी एबॉट,Tony Abbott,Тони Абът,توني أبوت,Anthony John Abbott,โทนี แอบบ็อตต์,Tony Abbott,Թոնի Էբոթ,Тони Абот,Tonijs Ebots,Tony Abbott,טאני אבאט,ტონი ებოტი,تۆنی ئەبۆت,Tony Abbott,Tony Abbott,توني أبوت,Тоні Эбат,Тоні Эбат,Тони Абът,টনি অ্যাবট,Tony Abbott,تۆنی ئەبۆت,Category:Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Τόνι Άμποτ,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,تونی ابوت,Tony Abbott,Tony Abbott,טוני אבוט,टोनी एबॉट,Tony Abbott,Tony Abbott,Թոնի Էբոթ,Tony Abbott,Anthony John Abbott,Tony Abbott,Tony Abbott,トニー・アボット,ტონი ებოტი,토니 애벗,Antonius Abbott,Tony Abbott,Tonijs Ebots,Tony Abbott,Tony Abbott,Тони Эбботт,टोनी ॲबट,Tony Abbott,टोनी एबोट,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,Tony Abbott,"Эбботт, Тони",Категория:Тони Эбботт,Тони Эбботт,Tony Abbott,Tony Abbott,Tony Abbott,Тони Абот,Tony Abbott,டோனி அபோட்,โทนี แอบบ็อตต์,โทนี แอบบ็อตต์,Tony Abbott,Tony Abbott,Тоні Ебботт,ٹونی ایبٹ,Tony Abbott,טאני אבאט,托尼·阿博特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Abbott,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1449483,Tony Burke,Tony Burke,https://upload.wikimedia.org/wikipedia/commons/8/82/Tonyburke.jpg,male,,,,,,1969-11-04,,,Tony,,,,,,,,,,,,,,,Tony Burke,,,,,,,,,Tony Burke,Tony Burke,,Tony Burke,,,,Tony Burke,,,,,Tony Burke,,Tony Burke,,,,,,,,,,Tony Burke,,,,,,,,Tony Burke,,,,Tony Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Tony Burke,,,Tony Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Burke,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7970178,Warren Entsch,Warren Entsch,,male,,,,,,1950-05-31,,,Warren,,,,,,,,,,,,,,,Warren Entsch,,,,,,,,,,Warren Entsch,,Warren Entsch,,,,Warren Entsch,,,,,Warren Entsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warren Entsch,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4706771,Alan Griffin,Alan Griffin,"https://upload.wikimedia.org/wikipedia/commons/c/cd/Alan_Griffin_MP,_Federal_Member_for_Bruce.jpg",male,,,,,,1960-02-23,,,Alan,,,,,,,,,,,,,,,Alan Griffin,,,,,,,,,,Alan Griffin,,Alan Griffin,,Alan Griffin,,Alan Griffin,,,,,Alan Griffin,,Alan Griffin,,,,,,,,,,Alan Griffin,,,,,,,,Alan Griffin,,,,Alan Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4708273,Alannah MacTiernan,Alannah MacTiernan,https://upload.wikimedia.org/wikipedia/commons/e/ed/Allanah_MacTiernan_in_2009.jpg,female,,,,,,1953-01-10,,,,,,,,,,,,,,,,,,Alannah MacTiernan,,,,,,,,,,Alannah MacTiernan,,,,Alannah MacTiernan,,Alannah MacTiernan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alannah MacTiernan,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4717151,Alex Hawke,Alex Hawke,,male,,,,,,1977-07-09,,,Alex,,,,,,,,,,,,,,,Alex Hawke,,,,,,,,,,Alex Hawke,,Alex Hawke,,,,Alex Hawke,,,,,Alex Hawke,,Alex Hawke,,,,,,,,,,Alex Hawke,,,,,,,,Alex Hawke,,,,Alex Hawke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Hawke,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21066082,Andrew Hastie,Andrew Hastie,,male,,,,,,,,,Andrew,,,,,,,,,,,,,,,Andrew Hastie (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Hastie (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
